CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF,dummy,STYs,ICD10CMCode,concept_code,concept_id
C4270252,ENG,P,L13484896,PF,S16471939,Y,A27151772,,,T83.112S,ICD10CM,PT,T83.112S,"Breakdown (mechanical) of indwelling ureteral stent, sequela",4,N,,,['Pathologic Function'],T83112S,T83.112S,45609348
C4270256,ENG,P,L13486058,PF,S16471966,Y,A27152173,,,T83.113A,ICD10CM,PT,T83.113A,"Breakdown (mechanical) of other urinary stents, initial encounter",4,N,,,['Pathologic Function'],T83113A,T83.113A,37201977
C4270259,ENG,P,L13487273,VC,S16472543,Y,A27154825,,,T83.122,ICD10CM,HT,T83.122,Displacement of indwelling ureteral stent,4,N,256.0,,['Pathologic Function'],T83122,T83.122,19505
C4270260,ENG,P,L13483191,PF,S16472539,Y,A27151399,,,T83.122A,ICD10CM,PT,T83.122A,"Displacement of indwelling ureteral stent, initial encounter",4,N,,,['Pathologic Function'],T83122A,T83.122A,45546714
C4270262,ENG,P,L13487271,PF,S16472540,Y,A27152175,,,T83.122S,ICD10CM,PT,T83.122S,"Displacement of indwelling ureteral stent, sequela",4,N,,,['Pathologic Function'],T83122S,T83.122S,45580428
C4270276,ENG,P,L13486918,PF,S16474609,Y,A27149877,,,T83.193A,ICD10CM,PT,T83.193A,"Other mechanical complication of other urinary stent, initial encounter",4,N,,,['Pathologic Function'],T83193A,T83.193A,37201985
C4270279,ENG,P,L13486695,VC,S16472787,Y,A27151773,,,T83.24,ICD10CM,HT,T83.24,Erosion of graft of urinary organ,4,N,256.0,,['Pathologic Function'],T8324,T83.24,37201988
C4270298,ENG,P,L13487268,VC,S16472521,Y,A27155163,,,T83.421,ICD10CM,HT,T83.421,Displacement of implanted testicular prosthesis,4,N,256.0,,['Pathologic Function'],T83421,T83.421,37202000
C4270309,ENG,P,L13483878,PF,S16473661,Y,A27151404,,,T83.51,ICD10CM,HT,T83.51,Infection and inflammatory reaction due to urinary catheter,4,N,,,['Pathologic Function'],T8351,T83.51,19524
C4270311,ENG,P,L13487414,PF,S16473577,Y,A27151778,,,T83.510A,ICD10CM,PT,T83.510A,"Infection and inflammatory reaction due to cystostomy catheter, initial encounter",4,N,,,['Pathologic Function'],T83510A,T83.510A,37202009
C4270317,ENG,P,L13483324,PF,S16473625,Y,A27153296,,,T83.511S,ICD10CM,PT,T83.511S,"Infection and inflammatory reaction due to indwelling urethral catheter, sequela",4,N,,,['Pathologic Function'],T83511S,T83.511S,37202015
C4270319,ENG,P,L13483325,PF,S16473630,Y,A27155574,,,T83.512A,ICD10CM,PT,T83.512A,"Infection and inflammatory reaction due to nephrostomy catheter, initial encounter",4,N,,,['Pathologic Function'],T83512A,T83.512A,37202017
C4270338,ENG,P,L13487421,PF,S16473620,Y,A27152564,,,T83.592A,ICD10CM,PT,T83.592A,"Infection and inflammatory reaction due to indwelling ureteral stent, initial encounter",4,N,,,['Pathologic Function'],T83592A,T83.592A,37202033
C4270356,ENG,P,L13486799,PF,S16473606,Y,A27152940,,,T83.61XD,ICD10CM,PT,T83.61XD,"Infection and inflammatory reaction due to implanted penile prosthesis, subsequent encounter",4,N,,,['Pathologic Function'],T8361XD,T83.61XD,37202046
C4270358,ENG,P,L13483873,VC,S16473611,Y,A27153298,,,T83.62,ICD10CM,HT,T83.62,Infection and inflammatory reaction due to implanted testicular prosthesis,4,N,,,['Pathologic Function'],T8362,T83.62,37202048
C4270361,ENG,P,L13486235,PF,S16473609,Y,A27151783,,,T83.62XS,ICD10CM,PT,T83.62XS,"Infection and inflammatory reaction due to implanted testicular prosthesis, sequela",4,N,,,['Pathologic Function'],T8362XS,T83.62XS,37202051
C4270370,ENG,P,L13483225,PF,S16472806,Y,A27155579,,,T83.711S,ICD10CM,PT,T83.711S,"Erosion of implanted vaginal mesh to surrounding organ or tissue, sequela",4,N,,,['Pathologic Function'],T83711S,T83.711S,45537047
C4270382,ENG,P,L13486136,VC,S16472793,Y,A27153688,,,T83.714,ICD10CM,HT,T83.714,Erosion of implanted ureteral bulking agent to surrounding organ or tissue,4,N,,,['Pathologic Function'],T83714,T83.714,37202064
C4270383,ENG,P,L13484995,PF,S16472790,Y,A27151785,,,T83.714A,ICD10CM,PT,T83.714A,"Erosion of implanted ureteral bulking agent to surrounding organ or tissue, initial encounter",4,N,,,['Pathologic Function'],T83714A,T83.714A,37202065
C4270409,ENG,P,L13485570,PF,S16472851,Y,A27153692,,,T83.723S,ICD10CM,PT,T83.723S,"Exposure of implanted urethral bulking agent into urethra, sequela",4,N,,,['Pathologic Function'],T83723S,T83.723S,37202079
C4270428,ENG,P,L13484982,PF,S16472720,N,A27150278,,,T83.81XD,ICD10CM,PT,T83.81XD,"Embolism due to genitourinary prosthetic devices, implants and grafts, subsequent encounter",4,N,,,['Pathologic Function'],T8381XD,T83.81XD,45570734
C4270439,ENG,P,L13485250,PF,S16474883,Y,A27150280,,,T83.84XA,ICD10CM,PT,T83.84XA,"Pain due to genitourinary prosthetic devices, implants and grafts, initial encounter",4,N,,,['Pathologic Function'],T8384XA,T83.84XA,45565857
C4270452,ENG,P,L13487197,PF,S16471904,Y,A27155174,,,T85.110D,ICD10CM,PT,T85.110D,"Breakdown (mechanical) of implanted electronic neurostimulator of brain electrode (lead), subsequent encounter",4,N,,,['Pathologic Function'],T85110D,T85.110D,45590111
C4270472,ENG,P,L13486110,PF,S16472496,Y,A27150654,,,T85.120,ICD10CM,HT,T85.120,Displacement of implanted electronic neurostimulator of brain electrode (lead),4,N,,,['Pathologic Function'],T85120,T85.120,19671
C4270492,ENG,P,L13485531,PF,S16472507,Y,A27150656,,,T85.123D,ICD10CM,PT,T85.123D,"Displacement of implanted electronic neurostimulator, generator, subsequent encounter",4,N,,,['Pathologic Function'],T85123D,T85.123D,37202098
C4270513,ENG,P,L13486913,PF,S16474569,Y,A27154071,,,T85.193A,ICD10CM,PT,T85.193A,"Other mechanical complication of implanted electronic neurostimulator, generator, initial encounter",4,N,,,['Pathologic Function'],T85193A,T85.193A,37202101
C4270521,ENG,P,L13486050,PF,S16471894,Y,A27154444,,,T85.610A,ICD10CM,PT,T85.610A,"Breakdown (mechanical) of cranial or spinal infusion catheter, initial encounter",4,N,,,['Pathologic Function'],T85610A,T85.610A,45556296
C4270522,ENG,P,L13485470,PF,S16471896,Y,A27150657,,,T85.610D,ICD10CM,PT,T85.610D,"Breakdown (mechanical) of cranial or spinal infusion catheter, subsequent encounter",4,N,,,['Pathologic Function'],T85610D,T85.610D,45575616
C4270534,ENG,P,L13486663,PF,S16472479,N,A27151412,,,T85.620A,ICD10CM,PT,T85.620A,"Displacement of cranial or spinal infusion catheter, initial encounter",4,N,,,['Pathologic Function'],T85620A,T85.620A,45580465
C4270535,ENG,P,L13487266,PF,S16472482,N,A27150659,,,T85.620D,ICD10CM,PT,T85.620D,"Displacement of cranial or spinal infusion catheter, subsequent encounter",4,N,,,['Pathologic Function'],T85620D,T85.620D,45590123
C4270536,ENG,P,L13486664,PF,S16472481,Y,A27151056,,,T85.620S,ICD10CM,PT,T85.620S,"Displacement of cranial or spinal infusion catheter, sequela",4,N,,,['Pathologic Function'],T85620S,T85.620S,45537085
C4270537,ENG,P,L13484371,PF,S16472560,Y,A27150283,,,T85.625,ICD10CM,HT,T85.625,"Displacement of other nervous system device, implant or graft",4,N,,,['Pathologic Function'],T85625,T85.625,37202108
C4270547,ENG,P,L13484533,PF,S16473709,N,A27152579,,,T85.630A,ICD10CM,PT,T85.630A,"Leakage of cranial or spinal infusion catheter, initial encounter",4,N,,,['Pathologic Function'],T85630A,T85.630A,45594963
C4270553,ENG,P,L13486815,PF,S16473733,N,A27149901,,,T85.635D,ICD10CM,PT,T85.635D,"Leakage of other nervous system device, implant or graft, subsequent encounter",4,N,,,['Pathologic Function'],T85635D,T85.635D,37202114
C4270581,ENG,P,L13485654,PF,S16473592,Y,A27153697,,,T85.732A,ICD10CM,PT,T85.732A,"Infection and inflammatory reaction due to implanted electronic neurostimulator of peripheral nerve, electrode (lead), initial encounter",4,N,,,['Pathologic Function'],T85732A,T85.732A,37202130
C4270583,ENG,P,L13487417,PF,S16473593,Y,A27150662,,,T85.732S,ICD10CM,PT,T85.732S,"Infection and inflammatory reaction due to implanted electronic neurostimulator of peripheral nerve, electrode (lead), sequela",4,N,,,['Pathologic Function'],T85732S,T85.732S,37202132
C4270585,ENG,P,L13483320,PF,S16473596,Y,A27153698,,,T85.733A,ICD10CM,PT,T85.733A,"Infection and inflammatory reaction due to implanted electronic neurostimulator of spinal cord, electrode (lead), initial encounter",4,N,,,['Pathologic Function'],T85733A,T85.733A,37202134
C4270604,ENG,P,L13485661,PF,S16473638,Y,A27152584,,,T85.738D,ICD10CM,PT,T85.738D,"Infection and inflammatory reaction due to other nervous system device, implant or graft, subsequent encounter",4,N,,,['Pathologic Function'],T85738D,T85.738D,37202147
C4270613,ENG,P,L13484988,PF,S16472733,N,A27154448,,,T85.818S,ICD10CM,PT,T85.818S,"Embolism due to other internal prosthetic devices, implants and grafts, sequela",4,N,,,['Pathologic Function'],T85818S,T85.818S,37202156
C4270615,ENG,P,L13483793,PF,S16472943,N,A27151417,,,T85.820A,ICD10CM,PT,T85.820A,"Fibrosis due to nervous system prosthetic devices, implants and grafts, initial encounter",4,N,,,['Pathologic Function'],T85820A,T85.820A,37202158
C4270618,ENG,P,L13487327,PF,S16472953,Y,A27155187,,,T85.828,ICD10CM,HT,T85.828,"Fibrosis due to other internal prosthetic devices, implants and grafts",4,N,,,['Pathologic Function'],T85828,T85.828,37202161
C4270628,ENG,P,L13483298,PF,S16473442,N,A27154449,,,T85.838D,ICD10CM,PT,T85.838D,"Hemorrhage due to other internal prosthetic devices, implants and grafts, subsequent encounter",4,N,,,['Pathologic Function'],T85838D,T85.838D,37202171
C4270629,ENG,P,L13484499,PF,S16473441,N,A27154450,,,T85.838S,ICD10CM,PT,T85.838S,"Hemorrhage due to other internal prosthetic devices, implants and grafts, sequela",4,N,,,['Pathologic Function'],T85838S,T85.838S,37202172
C4270630,ENG,P,L13484043,PF,S16474893,Y,A27149903,,,T85.840,ICD10CM,HT,T85.840,"Pain due to nervous system prosthetic devices, implants and grafts",4,N,,,['Pathologic Function'],T85840,T85.840,37202173
C4270631,ENG,P,L13484672,PF,S16474890,N,A27155594,,,T85.840A,ICD10CM,PT,T85.840A,"Pain due to nervous system prosthetic devices, implants and grafts, initial encounter",4,N,,,['Pathologic Function'],T85840A,T85.840A,37202174
C4270632,ENG,P,L13485252,PF,S16474892,N,A27152587,,,T85.840D,ICD10CM,PT,T85.840D,"Pain due to nervous system prosthetic devices, implants and grafts, subsequent encounter",4,N,,,['Pathologic Function'],T85840D,T85.840D,37202175
C4270639,ENG,P,L13487078,PF,S16476032,N,A27154844,,,T85.850A,ICD10CM,PT,T85.850A,"Stenosis due to nervous system prosthetic devices, implants and grafts, initial encounter",4,N,,,['Pathologic Function'],T85850A,T85.850A,37202182
C4270640,ENG,P,L13487079,PF,S16476034,N,A27153701,,,T85.850D,ICD10CM,PT,T85.850D,"Stenosis due to nervous system prosthetic devices, implants and grafts, subsequent encounter",4,N,,,['Pathologic Function'],T85850D,T85.850D,37202183
C4270647,ENG,P,L13484194,PF,S16476122,N,A27150287,,,T85.860A,ICD10CM,PT,T85.860A,"Thrombosis due to nervous system prosthetic devices, implants and grafts, initial encounter",4,N,,,['Pathologic Function'],T85860A,T85.860A,37202190
C4270648,ENG,P,L13486506,PF,S16476124,N,A27153328,,,T85.860D,ICD10CM,PT,T85.860D,"Thrombosis due to nervous system prosthetic devices, implants and grafts, subsequent encounter",4,N,,,['Pathologic Function'],T85860D,T85.860D,37202191
C4270681,ENG,P,L13485484,PF,S16472085,Y,A27153704,,,V47.6XXA,ICD10CM,PT,V47.6XXA,"Car passenger injured in collision with fixed or stationary object in traffic accident, initial encounter",4,N,,,['Injury or Poisoning'],V476XXA,V47.6XXA,37202221
C4270684,ENG,P,L13486549,PF,S16476531,Y,A27151803,,,V47.9XXA,ICD10CM,PT,V47.9XXA,"Unspecified car occupant injured in collision with fixed or stationary object in traffic accident, initial encounter",4,N,,,['Injury or Poisoning'],V479XXA,V47.9XXA,37202224
C4270685,ENG,P,L13486550,PF,S16476533,Y,A27149906,,,V47.9XXD,ICD10CM,PT,V47.9XXD,"Unspecified car occupant injured in collision with fixed or stationary object in traffic accident, subsequent encounter",4,N,,,['Injury or Poisoning'],V479XXD,V47.9XXD,37202225
C4270728,ENG,P,L13485803,PF,S16474863,Y,A27151428,,,X50.3XXS,ICD10CM,PT,X50.3XXS,"Overexertion from repetitive movements, sequela",4,N,,,['Finding'],X503XXS,X50.3XXS,37202251
C4270734,ENG,P,L13483972,PF,S16474407,Y,A27149912,,,X50.9XXS,ICD10CM,PT,X50.9XXS,"Other and unspecified overexertion or strenuous movements or postures, sequela",4,N,,,['Finding'],X509XXS,X50.9XXS,37202255
C4270744,ENG,P,L13486877,PF,S16474285,Y,A27149914,,,Z05.3,ICD10CM,PT,Z05.3,Observation and evaluation of newborn for suspected respiratory condition ruled out,4,N,,,['Finding'],Z053,Z05.3,37202261
C4270751,ENG,P,L13483957,PF,S16474287,Y,A27153707,,,Z05.7,ICD10CM,HT,Z05.7,"Observation and evaluation of newborn for suspected skin, subcutaneous, musculoskeletal and connective tissue condition ruled out",4,N,,,['Finding'],Z057,Z05.7,37202268
C4270767,ENG,P,L13484992,PF,S16472760,Y,A27150295,,,Z29.12,ICD10CM,PT,Z29.12,Encounter for prophylactic antivenin,4,N,256.0,,['Finding'],Z2912,Z29.12,37202280
C4270805,ENG,P,L13484557,PF,S16473865,Y,A27150449,,,C7A.094,ICD10CM,PT,C7A.094,"Malignant carcinoid tumor of the foregut, unspecified",4,N,,,['Neoplastic Process'],C7A094,C7A.094,45571542
C4289994,ENG,P,L13666499,VC,S19153201,N,A30941406,,,D81.32,ICD10CM,PT,D81.32,Adenosine deaminase 2 deficiency,4,N,256.0,,['Disease or Syndrome'],D8132,D81.32,1553747
C4302298,ENG,S,L0879591,PF,S0988844,Y,A17841739,,,R80.1,ICD10CM,PT,R80.1,"Persistent proteinuria, unspecified",4,N,256.0,,['Finding'],R801,R80.1,45592435
C4303532,ENG,P,L0699583,VO,S0844114,Y,A17828565,,,O89,ICD10CM,HT,O89,Complications of anesthesia during the puerperium,4,N,,,['Pathologic Function'],O89,O89,1571885
C4303532,ENG,S,L0699585,PF,S0844094,N,A17802902,,,O89.9,ICD10CM,PT,O89.9,"Complication of anesthesia during the puerperium, unspecified",4,N,,,['Pathologic Function'],O899,O89.9,35210382
C4305257,ENG,P,L13762068,VCW,S20033278,Y,A32092775,,,D59.13,ICD10CM,PT,D59.13,Mixed type autoimmune hemolytic anemia,4,N,256.0,,['Disease or Syndrome'],D5913,D59.13,725241
C4480966,ENG,P,L14088580,PF,S17136922,N,A28399775,,,C96.29,ICD10CM,PT,C96.29,Other malignant mast cell neoplasm,4,N,256.0,,['Neoplastic Process'],C9629,C96.29,1326487
C4480967,ENG,P,L14090008,VO,S17239717,Y,A28399575,,,D47.09,ICD10CM,PT,D47.09,Other mast cell neoplasms of uncertain behavior,4,N,256.0,,['Neoplastic Process'],D4709,D47.09,1326490
C4509131,ENG,P,L14172212,VO,S17238967,Y,A28399216,,,H44.2C2,ICD10CM,PT,H44.2C2,"Degenerative myopia with retinal detachment, left eye",4,N,,,['Disease or Syndrome'],H442C2,H44.2C2,1326522
C4509133,ENG,P,L14172072,PF,S17238969,Y,A28398421,,,H44.2C9,ICD10CM,PT,H44.2C9,"Degenerative myopia with retinal detachment, unspecified eye",4,N,,,['Disease or Syndrome'],H442C9,H44.2C9,1326524
C4509144,ENG,P,L14172488,PF,S17238878,N,A28399218,,,H54.0X3,ICD10CM,HT,H54.0X3,"Blindness right eye, category 3",4,N,256.0,,['Disease or Syndrome'],H540X3,H54.0X3,1326536
C4509172,ENG,P,L14172870,PF,S17239319,N,A28398426,,,H54.1225,ICD10CM,PT,H54.1225,"Low vision right eye category 2, blindness left eye category 5",4,N,256.0,,['Disease or Syndrome'],H541225,H54.1225,1326564
C4509176,ENG,P,L14172532,PF,S17239315,N,A28398427,,,H54.2X12,ICD10CM,PT,H54.2X12,"Low vision right eye category 1, low vision left eye category 2",4,N,256.0,,['Disease or Syndrome'],H542X12,H54.2X12,1326568
C4509180,ENG,P,L14172488,PF,S17238883,Y,A28398835,,,H54.413,ICD10CM,HT,H54.413,"Blindness, right eye, category 3",4,N,,,['Disease or Syndrome'],H54413,H54.413,1326572
C4509183,ENG,P,L14172200,PF,S17238885,Y,A28399805,,,H54.415,ICD10CM,HT,H54.415,"Blindness, right eye, category 5",4,N,,,['Disease or Syndrome'],H54415,H54.415,1326576
C4509184,ENG,P,L14172195,VC,S17238877,Y,A28398838,,,H54.415A,ICD10CM,PT,H54.415A,"Blindness right eye category 5, normal vision left eye",4,N,256.0,,['Disease or Syndrome'],H54415A,H54.415A,1326577
C4509191,ENG,P,L14172780,VC,S17239323,Y,A28399224,,,H54.512A,ICD10CM,PT,H54.512A,"Low vision right eye category 2, normal vision left eye",4,N,256.0,,['Finding'],H54512A,H54.512A,1326584
C4509191,ENG,S,L14171978,VC,S17239328,Y,A35633025,,,H54.512,ICD10CM,HT,H54.512,"Low vision, right eye, category 2",4,N,,,['Finding'],H54512,H54.512,785987
C4509212,ENG,P,L14172849,VC,S17239831,Y,A28399412,,,I27.23,ICD10CM,PT,I27.23,Pulmonary hypertension due to lung diseases and hypoxia,4,N,,,['Disease or Syndrome'],I2723,I27.23,1326595
C4509252,ENG,P,L14172521,VCW,S17239205,Y,A28398446,,,K06.022,ICD10CM,PT,K06.022,"Generalized gingival recession, moderate",4,N,,,['Disease or Syndrome'],K06022,K06.022,1326618
C4509257,ENG,P,L14172404,PF,S17239275,Y,A28399239,,,K56.51,ICD10CM,PT,K56.51,"Intestinal adhesions [bands], with partial obstruction",4,N,,,['Disease or Syndrome'],K5651,K56.51,1326621
C4509272,ENG,S,L14172711,VCW,S17239819,Y,A28398654,,,K91.32,ICD10CM,PT,K91.32,Postprocedural complete intestinal obstruction,4,N,256.0,,['Pathologic Function'],K9132,K91.32,1326631
C4509309,ENG,P,L14172254,VCW,S17239433,Y,A28399059,,,L97.426,ICD10CM,PT,L97.426,Non-pressure chronic ulcer of left heel and midfoot with bone involvement without evidence of necrosis,4,N,,,['Disease or Syndrome'],L97426,L97.426,1326666
C4509319,ENG,P,L14172119,PF,S17239442,Y,A28399432,,,L97.528,ICD10CM,PT,L97.528,Non-pressure chronic ulcer of other part of left foot with other specified severity,4,N,,,['Disease or Syndrome'],L97528,L97.528,1326676
C4509324,ENG,P,L14172546,PF,S17239449,Y,A28399827,,,L97.816,ICD10CM,PT,L97.816,Non-pressure chronic ulcer of other part of right lower leg with bone involvement without evidence of necrosis,4,N,,,['Disease or Syndrome'],L97816,L97.816,1326681
C4509327,ENG,P,L14172928,PF,S17239443,Y,A28398860,,,L97.826,ICD10CM,PT,L97.826,Non-pressure chronic ulcer of other part of left lower leg with bone involvement without evidence of necrosis,4,N,,,['Disease or Syndrome'],L97826,L97.826,1326684
C4509331,ENG,P,L14172431,PF,S17239494,Y,A28398662,,,L97.908,ICD10CM,PT,L97.908,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with other specified severity,4,N,,,['Disease or Syndrome'],L97908,L97.908,1326688
C4509337,ENG,P,L14172126,PF,S17239488,Y,A28399829,,,L97.928,ICD10CM,PT,L97.928,Non-pressure chronic ulcer of unspecified part of left lower leg with other specified severity,4,N,,,['Disease or Syndrome'],L97928,L97.928,1326694
C4509350,ENG,P,L14172778,PF,S17239285,N,A28398665,,,M33.03,ICD10CM,PT,M33.03,Juvenile dermatomyositis without myopathy,4,N,256.0,,['Disease or Syndrome'],M3303,M33.03,1326704
C4509366,ENG,P,L14172726,PF,S17239967,Y,A28398667,,,N63.20,ICD10CM,PT,N63.20,"Unspecified lump in the left breast, unspecified quadrant",4,N,,,['Finding'],N6320,N63.20,1326717
C4509380,ENG,P,L14172329,PF,S17240001,Y,A28399836,,,O00.109,ICD10CM,PT,O00.109,Unspecified tubal pregnancy without intrauterine pregnancy,4,N,256.0,,['Pathologic Function'],O00109,O00.109,1326730
C4509388,ENG,P,L14172669,PF,S17239394,Y,A28399839,,,O36.83,ICD10CM,HT,O36.83,Maternal care for abnormalities of the fetal heart rate or rhythm,4,N,,,['Pathologic Function'],O3683,O36.83,1326740
C4509397,ENG,P,L14171983,PF,S17239377,Y,A28399076,,,O36.832,ICD10CM,HT,O36.832,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester",4,N,,,['Pathologic Function'],O36832,O36.832,1326749
C4509403,ENG,P,L14172919,PF,S17239374,Y,A28398674,,,O36.8325,ICD10CM,PT,O36.8325,"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, fetus 5",4,N,,,['Pathologic Function'],O368325,O36.8325,1326755
C4509416,ENG,P,L14172538,PF,S17239387,Y,A28399452,,,O36.8392,ICD10CM,PT,O36.8392,"Maternal care for abnormalities of the fetal heart rate or rhythm, unspecified trimester, fetus 2",4,N,,,['Pathologic Function'],O368392,O36.8392,1326768
