CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF,dummy,STYs,ICD10CMCode,concept_code,concept_id
C4269415,ENG,P,L13486573,PF,S16476724,N,A27155515,,,S02.40FG,ICD10CM,PT,S02.40FG,"Zygomatic fracture, left side, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S0240FG,S02.40FG,37201261
C4269422,ENG,P,L13483835,PF,S16473305,Y,A27150221,,,S02.600G,ICD10CM,PT,S02.600G,"Fracture of unspecified part of body of mandible, unspecified side, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S02600G,S02.600G,45534527
C4269423,ENG,P,L13486766,PF,S16473306,Y,A27150588,,,S02.600K,ICD10CM,PT,S02.600K,"Fracture of unspecified part of body of mandible, unspecified side, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S02600K,S02.600K,45606877
C4269437,ENG,P,L13486765,PF,S16473299,Y,A27151709,,,S02.602K,ICD10CM,PT,S02.602K,"Fracture of unspecified part of body of left mandible, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S02602K,S02.602K,37201276
C4269445,ENG,P,L13486736,PF,S16473106,Y,A27150997,,,S02.610S,ICD10CM,PT,S02.610S,"Fracture of condylar process of mandible, unspecified side, sequela",4,N,,,['Injury or Poisoning'],S02610S,S02.610S,37201284
C4269452,ENG,P,L13486742,PF,S16473118,Y,A27153227,,,S02.611S,ICD10CM,PT,S02.611S,"Fracture of condylar process of right mandible, sequela",4,N,,,['Injury or Poisoning'],S02611S,S02.611S,37201291
C4269461,ENG,P,L13485054,PF,S16473271,Y,A27153228,,,S02.620A,ICD10CM,PT,S02.620A,"Fracture of subcondylar process of mandible, unspecified side, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S02620A,S02.620A,37201300
C4269463,ENG,P,L13484474,PF,S16473276,Y,A27150999,,,S02.620D,ICD10CM,PT,S02.620D,"Fracture of subcondylar process of mandible, unspecified side, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S02620D,S02.620D,37201302
C4269464,ENG,P,L13485615,PF,S16473274,Y,A27152095,,,S02.620G,ICD10CM,PT,S02.620G,"Fracture of subcondylar process of mandible, unspecified side, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S02620G,S02.620G,37201303
C4269467,ENG,P,L13484476,PF,S16473289,Y,A27154362,,,S02.621,ICD10CM,HT,S02.621,Fracture of subcondylar process of right mandible,4,N,256.0,,['Injury or Poisoning'],S02621,S02.621,37201306
C4269470,ENG,P,L13486200,PF,S16473288,Y,A27155118,,,S02.621D,ICD10CM,PT,S02.621D,"Fracture of subcondylar process of right mandible, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S02621D,S02.621D,37201309
C4269484,ENG,P,L13486746,PF,S16473140,Y,A27154363,,,S02.630D,ICD10CM,PT,S02.630D,"Fracture of coronoid process of mandible, unspecified side, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S02630D,S02.630D,37201323
C4269486,ENG,P,L13486745,PF,S16473139,Y,A27151713,,,S02.630K,ICD10CM,PT,S02.630K,"Fracture of coronoid process of mandible, unspecified side, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S02630K,S02.630K,37201325
C4269489,ENG,P,L13487350,PF,S16473146,Y,A27153229,,,S02.631A,ICD10CM,PT,S02.631A,"Fracture of coronoid process of right mandible, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S02631A,S02.631A,37201328
C4269511,ENG,P,L13485613,PF,S16473252,Y,A27152881,,,S02.641B,ICD10CM,PT,S02.641B,"Fracture of ramus of right mandible, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S02641B,S02.641B,37201350
C4269514,ENG,P,L13483827,PF,S16473256,Y,A27151003,,,S02.641K,ICD10CM,PT,S02.641K,"Fracture of ramus of right mandible, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S02641K,S02.641K,37201353
C4269516,ENG,P,L13485609,PF,S16473234,Y,A27151717,,,S02.642,ICD10CM,HT,S02.642,Fracture of ramus of left mandible,4,N,256.0,,['Injury or Poisoning'],S02642,S02.642,37201355
C4269530,ENG,P,L13483255,PF,S16473055,Y,A27151718,,,S02.651,ICD10CM,HT,S02.651,Fracture of angle of right mandible,4,N,256.0,,['Injury or Poisoning'],S02651,S02.651,37201369
C4269531,ENG,P,L13484443,PF,S16473048,Y,A27151719,,,S02.651A,ICD10CM,PT,S02.651A,"Fracture of angle of right mandible, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S02651A,S02.651A,37201370
C4269539,ENG,P,L13485029,PF,S16473025,Y,A27155519,,,S02.652B,ICD10CM,PT,S02.652B,"Fracture of angle of left mandible, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S02652B,S02.652B,37201378
C4269548,ENG,P,L13484438,PF,S16473004,Y,A27155123,,,S02.670G,ICD10CM,PT,S02.670G,"Fracture of alveolus of mandible, unspecified side, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S02670G,S02.670G,37201387
C4269556,ENG,P,L13485027,PF,S16473017,Y,A27153625,,,S02.671K,ICD10CM,PT,S02.671K,"Fracture of alveolus of right mandible, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S02671K,S02.671K,37201395
C4269557,ENG,P,L13486726,PF,S16473015,Y,A27151721,,,S02.671S,ICD10CM,PT,S02.671S,"Fracture of alveolus of right mandible, sequela",4,N,,,['Injury or Poisoning'],S02671S,S02.671S,37201396
C4269569,ENG,P,L13487364,PF,S16473219,Y,A27150598,,,S02.80XG,ICD10CM,PT,S02.80XG,"Fracture of other specified skull and facial bones, unspecified side, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S0280XG,S02.80XG,37201408
C4269570,ENG,P,L13486191,PF,S16473220,Y,A27154778,,,S02.80XK,ICD10CM,PT,S02.80XK,"Fracture of other specified skull and facial bones, unspecified side, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S0280XK,S02.80XK,37201409
C4269589,ENG,P,L13486108,PF,S16472475,N,A27153628,,,S03.00XS,ICD10CM,PT,S03.00XS,"Dislocation of jaw, unspecified side, sequela",4,N,,,['Injury or Poisoning'],S0300XS,S03.00XS,37201428
C4269618,ENG,P,L13486248,PF,S16473698,Y,A27151358,,,S54.8X1,ICD10CM,HT,S54.8X1,"Injury of other nerves at forearm level, right arm",4,N,,,['Injury or Poisoning'],S548X1,S54.8X1,13094
C4269621,ENG,P,L13483882,PF,S16473695,Y,A27150605,,,S54.8X1S,ICD10CM,PT,S54.8X1S,"Injury of other nerves at forearm level, right arm, sequela",4,N,,,['Injury or Poisoning'],S548X1S,S54.8X1S,45559323
C4269624,ENG,P,L13486811,PF,S16473690,Y,A27152511,,,S54.8X2D,ICD10CM,PT,S54.8X2D,"Injury of other nerves at forearm level, left arm, subsequent encounter",4,N,,,['Injury or Poisoning'],S548X2D,S54.8X2D,45593258
C4269625,ENG,P,L13486810,PF,S16473689,Y,A27152892,,,S54.8X2S,ICD10CM,PT,S54.8X2S,"Injury of other nerves at forearm level, left arm, sequela",4,N,,,['Injury or Poisoning'],S548X2S,S54.8X2S,45607686
C4269631,ENG,P,L13485194,PF,S16474446,Y,A27150242,,,S92.81,ICD10CM,HT,S92.81,Other fracture of foot,4,N,256.0,,['Injury or Poisoning'],S9281,S92.81,37201458
C4269635,ENG,P,L13486904,PF,S16474503,N,A27151008,,,S92.811B,ICD10CM,PT,S92.811B,"Other fracture of right foot, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S92811B,S92.811B,37201461
C4269636,ENG,P,L13487520,PF,S16474509,N,A27151735,,,S92.811D,ICD10CM,PT,S92.811D,"Other fracture of right foot, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S92811D,S92.811D,37201462
C4269640,ENG,P,L13485769,PF,S16474505,N,A27151363,,,S92.811S,ICD10CM,PT,S92.811S,"Other fracture of right foot, sequela",4,N,,,['Injury or Poisoning'],S92811S,S92.811S,37201466
C4269643,ENG,P,L13487511,PF,S16474453,N,A27154790,,,S92.812B,ICD10CM,PT,S92.812B,"Other fracture of left foot, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S92812B,S92.812B,37201469
C4269647,ENG,P,L13486326,PF,S16474457,N,A27151364,,,S92.812P,ICD10CM,PT,S92.812P,"Other fracture of left foot, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S92812P,S92.812P,37201473
C4269655,ENG,P,L13487521,PF,S16474521,N,A27155533,,,S92.819P,ICD10CM,PT,S92.819P,"Other fracture of unspecified foot, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S92819P,S92.819P,37201481
C4269658,ENG,P,L13484247,PF,S16476556,Y,A27149834,,,S99.00,ICD10CM,HT,S99.00,Unspecified physeal fracture of calcaneus,4,N,256.0,,['Injury or Poisoning'],S9900,S99.00,37201484
C4269674,ENG,P,L13486552,PF,S16476565,N,A27150606,,,S99.002S,ICD10CM,PT,S99.002S,"Unspecified physeal fracture of left calcaneus, sequela",4,N,,,['Injury or Poisoning'],S99002S,S99.002S,37201500
C4269692,ENG,P,L13486422,PF,S16475353,Y,A27152123,,,S99.012,ICD10CM,HT,S99.012,Salter-Harris Type I physeal fracture of left calcaneus,4,N,256.0,,['Injury or Poisoning'],S99012,S99.012,37201518
C4269699,ENG,P,L13486421,PF,S16475348,Y,A27152896,,,S99.012S,ICD10CM,PT,S99.012S,"Salter-Harris Type I physeal fracture of left calcaneus, sequela",4,N,,,['Injury or Poisoning'],S99012S,S99.012S,37201525
C4269715,ENG,P,L13487015,PF,S16475485,Y,A27151367,,,S99.021P,ICD10CM,PT,S99.021P,"Salter-Harris Type II physeal fracture of right calcaneus, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S99021P,S99.021P,37201541
C4269718,ENG,P,L13483506,PF,S16475433,Y,A27153256,,,S99.022A,ICD10CM,PT,S99.022A,"Salter-Harris Type II physeal fracture of left calcaneus, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S99022A,S99.022A,37201544
C4269719,ENG,P,L13484115,PF,S16475434,Y,A27152898,,,S99.022B,ICD10CM,PT,S99.022B,"Salter-Harris Type II physeal fracture of left calcaneus, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S99022B,S99.022B,37201545
C4269726,ENG,P,L13483513,PF,S16475497,Y,A27152519,,,S99.029A,ICD10CM,PT,S99.029A,"Salter-Harris Type II physeal fracture of unspecified calcaneus, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S99029A,S99.029A,37201552
C4269727,ENG,P,L13486444,PF,S16475498,Y,A27149838,,,S99.029B,ICD10CM,PT,S99.029B,"Salter-Harris Type II physeal fracture of unspecified calcaneus, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S99029B,S99.029B,37201553
C4269752,ENG,P,L13487030,PF,S16475607,Y,A27154391,,,S99.039B,ICD10CM,PT,S99.039B,"Salter-Harris Type III physeal fracture of unspecified calcaneus, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S99039B,S99.039B,37201578
C4269766,ENG,P,L13483536,PF,S16475700,Y,A27154393,,,S99.041S,ICD10CM,PT,S99.041S,"Salter-Harris Type IV physeal fracture of right calcaneus, sequela",4,N,,,['Injury or Poisoning'],S99041S,S99.041S,37201592
C4269767,ENG,P,L13484743,PF,S16475657,Y,A27152904,,,S99.042,ICD10CM,HT,S99.042,Salter-Harris Type IV physeal fracture of left calcaneus,4,N,256.0,,['Injury or Poisoning'],S99042,S99.042,37201593
C4269769,ENG,P,L13487035,PF,S16475651,Y,A27149842,,,S99.042B,ICD10CM,PT,S99.042B,"Salter-Harris Type IV physeal fracture of left calcaneus, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S99042B,S99.042B,37201595
C4269775,ENG,P,L13487043,PF,S16475721,Y,A27151743,,,S99.049,ICD10CM,HT,S99.049,Salter-Harris Type IV physeal fracture of unspecified calcaneus,4,N,256.0,,['Injury or Poisoning'],S99049,S99.049,37201601
C4269782,ENG,P,L13487663,PF,S16475716,Y,A27152128,,,S99.049S,ICD10CM,PT,S99.049S,"Salter-Harris Type IV physeal fracture of unspecified calcaneus, sequela",4,N,,,['Injury or Poisoning'],S99049S,S99.049S,37201608
C4269784,ENG,P,L13484649,PF,S16474716,Y,A27151017,,,S99.091,ICD10CM,HT,S99.091,Other physeal fracture of right calcaneus,4,N,256.0,,['Injury or Poisoning'],S99091,S99.091,37201610
C4269799,ENG,P,L13487537,PF,S16474639,N,A27151372,,,S99.092S,ICD10CM,PT,S99.092S,"Other physeal fracture of left calcaneus, sequela",4,N,,,['Injury or Poisoning'],S99092S,S99.092S,37201625
C4269800,ENG,P,L13486933,PF,S16474744,Y,A27152523,,,S99.099,ICD10CM,HT,S99.099,Other physeal fracture of unspecified calcaneus,4,N,256.0,,['Injury or Poisoning'],S99099,S99.099,37201626
C4269803,ENG,P,L13486360,PF,S16474743,N,A27152907,,,S99.099D,ICD10CM,PT,S99.099D,"Other physeal fracture of unspecified calcaneus, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S99099D,S99.099D,37201629
C4269807,ENG,P,L13484023,PF,S16474739,N,A27153261,,,S99.099S,ICD10CM,PT,S99.099S,"Other physeal fracture of unspecified calcaneus, sequela",4,N,,,['Injury or Poisoning'],S99099S,S99.099S,37201633
C4269820,ENG,P,L13487772,PF,S16476577,N,A27151020,,,S99.102B,ICD10CM,PT,S99.102B,"Unspecified physeal fracture of left metatarsal, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S99102B,S99.102B,37201646
C4269840,ENG,P,L13484110,PF,S16475407,Y,A27154799,,,S99.111K,ICD10CM,PT,S99.111K,"Salter-Harris Type I physeal fracture of right metatarsal, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S99111K,S99.111K,37201666
C4269843,ENG,P,L13484714,PF,S16475361,Y,A27155137,,,S99.112,ICD10CM,HT,S99.112,Salter-Harris Type I physeal fracture of left metatarsal,4,N,256.0,,['Injury or Poisoning'],S99112,S99.112,37201669
C4269853,ENG,P,L13484722,PF,S16475419,Y,A27151376,,,S99.119B,ICD10CM,PT,S99.119B,"Salter-Harris Type I physeal fracture of unspecified metatarsal, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S99119B,S99.119B,37201679
C4269864,ENG,P,L13486442,PF,S16475492,Y,A27152137,,,S99.121G,ICD10CM,PT,S99.121G,"Salter-Harris Type II physeal fracture of right metatarsal, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S99121G,S99.121G,37201690
C4269871,ENG,P,L13485871,PF,S16475447,Y,A27151377,,,S99.122D,ICD10CM,PT,S99.122D,"Salter-Harris Type II physeal fracture of left metatarsal, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S99122D,S99.122D,37201697
C4269872,ENG,P,L13486436,PF,S16475444,Y,A27154401,,,S99.122G,ICD10CM,PT,S99.122G,"Salter-Harris Type II physeal fracture of left metatarsal, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S99122G,S99.122G,37201698
C4269880,ENG,P,L13484730,PF,S16475508,Y,A27154026,,,S99.129G,ICD10CM,PT,S99.129G,"Salter-Harris Type II physeal fracture of unspecified metatarsal, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S99129G,S99.129G,37201706
C4269888,ENG,P,L13487029,PF,S16475604,Y,A27153646,,,S99.131D,ICD10CM,PT,S99.131D,"Salter-Harris Type III physeal fracture of right metatarsal, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S99131D,S99.131D,37201714
C4269889,ENG,P,L13485318,PF,S16475601,Y,A27155545,,,S99.131G,ICD10CM,PT,S99.131G,"Salter-Harris Type III physeal fracture of right metatarsal, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S99131G,S99.131G,37201715
C4269891,ENG,P,L13483525,PF,S16475602,Y,A27154402,,,S99.131P,ICD10CM,PT,S99.131P,"Salter-Harris Type III physeal fracture of right metatarsal, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S99131P,S99.131P,37201717
C4269898,ENG,P,L13485316,PF,S16475533,Y,A27150256,,,S99.132K,ICD10CM,PT,S99.132K,"Salter-Harris Type III physeal fracture of left metatarsal, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S99132K,S99.132K,37201724
C4269904,ENG,P,L13484742,PF,S16475620,Y,A27151027,,,S99.139D,ICD10CM,PT,S99.139D,"Salter-Harris Type III physeal fracture of unspecified metatarsal, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S99139D,S99.139D,37201730
C4269910,ENG,P,L13484143,PF,S16475713,Y,A27149848,,,S99.141,ICD10CM,HT,S99.141,Salter-Harris Type IV physeal fracture of right metatarsal,4,N,256.0,,['Injury or Poisoning'],S99141,S99.141,37201736
C4269913,ENG,P,L13484751,PF,S16475712,Y,A27152142,,,S99.141D,ICD10CM,PT,S99.141D,"Salter-Harris Type IV physeal fracture of right metatarsal, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S99141D,S99.141D,37201739
C4269919,ENG,P,L13484132,PF,S16475658,Y,A27151750,,,S99.142A,ICD10CM,PT,S99.142A,"Salter-Harris Type IV physeal fracture of left metatarsal, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S99142A,S99.142A,37201745
C4269926,ENG,P,L13487666,PF,S16475729,Y,A27152531,,,S99.149,ICD10CM,HT,S99.149,Salter-Harris Type IV physeal fracture of unspecified metatarsal,4,N,256.0,,['Injury or Poisoning'],S99149,S99.149,37201752
C4269931,ENG,P,L13487045,PF,S16475727,Y,A27151029,,,S99.149K,ICD10CM,PT,S99.149K,"Salter-Harris Type IV physeal fracture of unspecified metatarsal, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S99149K,S99.149K,37201757
C4269932,ENG,P,L13484144,PF,S16475726,Y,A27154806,,,S99.149P,ICD10CM,PT,S99.149P,"Salter-Harris Type IV physeal fracture of unspecified metatarsal, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S99149P,S99.149P,37201758
C4269937,ENG,P,L13485227,PF,S16474723,N,A27153650,,,S99.191B,ICD10CM,PT,S99.191B,"Other physeal fracture of right metatarsal, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S99191B,S99.191B,37201763
C4269938,ENG,P,L13486929,PF,S16474729,N,A27152916,,,S99.191D,ICD10CM,PT,S99.191D,"Other physeal fracture of right metatarsal, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S99191D,S99.191D,37201764
C4269940,ENG,P,L13486356,PF,S16474728,N,A27152145,,,S99.191K,ICD10CM,PT,S99.191K,"Other physeal fracture of right metatarsal, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S99191K,S99.191K,37201766
C4269942,ENG,P,L13485228,PF,S16474725,N,A27152917,,,S99.191S,ICD10CM,PT,S99.191S,"Other physeal fracture of right metatarsal, sequela",4,N,256.0,,['Injury or Poisoning'],S99191S,S99.191S,37201768
C4269945,ENG,P,L13484010,PF,S16474651,N,A27154405,,,S99.192B,ICD10CM,PT,S99.192B,"Other physeal fracture of left metatarsal, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S99192B,S99.192B,37201771
C4269946,ENG,P,L13487539,PF,S16474657,N,A27155140,,,S99.192D,ICD10CM,PT,S99.192D,"Other physeal fracture of left metatarsal, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S99192D,S99.192D,37201772
C4269951,ENG,P,L13484653,PF,S16474758,Y,A27152146,,,S99.199,ICD10CM,HT,S99.199,Other physeal fracture of unspecified metatarsal,4,N,256.0,,['Injury or Poisoning'],S99199,S99.199,37201777
C4269955,ENG,P,L13484025,PF,S16474754,Y,A27150257,,,S99.199G,ICD10CM,PT,S99.199G,"Other physeal fracture of unspecified metatarsal, subsequent encounter for fracture with delayed healing",4,N,,,['Injury or Poisoning'],S99199G,S99.199G,37201781
C4269956,ENG,P,L13487550,PF,S16474756,Y,A27151385,,,S99.199K,ICD10CM,PT,S99.199K,"Other physeal fracture of unspecified metatarsal, subsequent encounter for fracture with nonunion",4,N,,,['Injury or Poisoning'],S99199K,S99.199K,37201782
C4269967,ENG,P,L13487774,PF,S16476610,N,A27152918,,,S99.201P,ICD10CM,PT,S99.201P,"Unspecified physeal fracture of phalanx of right toe, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S99201P,S99.201P,37201793
C4269968,ENG,P,L13486560,PF,S16476608,N,A27154408,,,S99.201S,ICD10CM,PT,S99.201S,"Unspecified physeal fracture of phalanx of right toe, sequela",4,N,,,['Injury or Poisoning'],S99201S,S99.201S,37201794
C4269969,ENG,P,L13487156,PF,S16476599,Y,A27149853,,,S99.202,ICD10CM,HT,S99.202,Unspecified physeal fracture of phalanx of left toe,4,N,256.0,,['Injury or Poisoning'],S99202,S99.202,37201795
C4269971,ENG,P,L13486554,PF,S16476592,N,A27153652,,,S99.202B,ICD10CM,PT,S99.202B,"Unspecified physeal fracture of phalanx of left toe, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S99202B,S99.202B,37201797
C4269975,ENG,P,L13486555,PF,S16476596,N,A27150258,,,S99.202P,ICD10CM,PT,S99.202P,"Unspecified physeal fracture of phalanx of left toe, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S99202P,S99.202P,37201801
C4269996,ENG,P,L13483498,PF,S16475364,Y,A27152152,,,S99.212B,ICD10CM,PT,S99.212B,"Salter-Harris Type I physeal fracture of phalanx of left toe, initial encounter for open fracture",4,N,,,['Injury or Poisoning'],S99212B,S99.212B,37201822
C4270002,ENG,P,L13484105,PF,S16475387,Y,A27151756,,,S99.219,ICD10CM,HT,S99.219,Salter-Harris Type I physeal fracture of phalanx of unspecified toe,4,N,256.0,,['Injury or Poisoning'],S99219,S99.219,37201828
C4270010,ENG,P,L13485872,VC,S16475466,Y,A27154812,,,S99.22,ICD10CM,HT,S99.22,Salter-Harris Type II physeal fracture of phalanx of toe,4,N,256.0,,['Injury or Poisoning'],S9922,S99.22,37201836
C4270028,ENG,P,L13483508,PF,S16475467,Y,A27151387,,,S99.229A,ICD10CM,PT,S99.229A,"Salter-Harris Type II physeal fracture of phalanx of unspecified toe, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S99229A,S99.229A,37201854
C4270042,ENG,P,L13487025,PF,S16475571,Y,A27154414,,,S99.231P,ICD10CM,PT,S99.231P,"Salter-Harris Type III physeal fracture of phalanx of right toe, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S99231P,S99.231P,37201868
C4270050,ENG,P,L13484735,PF,S16475563,Y,A27152921,,,S99.232P,ICD10CM,PT,S99.232P,"Salter-Harris Type III physeal fracture of phalanx of left toe, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S99232P,S99.232P,37201876
C4270062,ENG,P,L13485326,PF,S16475675,Y,A27151761,,,S99.241A,ICD10CM,PT,S99.241A,"Salter-Harris Type IV physeal fracture of phalanx of right toe, initial encounter for closed fracture",4,N,,,['Injury or Poisoning'],S99241A,S99.241A,37201888
C4270077,ENG,P,L13485328,PF,S16475691,Y,A27153657,,,S99.249,ICD10CM,HT,S99.249,Salter-Harris Type IV physeal fracture of phalanx of unspecified toe,4,N,256.0,,['Injury or Poisoning'],S99249,S99.249,37201903
C4270089,ENG,P,L13486352,PF,S16474686,N,A27150626,,,S99.291D,ICD10CM,PT,S99.291D,"Other physeal fracture of phalanx of right toe, subsequent encounter for fracture with routine healing",4,N,,,['Injury or Poisoning'],S99291D,S99.291D,37201915
C4270093,ENG,P,L13484015,PF,S16474682,N,A27150627,,,S99.291S,ICD10CM,PT,S99.291S,"Other physeal fracture of phalanx of right toe, sequela",4,N,,,['Injury or Poisoning'],S99291S,S99.291S,37201919
C4270100,ENG,P,L13483413,PF,S16474670,N,A27152924,,,S99.292P,ICD10CM,PT,S99.292P,"Other physeal fracture of phalanx of left toe, subsequent encounter for fracture with malunion",4,N,,,['Injury or Poisoning'],S99292P,S99.292P,37201926
C4270121,ENG,P,L13487299,PF,S16472714,Y,A27154421,,,T82.817,ICD10CM,HT,T82.817,"Embolism due to cardiac prosthetic devices, implants and grafts",4,N,,,['Pathologic Function'],T82817,T82.817,19476
C4270122,ENG,P,L13484396,PF,S16472711,N,A27154044,,,T82.817A,ICD10CM,PT,T82.817A,"Embolism due to cardiac prosthetic devices, implants and grafts, initial encounter",4,N,,,['Pathologic Function'],T82817A,T82.817A,45590075
C4270134,ENG,P,L13485579,PF,S16472960,Y,A27152544,,,T82.828,ICD10CM,HT,T82.828,"Fibrosis due to vascular prosthetic devices, implants and grafts",4,N,,,['Pathologic Function'],T82828,T82.828,19479
C4270139,ENG,P,L13487387,PF,S16473422,Y,A27153277,,,T82.837,ICD10CM,HT,T82.837,"Hemorrhage due to cardiac prosthetic devices, implants and grafts",4,N,,,['Pathologic Function'],T82837,T82.837,19480
C4270147,ENG,P,L13483438,PF,S16474872,Y,A27155154,,,T82.84,ICD10CM,HT,T82.84,"Pain due to cardiac and vascular prosthetic devices, implants and grafts",4,N,,,['Pathologic Function'],T8284,T82.84,1575228
C4270156,ENG,P,L13487075,PF,S16476021,Y,A27153280,,,T82.85,ICD10CM,HT,T82.85,"Stenosis due to cardiac and vascular prosthetic devices, implants and grafts",4,N,,,['Pathologic Function'],T8285,T82.85,1575229
C4270171,ENG,P,L13486499,PF,S16476053,Y,A27155155,,,T82.857S,ICD10CM,PT,T82.857S,"Stenosis of other cardiac prosthetic devices, implants and grafts, sequela",4,N,,,['Pathologic Function'],T82857S,T82.857S,45537040
C4270172,ENG,P,L13484187,PF,S16476062,Y,A27154423,,,T82.858,ICD10CM,HT,T82.858,"Stenosis of other vascular prosthetic devices, implants and grafts",4,N,,,['Pathologic Function'],T82858,T82.858,19485
C4270177,ENG,P,L13485373,PF,S16476108,Y,A27155565,,,T82.867A,ICD10CM,PT,T82.867A,"Thrombosis due to cardiac prosthetic devices, implants and grafts, initial encounter",4,N,,,['Pathologic Function'],T82867A,T82.867A,45541838
C4270178,ENG,P,L13484191,PF,S16476110,N,A27152545,,,T82.867D,ICD10CM,PT,T82.867D,"Thrombosis due to cardiac prosthetic devices, implants and grafts, subsequent encounter",4,N,,,['Pathologic Function'],T82867D,T82.867D,45585260
C4270181,ENG,P,L13485377,PF,S16476136,N,A27154821,,,T82.868A,ICD10CM,PT,T82.868A,"Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter",4,N,,,['Pathologic Function'],T82868A,T82.868A,45609345
C4270212,ENG,P,L13487276,PF,S16472561,N,A27154427,,,T83.028A,ICD10CM,PT,T83.028A,"Displacement of other urinary catheter, initial encounter",4,N,,,['Pathologic Function'],T83028A,T83.028A,45609346
C4270227,ENG,P,L13485676,PF,S16473735,N,A27153286,,,T83.038A,ICD10CM,PT,T83.038A,"Leakage of other urinary catheter, initial encounter",4,N,,,['Pathologic Function'],T83038A,T83.038A,45599774
C4270230,ENG,P,L13485778,PF,S16474618,Y,A27155568,,,T83.09,ICD10CM,HT,T83.09,Other mechanical complication of urinary catheter,4,N,256.0,,['Pathologic Function'],T8309,T83.09,1575237
C4270238,ENG,P,L13485212,PF,S16474599,Y,A27152554,,,T83.092,ICD10CM,HT,T83.092,Other mechanical complication of nephrostomy catheter,4,N,256.0,,['Pathologic Function'],T83092,T83.092,37201972
