code,code_type,description,concept_id,code_class,concept_name,domain_id,concept_code,domain_id,concept_class_id,vocabulary_id,mapped_concept_id,mapped_concept_name,mapped_domain_id,mapped_concept_code,mapped_concept_class_id,mapped_vocabulary_id
I69.319,ICD10CM,Unspecified symptoms and signs involving cognitive functions following cerebral infarction,37200545,cevd,Unspecified symptoms and signs involving cognitive functions following cerebral infarction,Condition,I69.319,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.320,ICD10CM,Aphasia following cerebral infarction,45548047,cevd,Aphasia following cerebral infarction,Condition,I69.320,Condition,6-char billing code,ICD10CM,40480002,Aphasia as late effect of cerebrovascular disease,Condition,441630004,Disorder,SNOMED
I69.321,ICD10CM,Dysphasia following cerebral infarction,45533477,cevd,Dysphasia following cerebral infarction,Condition,I69.321,Condition,6-char billing code,ICD10CM,40479575,Dysphasia as late effect of cerebrovascular disease,Condition,441529001,Disorder,SNOMED
I69.322,ICD10CM,Dysarthria following cerebral infarction,45538412,cevd,Dysarthria following cerebral infarction,Condition,I69.322,Condition,6-char billing code,ICD10CM,43530687,Dysarthria as late effects of cerebrovascular disease,Condition,133981000119106,Disorder,SNOMED
I69.323,ICD10CM,Fluency disorder following cerebral infarction,45581794,cevd,Fluency disorder following cerebral infarction,Condition,I69.323,Condition,6-char billing code,ICD10CM,43530688,Fluency disorder as sequela of cerebrovascular disease,Condition,133991000119109,Disorder,SNOMED
I69.328,ICD10CM,Other speech and language deficits following cerebral infarction,45557562,cevd,Other speech and language deficits following cerebral infarction,Condition,I69.328,Condition,6-char billing code,ICD10CM,40481354,Speech and language deficit as late effect of cerebrovascular accident,Condition,441960006,Disorder,SNOMED
I69.331,ICD10CM,Monoplegia of upper limb following cerebral infarction affecting right dominant side,45533478,cevd,Monoplegia of upper limb following cerebral infarction affecting right dominant side,Condition,I69.331,Condition,6-char billing code,ICD10CM,443525,Monoplegia of dominant upper limb as a late effect of cerebrovascular accident,Condition,427065003,Disorder,SNOMED
I69.332,ICD10CM,Monoplegia of upper limb following cerebral infarction affecting left dominant side,45562378,cevd,Monoplegia of upper limb following cerebral infarction affecting left dominant side,Condition,I69.332,Condition,6-char billing code,ICD10CM,443525,Monoplegia of dominant upper limb as a late effect of cerebrovascular accident,Condition,427065003,Disorder,SNOMED
I69.333,ICD10CM,Monoplegia of upper limb following cerebral infarction affecting right non-dominant side,45576898,cevd,Monoplegia of upper limb following cerebral infarction affecting right non-dominant side,Condition,I69.333,Condition,6-char billing code,ICD10CM,40482266,Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident,Condition,442181008,Disorder,SNOMED
I69.334,ICD10CM,Monoplegia of upper limb following cerebral infarction affecting left non-dominant side,45538413,cevd,Monoplegia of upper limb following cerebral infarction affecting left non-dominant side,Condition,I69.334,Condition,6-char billing code,ICD10CM,40482266,Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident,Condition,442181008,Disorder,SNOMED
I69.339,ICD10CM,Monoplegia of upper limb following cerebral infarction affecting unspecified side,45576899,cevd,Monoplegia of upper limb following cerebral infarction affecting unspecified side,Condition,I69.339,Condition,6-char billing code,ICD10CM,40481842,Monoplegia of upper limb as late effect of cerebrovascular disease,Condition,442097001,Disorder,SNOMED
I69.341,ICD10CM,Monoplegia of lower limb following cerebral infarction affecting right dominant side,45548048,cevd,Monoplegia of lower limb following cerebral infarction affecting right dominant side,Condition,I69.341,Condition,6-char billing code,ICD10CM,197303,Monoplegia of dominant lower limb as a late effect of cerebrovascular accident,Condition,425642008,Disorder,SNOMED
I69.342,ICD10CM,Monoplegia of lower limb following cerebral infarction affecting left dominant side,45572110,cevd,Monoplegia of lower limb following cerebral infarction affecting left dominant side,Condition,I69.342,Condition,6-char billing code,ICD10CM,197303,Monoplegia of dominant lower limb as a late effect of cerebrovascular accident,Condition,425642008,Disorder,SNOMED
I69.343,ICD10CM,Monoplegia of lower limb following cerebral infarction affecting right non-dominant side,45586610,cevd,Monoplegia of lower limb following cerebral infarction affecting right non-dominant side,Condition,I69.343,Condition,6-char billing code,ICD10CM,40480946,Monoplegia of nondominant lower limb as a late effect of cerebrovascular accident,Condition,441894009,Disorder,SNOMED
I69.344,ICD10CM,Monoplegia of lower limb following cerebral infarction affecting left non-dominant side,45586611,cevd,Monoplegia of lower limb following cerebral infarction affecting left non-dominant side,Condition,I69.344,Condition,6-char billing code,ICD10CM,40480946,Monoplegia of nondominant lower limb as a late effect of cerebrovascular accident,Condition,441894009,Disorder,SNOMED
I69.349,ICD10CM,Monoplegia of lower limb following cerebral infarction affecting unspecified side,45601061,cevd,Monoplegia of lower limb following cerebral infarction affecting unspecified side,Condition,I69.349,Condition,6-char billing code,ICD10CM,40480938,Monoplegia of lower limb as late effect of cerebrovascular disease,Condition,441887006,Disorder,SNOMED
I69.351,ICD10CM,Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side,45591489,cevd,Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side,Condition,I69.351,Condition,6-char billing code,ICD10CM,43530742,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,Condition,361000119103,Disorder,SNOMED
I69.352,ICD10CM,Hemiplegia and hemiparesis following cerebral infarction affecting left dominant side,45543201,cevd,Hemiplegia and hemiparesis following cerebral infarction affecting left dominant side,Condition,I69.352,Condition,6-char billing code,ICD10CM,43530742,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,Condition,361000119103,Disorder,SNOMED
I69.353,ICD10CM,Hemiplegia and hemiparesis following cerebral infarction affecting right non-dominant side,45543202,cevd,Hemiplegia and hemiparesis following cerebral infarction affecting right non-dominant side,Condition,I69.353,Condition,6-char billing code,ICD10CM,43530742,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,Condition,361000119103,Disorder,SNOMED
I69.354,ICD10CM,Hemiplegia and hemiparesis following cerebral infarction affecting left non-dominant side,45533479,cevd,Hemiplegia and hemiparesis following cerebral infarction affecting left non-dominant side,Condition,I69.354,Condition,6-char billing code,ICD10CM,43530742,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,Condition,361000119103,Disorder,SNOMED
I69.359,ICD10CM,Hemiplegia and hemiparesis following cerebral infarction affecting unspecified side,45572111,cevd,Hemiplegia and hemiparesis following cerebral infarction affecting unspecified side,Condition,I69.359,Condition,6-char billing code,ICD10CM,43530742,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,Condition,361000119103,Disorder,SNOMED
I69.361,ICD10CM,Other paralytic syndrome following cerebral infarction affecting right dominant side,45533480,cevd,Other paralytic syndrome following cerebral infarction affecting right dominant side,Condition,I69.361,Condition,6-char billing code,ICD10CM,443609,Paralytic syndrome of dominant side as late effect of stroke,Condition,430959006,Disorder,SNOMED
I69.362,ICD10CM,Other paralytic syndrome following cerebral infarction affecting left dominant side,45567198,cevd,Other paralytic syndrome following cerebral infarction affecting left dominant side,Condition,I69.362,Condition,6-char billing code,ICD10CM,443609,Paralytic syndrome of dominant side as late effect of stroke,Condition,430959006,Disorder,SNOMED
I69.363,ICD10CM,Other paralytic syndrome following cerebral infarction affecting right non-dominant side,45572112,cevd,Other paralytic syndrome following cerebral infarction affecting right non-dominant side,Condition,I69.363,Condition,6-char billing code,ICD10CM,443599,Paralytic syndrome of nondominant side as late effect of stroke,Condition,430947007,Disorder,SNOMED
I69.364,ICD10CM,Other paralytic syndrome following cerebral infarction affecting left non-dominant side,45557563,cevd,Other paralytic syndrome following cerebral infarction affecting left non-dominant side,Condition,I69.364,Condition,6-char billing code,ICD10CM,443599,Paralytic syndrome of nondominant side as late effect of stroke,Condition,430947007,Disorder,SNOMED
I69.365,ICD10CM,"Other paralytic syndrome following cerebral infarction, bilateral",45552817,cevd,"Other paralytic syndrome following cerebral infarction, bilateral",Condition,I69.365,Condition,6-char billing code,ICD10CM,372654,Paralytic syndrome as late effect of stroke,Condition,425882004,Disorder,SNOMED
I69.369,ICD10CM,Other paralytic syndrome following cerebral infarction affecting unspecified side,45596222,cevd,Other paralytic syndrome following cerebral infarction affecting unspecified side,Condition,I69.369,Condition,6-char billing code,ICD10CM,372654,Paralytic syndrome as late effect of stroke,Condition,425882004,Disorder,SNOMED
I69.390,ICD10CM,Apraxia following cerebral infarction,45562379,cevd,Apraxia following cerebral infarction,Condition,I69.390,Condition,6-char billing code,ICD10CM,443551,Apraxia due to cerebrovascular accident,Condition,428668000,Disorder,SNOMED
I69.391,ICD10CM,Dysphagia following cerebral infarction,45557564,cevd,Dysphagia following cerebral infarction,Condition,I69.391,Condition,6-char billing code,ICD10CM,443465,Dysphagia as a late effect of cerebrovascular accident,Condition,426033005,Disorder,SNOMED
I69.392,ICD10CM,Facial weakness following cerebral infarction,45548049,cevd,Facial weakness following cerebral infarction,Condition,I69.392,Condition,6-char billing code,ICD10CM,43530744,Weakness of face muscles as sequela of stroke,Condition,40161000119102,Disorder,SNOMED
I69.393,ICD10CM,Ataxia following cerebral infarction,45605822,cevd,Ataxia following cerebral infarction,Condition,I69.393,Condition,6-char billing code,ICD10CM,43531622,Ataxia as sequela of cerebrovascular disease,Condition,29941000119105,Disorder,SNOMED
I69.398,ICD10CM,Other sequelae of cerebral infarction,45596223,cevd,Other sequelae of cerebral infarction,Condition,I69.398,Condition,6-char billing code,ICD10CM,434056,Late effects of cerebrovascular disease,Condition,195239002,Disorder,SNOMED
I69.80,ICD10CM,Unspecified sequelae of other cerebrovascular disease,45605823,cevd,Unspecified sequelae of other cerebrovascular disease,Condition,I69.80,Condition,5-char billing code,ICD10CM,434056,Late effects of cerebrovascular disease,Condition,195239002,Disorder,SNOMED
I69.810,ICD10CM,Attention and concentration deficit following other cerebrovascular disease,37200546,cevd,Attention and concentration deficit following other cerebrovascular disease,Condition,I69.810,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.811,ICD10CM,Memory deficit following other cerebrovascular disease,37200547,cevd,Memory deficit following other cerebrovascular disease,Condition,I69.811,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.812,ICD10CM,Visuospatial deficit and spatial neglect following other cerebrovascular disease,37200548,cevd,Visuospatial deficit and spatial neglect following other cerebrovascular disease,Condition,I69.812,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.813,ICD10CM,Psychomotor deficit following other cerebrovascular disease,37200549,cevd,Psychomotor deficit following other cerebrovascular disease,Condition,I69.813,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.814,ICD10CM,Frontal lobe and executive function deficit following other cerebrovascular disease,37200550,cevd,Frontal lobe and executive function deficit following other cerebrovascular disease,Condition,I69.814,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.815,ICD10CM,Cognitive social or emotional deficit following other cerebrovascular disease,37200551,cevd,Cognitive social or emotional deficit following other cerebrovascular disease,Condition,I69.815,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.818,ICD10CM,Other symptoms and signs involving cognitive functions following other cerebrovascular disease,37200552,cevd,Other symptoms and signs involving cognitive functions following other cerebrovascular disease,Condition,I69.818,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.819,ICD10CM,Unspecified symptoms and signs involving cognitive functions following other cerebrovascular disease,37200553,cevd,Unspecified symptoms and signs involving cognitive functions following other cerebrovascular disease,Condition,I69.819,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.820,ICD10CM,Aphasia following other cerebrovascular disease,45543203,cevd,Aphasia following other cerebrovascular disease,Condition,I69.820,Condition,6-char billing code,ICD10CM,40480002,Aphasia as late effect of cerebrovascular disease,Condition,441630004,Disorder,SNOMED
I69.821,ICD10CM,Dysphasia following other cerebrovascular disease,45601062,cevd,Dysphasia following other cerebrovascular disease,Condition,I69.821,Condition,6-char billing code,ICD10CM,40479575,Dysphasia as late effect of cerebrovascular disease,Condition,441529001,Disorder,SNOMED
I69.822,ICD10CM,Dysarthria following other cerebrovascular disease,45557565,cevd,Dysarthria following other cerebrovascular disease,Condition,I69.822,Condition,6-char billing code,ICD10CM,43530687,Dysarthria as late effects of cerebrovascular disease,Condition,133981000119106,Disorder,SNOMED
I69.823,ICD10CM,Fluency disorder following other cerebrovascular disease,45552818,cevd,Fluency disorder following other cerebrovascular disease,Condition,I69.823,Condition,6-char billing code,ICD10CM,43530688,Fluency disorder as sequela of cerebrovascular disease,Condition,133991000119109,Disorder,SNOMED
I69.828,ICD10CM,Other speech and language deficits following other cerebrovascular disease,45543204,cevd,Other speech and language deficits following other cerebrovascular disease,Condition,I69.828,Condition,6-char billing code,ICD10CM,40481354,Speech and language deficit as late effect of cerebrovascular accident,Condition,441960006,Disorder,SNOMED
I69.831,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting right dominant side,45543205,cevd,Monoplegia of upper limb following other cerebrovascular disease affecting right dominant side,Condition,I69.831,Condition,6-char billing code,ICD10CM,443525,Monoplegia of dominant upper limb as a late effect of cerebrovascular accident,Condition,427065003,Disorder,SNOMED
I69.832,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting left dominant side,45538415,cevd,Monoplegia of upper limb following other cerebrovascular disease affecting left dominant side,Condition,I69.832,Condition,6-char billing code,ICD10CM,443525,Monoplegia of dominant upper limb as a late effect of cerebrovascular accident,Condition,427065003,Disorder,SNOMED
I69.833,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting right non-dominant side,45605824,cevd,Monoplegia of upper limb following other cerebrovascular disease affecting right non-dominant side,Condition,I69.833,Condition,6-char billing code,ICD10CM,40482266,Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident,Condition,442181008,Disorder,SNOMED
I69.834,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting left non-dominant side,45548050,cevd,Monoplegia of upper limb following other cerebrovascular disease affecting left non-dominant side,Condition,I69.834,Condition,6-char billing code,ICD10CM,40482266,Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident,Condition,442181008,Disorder,SNOMED
I69.839,ICD10CM,Monoplegia of upper limb following other cerebrovascular disease affecting unspecified side,45581795,cevd,Monoplegia of upper limb following other cerebrovascular disease affecting unspecified side,Condition,I69.839,Condition,6-char billing code,ICD10CM,40481842,Monoplegia of upper limb as late effect of cerebrovascular disease,Condition,442097001,Disorder,SNOMED
I69.841,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting right dominant side,45572113,cevd,Monoplegia of lower limb following other cerebrovascular disease affecting right dominant side,Condition,I69.841,Condition,6-char billing code,ICD10CM,197303,Monoplegia of dominant lower limb as a late effect of cerebrovascular accident,Condition,425642008,Disorder,SNOMED
I69.842,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting left dominant side,45591491,cevd,Monoplegia of lower limb following other cerebrovascular disease affecting left dominant side,Condition,I69.842,Condition,6-char billing code,ICD10CM,197303,Monoplegia of dominant lower limb as a late effect of cerebrovascular accident,Condition,425642008,Disorder,SNOMED
I69.843,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting right non-dominant side,45562380,cevd,Monoplegia of lower limb following other cerebrovascular disease affecting right non-dominant side,Condition,I69.843,Condition,6-char billing code,ICD10CM,40480946,Monoplegia of nondominant lower limb as a late effect of cerebrovascular accident,Condition,441894009,Disorder,SNOMED
I69.844,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting left non-dominant side,45552819,cevd,Monoplegia of lower limb following other cerebrovascular disease affecting left non-dominant side,Condition,I69.844,Condition,6-char billing code,ICD10CM,40480946,Monoplegia of nondominant lower limb as a late effect of cerebrovascular accident,Condition,441894009,Disorder,SNOMED
I69.849,ICD10CM,Monoplegia of lower limb following other cerebrovascular disease affecting unspecified side,45552820,cevd,Monoplegia of lower limb following other cerebrovascular disease affecting unspecified side,Condition,I69.849,Condition,6-char billing code,ICD10CM,40480938,Monoplegia of lower limb as late effect of cerebrovascular disease,Condition,441887006,Disorder,SNOMED
I69.851,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting right dominant side,45548051,cevd,Hemiplegia and hemiparesis following other cerebrovascular disease affecting right dominant side,Condition,I69.851,Condition,6-char billing code,ICD10CM,43530742,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,Condition,361000119103,Disorder,SNOMED
I69.852,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting left dominant side,45567200,cevd,Hemiplegia and hemiparesis following other cerebrovascular disease affecting left dominant side,Condition,I69.852,Condition,6-char billing code,ICD10CM,43530742,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,Condition,361000119103,Disorder,SNOMED
I69.853,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting right non-dominant side,45596224,cevd,Hemiplegia and hemiparesis following other cerebrovascular disease affecting right non-dominant side,Condition,I69.853,Condition,6-char billing code,ICD10CM,43530742,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,Condition,361000119103,Disorder,SNOMED
I69.854,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting left non-dominant side,45591492,cevd,Hemiplegia and hemiparesis following other cerebrovascular disease affecting left non-dominant side,Condition,I69.854,Condition,6-char billing code,ICD10CM,43530742,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,Condition,361000119103,Disorder,SNOMED
I69.859,ICD10CM,Hemiplegia and hemiparesis following other cerebrovascular disease affecting unspecified side,45576900,cevd,Hemiplegia and hemiparesis following other cerebrovascular disease affecting unspecified side,Condition,I69.859,Condition,6-char billing code,ICD10CM,43530742,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,Condition,361000119103,Disorder,SNOMED
I69.861,ICD10CM,Other paralytic syndrome following other cerebrovascular disease affecting right dominant side,45543206,cevd,Other paralytic syndrome following other cerebrovascular disease affecting right dominant side,Condition,I69.861,Condition,6-char billing code,ICD10CM,443609,Paralytic syndrome of dominant side as late effect of stroke,Condition,430959006,Disorder,SNOMED
I69.862,ICD10CM,Other paralytic syndrome following other cerebrovascular disease affecting left dominant side,45548052,cevd,Other paralytic syndrome following other cerebrovascular disease affecting left dominant side,Condition,I69.862,Condition,6-char billing code,ICD10CM,443609,Paralytic syndrome of dominant side as late effect of stroke,Condition,430959006,Disorder,SNOMED
I69.863,ICD10CM,Other paralytic syndrome following other cerebrovascular disease affecting right non-dominant side,45552821,cevd,Other paralytic syndrome following other cerebrovascular disease affecting right non-dominant side,Condition,I69.863,Condition,6-char billing code,ICD10CM,443599,Paralytic syndrome of nondominant side as late effect of stroke,Condition,430947007,Disorder,SNOMED
I69.864,ICD10CM,Other paralytic syndrome following other cerebrovascular disease affecting left non-dominant side,45543207,cevd,Other paralytic syndrome following other cerebrovascular disease affecting left non-dominant side,Condition,I69.864,Condition,6-char billing code,ICD10CM,443599,Paralytic syndrome of nondominant side as late effect of stroke,Condition,430947007,Disorder,SNOMED
I69.865,ICD10CM,"Other paralytic syndrome following other cerebrovascular disease, bilateral",45586612,cevd,"Other paralytic syndrome following other cerebrovascular disease, bilateral",Condition,I69.865,Condition,6-char billing code,ICD10CM,372654,Paralytic syndrome as late effect of stroke,Condition,425882004,Disorder,SNOMED
I69.869,ICD10CM,Other paralytic syndrome following other cerebrovascular disease affecting unspecified side,45605825,cevd,Other paralytic syndrome following other cerebrovascular disease affecting unspecified side,Condition,I69.869,Condition,6-char billing code,ICD10CM,372654,Paralytic syndrome as late effect of stroke,Condition,425882004,Disorder,SNOMED
I69.890,ICD10CM,Apraxia following other cerebrovascular disease,45567201,cevd,Apraxia following other cerebrovascular disease,Condition,I69.890,Condition,6-char billing code,ICD10CM,443551,Apraxia due to cerebrovascular accident,Condition,428668000,Disorder,SNOMED
I69.891,ICD10CM,Dysphagia following other cerebrovascular disease,45538416,cevd,Dysphagia following other cerebrovascular disease,Condition,I69.891,Condition,6-char billing code,ICD10CM,443465,Dysphagia as a late effect of cerebrovascular accident,Condition,426033005,Disorder,SNOMED
I69.892,ICD10CM,Facial weakness following other cerebrovascular disease,45601063,cevd,Facial weakness following other cerebrovascular disease,Condition,I69.892,Condition,6-char billing code,ICD10CM,43530744,Weakness of face muscles as sequela of stroke,Condition,40161000119102,Disorder,SNOMED
I69.893,ICD10CM,Ataxia following other cerebrovascular disease,45567202,cevd,Ataxia following other cerebrovascular disease,Condition,I69.893,Condition,6-char billing code,ICD10CM,43531622,Ataxia as sequela of cerebrovascular disease,Condition,29941000119105,Disorder,SNOMED
I69.898,ICD10CM,Other sequelae of other cerebrovascular disease,45552822,cevd,Other sequelae of other cerebrovascular disease,Condition,I69.898,Condition,6-char billing code,ICD10CM,434056,Late effects of cerebrovascular disease,Condition,195239002,Disorder,SNOMED
I69.90,ICD10CM,Unspecified sequelae of unspecified cerebrovascular disease,45596225,cevd,Unspecified sequelae of unspecified cerebrovascular disease,Condition,I69.90,Condition,5-char billing code,ICD10CM,434056,Late effects of cerebrovascular disease,Condition,195239002,Disorder,SNOMED
I69.910,ICD10CM,Attention and concentration deficit following unspecified cerebrovascular disease,37200554,cevd,Attention and concentration deficit following unspecified cerebrovascular disease,Condition,I69.910,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.911,ICD10CM,Memory deficit following unspecified cerebrovascular disease,37200555,cevd,Memory deficit following unspecified cerebrovascular disease,Condition,I69.911,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.912,ICD10CM,Visuospatial deficit and spatial neglect following unspecified cerebrovascular disease,37200556,cevd,Visuospatial deficit and spatial neglect following unspecified cerebrovascular disease,Condition,I69.912,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.913,ICD10CM,Psychomotor deficit following unspecified cerebrovascular disease,37200557,cevd,Psychomotor deficit following unspecified cerebrovascular disease,Condition,I69.913,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.914,ICD10CM,Frontal lobe and executive function deficit following unspecified cerebrovascular disease,37200558,cevd,Frontal lobe and executive function deficit following unspecified cerebrovascular disease,Condition,I69.914,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.915,ICD10CM,Cognitive social or emotional deficit following unspecified cerebrovascular disease,37200559,cevd,Cognitive social or emotional deficit following unspecified cerebrovascular disease,Condition,I69.915,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.918,ICD10CM,Other symptoms and signs involving cognitive functions following unspecified cerebrovascular disease,37200560,cevd,Other symptoms and signs involving cognitive functions following unspecified cerebrovascular disease,Condition,I69.918,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.919,ICD10CM,Unspecified symptoms and signs involving cognitive functions following unspecified cerebrovascular disease,37200561,cevd,Unspecified symptoms and signs involving cognitive functions following unspecified cerebrovascular disease,Condition,I69.919,Condition,6-char billing code,ICD10CM,40482301,Residual cognitive deficit as late effect of cerebrovascular accident,Condition,442212003,Disorder,SNOMED
I69.920,ICD10CM,Aphasia following unspecified cerebrovascular disease,45562381,cevd,Aphasia following unspecified cerebrovascular disease,Condition,I69.920,Condition,6-char billing code,ICD10CM,40480002,Aphasia as late effect of cerebrovascular disease,Condition,441630004,Disorder,SNOMED
I69.921,ICD10CM,Dysphasia following unspecified cerebrovascular disease,45596226,cevd,Dysphasia following unspecified cerebrovascular disease,Condition,I69.921,Condition,6-char billing code,ICD10CM,40479575,Dysphasia as late effect of cerebrovascular disease,Condition,441529001,Disorder,SNOMED
I69.922,ICD10CM,Dysarthria following unspecified cerebrovascular disease,45567203,cevd,Dysarthria following unspecified cerebrovascular disease,Condition,I69.922,Condition,6-char billing code,ICD10CM,43530687,Dysarthria as late effects of cerebrovascular disease,Condition,133981000119106,Disorder,SNOMED
I69.923,ICD10CM,Fluency disorder following unspecified cerebrovascular disease,45572114,cevd,Fluency disorder following unspecified cerebrovascular disease,Condition,I69.923,Condition,6-char billing code,ICD10CM,40481842,Monoplegia of upper limb as late effect of cerebrovascular disease,Condition,442097001,Disorder,SNOMED
I69.928,ICD10CM,Other speech and language deficits following unspecified cerebrovascular disease,45572115,cevd,Other speech and language deficits following unspecified cerebrovascular disease,Condition,I69.928,Condition,6-char billing code,ICD10CM,40481354,Speech and language deficit as late effect of cerebrovascular accident,Condition,441960006,Disorder,SNOMED
I69.931,ICD10CM,Monoplegia of upper limb following unspecified cerebrovascular disease affecting right dominant side,45557566,cevd,Monoplegia of upper limb following unspecified cerebrovascular disease affecting right dominant side,Condition,I69.931,Condition,6-char billing code,ICD10CM,443525,Monoplegia of dominant upper limb as a late effect of cerebrovascular accident,Condition,427065003,Disorder,SNOMED
I69.932,ICD10CM,Monoplegia of upper limb following unspecified cerebrovascular disease affecting left dominant side,45596227,cevd,Monoplegia of upper limb following unspecified cerebrovascular disease affecting left dominant side,Condition,I69.932,Condition,6-char billing code,ICD10CM,443525,Monoplegia of dominant upper limb as a late effect of cerebrovascular accident,Condition,427065003,Disorder,SNOMED
I69.933,ICD10CM,Monoplegia of upper limb following unspecified cerebrovascular disease affecting right non-dominant side,45548054,cevd,Monoplegia of upper limb following unspecified cerebrovascular disease affecting right non-dominant side,Condition,I69.933,Condition,6-char billing code,ICD10CM,40482266,Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident,Condition,442181008,Disorder,SNOMED
I69.934,ICD10CM,Monoplegia of upper limb following unspecified cerebrovascular disease affecting left non-dominant side,45562382,cevd,Monoplegia of upper limb following unspecified cerebrovascular disease affecting left non-dominant side,Condition,I69.934,Condition,6-char billing code,ICD10CM,40482266,Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident,Condition,442181008,Disorder,SNOMED
I69.939,ICD10CM,Monoplegia of upper limb following unspecified cerebrovascular disease affecting unspecified side,45567204,cevd,Monoplegia of upper limb following unspecified cerebrovascular disease affecting unspecified side,Condition,I69.939,Condition,6-char billing code,ICD10CM,40481842,Monoplegia of upper limb as late effect of cerebrovascular disease,Condition,442097001,Disorder,SNOMED
I69.941,ICD10CM,Monoplegia of lower limb following unspecified cerebrovascular disease affecting right dominant side,45548055,cevd,Monoplegia of lower limb following unspecified cerebrovascular disease affecting right dominant side,Condition,I69.941,Condition,6-char billing code,ICD10CM,197303,Monoplegia of dominant lower limb as a late effect of cerebrovascular accident,Condition,425642008,Disorder,SNOMED
I69.942,ICD10CM,Monoplegia of lower limb following unspecified cerebrovascular disease affecting left dominant side,45538417,cevd,Monoplegia of lower limb following unspecified cerebrovascular disease affecting left dominant side,Condition,I69.942,Condition,6-char billing code,ICD10CM,197303,Monoplegia of dominant lower limb as a late effect of cerebrovascular accident,Condition,425642008,Disorder,SNOMED
