CUI,CODE,STR,PREFIX_CODE
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C03
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C04
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C05
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C06
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C07
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C08
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C09
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C10
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C11
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C12
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C13
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C14
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C15
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C16
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C17
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C18
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C19
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C20
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C21
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C22
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C23
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C24
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C25
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C26
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C27
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C28
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C29
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C30
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C31
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C32
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C33
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C34
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C35
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C36
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C37
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C38
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C39
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C40
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C41
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C42
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C43
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C44
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C45
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C46
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C47
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C48
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C49
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C50
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C51
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C52
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C53
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C54
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C55
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C56
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C57
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C58
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C59
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C60
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C61
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C62
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C63
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C64
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C65
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C66
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C67
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C68
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C69
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C70
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C71
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C72
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C73
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C74
C4267833,C00-C75,"Malignant neoplasms, stated or presumed to be primary (of specified sites), and certain specified histologies, except neuroendocrine, and of lymphoid, hematopoietic and related tissue (C00-C75)",C75
C4267832,C00-C96,Malignant neoplasms (C00-C96),C00
C4267832,C00-C96,Malignant neoplasms (C00-C96),C01
C4267832,C00-C96,Malignant neoplasms (C00-C96),C02
C4267832,C00-C96,Malignant neoplasms (C00-C96),C03
C4267832,C00-C96,Malignant neoplasms (C00-C96),C04
C4267832,C00-C96,Malignant neoplasms (C00-C96),C05
C4267832,C00-C96,Malignant neoplasms (C00-C96),C06
C4267832,C00-C96,Malignant neoplasms (C00-C96),C07
C4267832,C00-C96,Malignant neoplasms (C00-C96),C08
C4267832,C00-C96,Malignant neoplasms (C00-C96),C09
C4267832,C00-C96,Malignant neoplasms (C00-C96),C10
C4267832,C00-C96,Malignant neoplasms (C00-C96),C11
C4267832,C00-C96,Malignant neoplasms (C00-C96),C12
C4267832,C00-C96,Malignant neoplasms (C00-C96),C13
C4267832,C00-C96,Malignant neoplasms (C00-C96),C14
C4267832,C00-C96,Malignant neoplasms (C00-C96),C15
C4267832,C00-C96,Malignant neoplasms (C00-C96),C16
C4267832,C00-C96,Malignant neoplasms (C00-C96),C17
C4267832,C00-C96,Malignant neoplasms (C00-C96),C18
C4267832,C00-C96,Malignant neoplasms (C00-C96),C19
