CUI,LAT,TS,LUI,STT,SUI,ISPREF,AUI,SAUI,SCUI,SDUI,SAB,TTY,CODE,STR,SRL,SUPPRESS,CVF,dummy,STYs,PREFIX_CODE,ICD10CMCode,concept_code,concept_id,domain_id
C2871139,ENG,P,L9336118,PF,S11618345,Y,A17834190,,,T22.099D,ICD10CM,PT,T22.099D,"Burn of unspecified degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22099D,T22.099D,45575075,Condition
C2871149,ENG,P,L9346064,PF,S11616915,N,A17782960,,,T22.112D,ICD10CM,PT,T22.112D,"Burn of first degree of left forearm, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22112D,T22.112D,45575076,Condition
C2871156,ENG,P,L9387147,PF,S11617078,N,A17795629,,,T22.121D,ICD10CM,PT,T22.121D,"Burn of first degree of right elbow, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22121D,T22.121D,45584701,Condition
C2871160,ENG,P,L9335955,PF,S11616906,N,A17834193,,,T22.122S,ICD10CM,PT,T22.122S,"Burn of first degree of left elbow, sequela",4,N,,,['Injury or Poisoning'],T22,T22122S,T22.122S,45579893,Condition
C2871167,ENG,P,L9346092,PF,S11617125,N,A17821433,,,T22.131S,ICD10CM,PT,T22.131S,"Burn of first degree of right upper arm, sequela",4,N,,,['Injury or Poisoning'],T22,T22131S,T22.131S,45589555,Condition
C2871178,ENG,P,L9397119,PF,S11616897,N,A17808559,,,T22.142A,ICD10CM,PT,T22.142A,"Burn of first degree of left axilla, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22142A,T22.142A,45546146,Condition
C2871185,ENG,P,L9377026,PF,S11617108,N,A17795633,,,T22.151A,ICD10CM,PT,T22.151A,"Burn of first degree of right shoulder, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22151A,T22.151A,45594414,Condition
C2871187,ENG,P,L9346087,PF,S11617109,N,A17821436,,,T22.151S,ICD10CM,PT,T22.151S,"Burn of first degree of right shoulder, sequela",4,N,,,['Injury or Poisoning'],T22,T22151S,T22.151S,45608810,Condition
C2871189,ENG,P,L9387135,PF,S11616939,N,A17808562,,,T22.152D,ICD10CM,PT,T22.152D,"Burn of first degree of left shoulder, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22152D,T22.152D,45560491,Condition
C2871190,ENG,P,L9356330,PF,S11616938,N,A17821438,,,T22.152S,ICD10CM,PT,T22.152S,"Burn of first degree of left shoulder, sequela",4,N,,,['Injury or Poisoning'],T22,T22152S,T22.152S,45579896,Condition
C2871192,ENG,P,L9335988,PF,S11617212,N,A17821439,,,T22.159A,ICD10CM,PT,T22.159A,"Burn of first degree of unspecified shoulder, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22159A,T22.159A,45560492,Condition
C2871195,ENG,P,L9387153,PF,S11617104,N,A17846933,,,T22.161A,ICD10CM,PT,T22.161A,"Burn of first degree of right scapular region, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22161A,T22.161A,45575079,Condition
C2871200,ENG,P,L9335959,PF,S11616934,N,A17808564,,,T22.162S,ICD10CM,PT,T22.162S,"Burn of first degree of left scapular region, sequela",4,N,,,['Injury or Poisoning'],T22,T22162S,T22.162S,45594415,Condition
C2871209,ENG,P,L9366721,PF,S11617028,Y,A17808566,,,T22.191S,ICD10CM,PT,T22.191S,"Burn of first degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela",4,N,,,['Injury or Poisoning'],T22,T22191S,T22.191S,45608812,Condition
C2871217,ENG,P,L9407420,PF,S11617045,N,A17846938,,,T22.199S,ICD10CM,PT,T22.199S,"Burn of first degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, sequela",4,N,,,['Injury or Poisoning'],T22,T22199S,T22.199S,45575081,Condition
C2871232,ENG,P,L9397200,PF,S11617545,Y,A17859411,,,T22.221A,ICD10CM,PT,T22.221A,"Burn of second degree of right elbow, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22221A,T22.221A,45594419,Condition
C2871233,ENG,P,L9346126,PF,S11617547,N,A17795638,,,T22.221D,ICD10CM,PT,T22.221D,"Burn of second degree of right elbow, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22221D,T22.221D,45584705,Condition
C2871239,ENG,P,L9366796,PF,S11617641,Y,A17872268,,,T22.229A,ICD10CM,PT,T22.229A,"Burn of second degree of unspecified elbow, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22229A,T22.229A,45550963,Condition
C2871251,ENG,P,L9397225,PF,S11617715,Y,A17795642,,,T22.239S,ICD10CM,PT,T22.239S,"Burn of second degree of unspecified upper arm, sequela",4,N,,,['Injury or Poisoning'],T22,T22239S,T22.239S,45550965,Condition
C2871253,ENG,P,L9407476,PF,S11617539,N,A17859416,,,T22.241D,ICD10CM,PT,T22.241D,"Burn of second degree of right axilla, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22241D,T22.241D,45594422,Condition
C2871260,ENG,P,L9356397,PF,S11617635,N,A17782978,,,T22.249D,ICD10CM,PT,T22.249D,"Burn of second degree of unspecified axilla, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22249D,T22.249D,45536518,Condition
C2871269,ENG,P,L9377089,PF,S11617681,N,A17782982,,,T22.259A,ICD10CM,PT,T22.259A,"Burn of second degree of unspecified shoulder, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22259A,T22.259A,45589560,Condition
C2871274,ENG,P,L9377078,PF,S11617575,N,A17795646,,,T22.261D,ICD10CM,PT,T22.261D,"Burn of second degree of right scapular region, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22261D,T22.261D,45555766,Condition
C2871275,ENG,P,L9356391,PF,S11617574,Y,A17808577,,,T22.261S,ICD10CM,PT,T22.261S,"Burn of second degree of right scapular region, sequela",4,N,,,['Injury or Poisoning'],T22,T22261S,T22.261S,45541307,Condition
C2871290,ENG,P,L9377061,PF,S11617475,Y,A17859419,,,T22.292A,ICD10CM,PT,T22.292A,"Burn of second degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22292A,T22.292A,45570206,Condition
C2871292,ENG,P,L9387193,PF,S11617476,Y,A17821451,,,T22.292S,ICD10CM,PT,T22.292S,"Burn of second degree of multiple sites of left shoulder and upper limb, except wrist and hand, sequela",4,N,,,['Injury or Poisoning'],T22,T22292S,T22.292S,45604076,Condition
C2871298,ENG,P,L9366841,PF,S11618030,N,A18909525,,,T22.30XA,ICD10CM,PT,T22.30XA,"Burn of third degree of shoulder and upper limb, except wrist and hand, unspecified site, initial encounter",4,N,,,['Injury or Poisoning'],T22,T2230XA,T22.30XA,45560500,Condition
C2871312,ENG,P,L9356435,PF,S11617970,N,A17859422,,,T22.321D,ICD10CM,PT,T22.321D,"Burn of third degree of right elbow, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22321D,T22.321D,45608821,Condition
C2871315,ENG,P,L9366813,PF,S11617799,N,A17782985,,,T22.322D,ICD10CM,PT,T22.322D,"Burn of third degree of left elbow, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22322D,T22.322D,45536525,Condition
C2871328,ENG,P,L9346195,PF,S11618137,N,A17821459,,,T22.339A,ICD10CM,PT,T22.339A,"Burn of third degree of unspecified upper arm, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22339A,T22.339A,45546155,Condition
C2871329,ENG,P,L9397266,PF,S11618139,N,A17834225,,,T22.339D,ICD10CM,PT,T22.339D,"Burn of third degree of unspecified upper arm, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22339D,T22.339D,45541309,Condition
C2871372,ENG,P,L9377119,PF,S11617934,N,A17834230,,,T22.399D,ICD10CM,PT,T22.399D,"Burn of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22399D,T22.399D,45599237,Condition
C2871382,ENG,P,L9398108,PF,S11624850,N,A17821470,,,T22.411S,ICD10CM,PT,T22.411S,"Corrosion of unspecified degree of right forearm, sequela",4,N,,,['Injury or Poisoning'],T22,T22411S,T22.411S,45546158,Condition
C2871390,ENG,P,L9336877,PF,S11624946,N,A17846957,,,T22.419S,ICD10CM,PT,T22.419S,"Corrosion of unspecified degree of unspecified forearm, sequela",4,N,,,['Injury or Poisoning'],T22,T22419S,T22.419S,45555771,Condition
C2871395,ENG,P,L9377913,PF,S11624842,N,A17821473,,,T22.421S,ICD10CM,PT,T22.421S,"Corrosion of unspecified degree of right elbow, sequela",4,N,,,['Injury or Poisoning'],T22,T22421S,T22.421S,45584714,Condition
C2871402,ENG,P,L9377932,PF,S11624939,Y,A17846960,,,T22.429D,ICD10CM,PT,T22.429D,"Corrosion of unspecified degree of unspecified elbow, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22429D,T22.429D,45560503,Condition
C2871406,ENG,P,L9346982,PF,S11624889,N,A17859436,,,T22.431A,ICD10CM,PT,T22.431A,"Corrosion of unspecified degree of right upper arm, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22431A,T22.431A,45555772,Condition
C2871423,ENG,P,L9408303,PF,S11624662,Y,A17795671,,,T22.442A,ICD10CM,PT,T22.442A,"Corrosion of unspecified degree of left axilla, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22442A,T22.442A,45599242,Condition
C2871450,ENG,P,L9398093,PF,S11624700,N,A17795678,,,T22.462D,ICD10CM,PT,T22.462D,"Corrosion of unspecified degree of left scapular region, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22462D,T22.462D,45589568,Condition
C2871475,ENG,P,L9346807,PF,S11623554,N,A17834246,,,T22.511A,ICD10CM,PT,T22.511A,"Corrosion of first degree of right forearm, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22511A,T22.511A,45570218,Condition
C2871481,ENG,P,L9408119,PF,S11623384,N,A17834247,,,T22.512S,ICD10CM,PT,T22.512S,"Corrosion of first degree of left forearm, sequela",4,N,,,['Injury or Poisoning'],T22,T22512S,T22.512S,45541315,Condition
C2871490,ENG,P,L9357073,PF,S11623547,N,A17795682,,,T22.521S,ICD10CM,PT,T22.521S,"Corrosion of first degree of right elbow, sequela",4,N,,,['Injury or Poisoning'],T22,T22521S,T22.521S,45560507,Condition
C2871494,ENG,P,L9377736,PF,S11623376,N,A17834249,,,T22.522S,ICD10CM,PT,T22.522S,"Corrosion of first degree of left elbow, sequela",4,N,,,['Injury or Poisoning'],T22,T22522S,T22.522S,45575095,Condition
C2871497,ENG,P,L9397971,PF,S11623644,N,A17859450,,,T22.529D,ICD10CM,PT,T22.529D,"Corrosion of first degree of unspecified elbow, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22529D,T22.529D,45541318,Condition
C2871502,ENG,P,L9357084,PF,S11623596,N,A17834250,,,T22.531D,ICD10CM,PT,T22.531D,"Corrosion of first degree of right upper arm, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22531D,T22.531D,45584718,Condition
C2871505,ENG,P,L9377742,PF,S11623423,N,A17834251,,,T22.532A,ICD10CM,PT,T22.532A,"Corrosion of first degree of left upper arm, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22532A,T22.532A,45575096,Condition
C2871509,ENG,P,L9367469,PF,S11623715,N,A17821484,,,T22.539A,ICD10CM,PT,T22.539A,"Corrosion of first degree of unspecified upper arm, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22539A,T22.539A,45570219,Condition
C2871533,ENG,P,L9377740,PF,S11623408,N,A17821490,,,T22.552S,ICD10CM,PT,T22.552S,"Corrosion of first degree of left shoulder, sequela",4,N,,,['Injury or Poisoning'],T22,T22552S,T22.552S,45541321,Condition
C2871535,ENG,P,L9408167,PF,S11623682,N,A17834255,,,T22.559A,ICD10CM,PT,T22.559A,"Corrosion of first degree of unspecified shoulder, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22559A,T22.559A,45541322,Condition
C2871545,ENG,P,L9408123,PF,S11623405,N,A17859462,,,T22.562D,ICD10CM,PT,T22.562D,"Corrosion of first degree of left scapular region, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22562D,T22.562D,45608830,Condition
C2871562,ENG,P,L9346801,PF,S11623512,N,A17872305,,,T22.599D,ICD10CM,PT,T22.599D,"Corrosion of first degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22599D,T22.599D,45541324,Condition
C2871579,ENG,P,L9346881,PF,S11624097,N,A17821500,,,T22.619D,ICD10CM,PT,T22.619D,"Corrosion of second degree of unspecified forearm, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22619D,T22.619D,45555783,Condition
C2871591,ENG,P,L9398025,PF,S11624087,Y,A17846979,,,T22.629A,ICD10CM,PT,T22.629A,"Corrosion of second degree of unspecified elbow, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22629A,T22.629A,45550977,Condition
C2871592,ENG,P,L9408220,PF,S11624089,Y,A17846980,,,T22.629D,ICD10CM,PT,T22.629D,"Corrosion of second degree of unspecified elbow, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22629D,T22.629D,45575099,Condition
C2871596,ENG,P,L9408213,PF,S11624035,N,A17783015,,,T22.631A,ICD10CM,PT,T22.631A,"Corrosion of second degree of right upper arm, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22631A,T22.631A,45550978,Condition
C2871605,ENG,P,L9398038,PF,S11624166,N,A17846981,,,T22.639D,ICD10CM,PT,T22.639D,"Corrosion of second degree of unspecified upper arm, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22639D,T22.639D,45594436,Condition
C2871611,ENG,P,L9387957,PF,S11623976,N,A17783020,,,T22.641S,ICD10CM,PT,T22.641S,"Corrosion of second degree of right axilla, sequela",4,N,,,['Injury or Poisoning'],T22,T22641S,T22.641S,45560517,Condition
C2871637,ENG,P,L9387963,PF,S11624016,Y,A17808614,,,T22.661S,ICD10CM,PT,T22.661S,"Corrosion of second degree of right scapular region, sequela",4,N,,,['Injury or Poisoning'],T22,T22661S,T22.661S,45608834,Condition
C2871639,ENG,P,L9367493,PF,S11623848,N,A17783027,,,T22.662A,ICD10CM,PT,T22.662A,"Corrosion of second degree of left scapular region, initial encounter",4,N,,,['Injury or Poisoning'],T22,T22662A,T22.662A,45570223,Condition
C2871653,ENG,P,L9408189,PF,S11623919,Y,A17783031,,,T22.692D,ICD10CM,PT,T22.692D,"Corrosion of second degree of multiple sites of left shoulder and upper limb, except wrist and hand, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22692D,T22.692D,45546173,Condition
C2871657,ENG,P,L9377797,PF,S11623945,Y,A17821507,,,T22.699D,ICD10CM,PT,T22.699D,"Corrosion of second degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22699D,T22.699D,45589574,Condition
C2871660,ENG,P,L9367568,PF,S11624476,N,A18914798,,,T22.70XA,ICD10CM,PT,T22.70XA,"Corrosion of third degree of shoulder and upper limb, except wrist and hand, unspecified site, initial encounter",4,N,,,['Injury or Poisoning'],T22,T2270XA,T22.70XA,45584723,Condition
C2871674,ENG,P,L9408281,PF,S11624524,N,A17834275,,,T22.719D,ICD10CM,PT,T22.719D,"Corrosion of third degree of unspecified forearm, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22719D,T22.719D,45584725,Condition
C2871680,ENG,P,L9408264,PF,S11624415,N,A17834277,,,T22.721S,ICD10CM,PT,T22.721S,"Corrosion of third degree of right elbow, sequela",4,N,,,['Injury or Poisoning'],T22,T22721S,T22.721S,45589575,Condition
C2871700,ENG,P,L9346938,PF,S11624589,N,A17808626,,,T22.739D,ICD10CM,PT,T22.739D,"Corrosion of third degree of unspecified upper arm, subsequent encounter",4,N,,,['Injury or Poisoning'],T22,T22739D,T22.739D,45536542,Condition
C2871710,ENG,P,L9346897,PF,S11624236,N,A17834284,,,T22.742S,ICD10CM,PT,T22.742S,"Corrosion of third degree of left axilla, sequela",4,N,,,['Injury or Poisoning'],T22,T22742S,T22.742S,45560525,Condition
C2871727,ENG,P,L9398084,PF,S11624555,N,A17834285,,,T22.759S,ICD10CM,PT,T22.759S,"Corrosion of third degree of unspecified shoulder, sequela",4,N,,,['Injury or Poisoning'],T22,T22759S,T22.759S,45546177,Condition
C2871745,ENG,P,L9357187,PF,S11624362,N,A17846998,,,T22.791S,ICD10CM,PT,T22.791S,"Corrosion of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela",4,N,,,['Injury or Poisoning'],T22,T22791S,T22.791S,45608838,Condition
C2871761,ENG,P,L9387266,PF,S11618223,N,A17821524,,,T23.002S,ICD10CM,PT,T23.002S,"Burn of unspecified degree of left hand, unspecified site, sequela",4,N,,,['Injury or Poisoning'],T23,T23002S,T23.002S,45560530,Condition
C2871767,ENG,P,L9366890,PF,S11618416,N,A17795717,,,T23.011A,ICD10CM,PT,T23.011A,"Burn of unspecified degree of right thumb (nail), initial encounter",4,N,,,['Injury or Poisoning'],T23,T23011A,T23.011A,45584728,Condition
C2871775,ENG,P,L9387309,PF,S11618531,Y,A17847001,,,T23.019A,ICD10CM,PT,T23.019A,"Burn of unspecified degree of unspecified thumb (nail), initial encounter",4,N,,,['Injury or Poisoning'],T23,T23019A,T23.019A,45546180,Condition
C2871776,ENG,P,L9387310,PF,S11618533,Y,A17795719,,,T23.019D,ICD10CM,PT,T23.019D,"Burn of unspecified degree of unspecified thumb (nail), subsequent encounter",4,N,,,['Injury or Poisoning'],T23,T23019D,T23.019D,45570226,Condition
C2871801,ENG,P,L9366896,PF,S11618494,N,A17795722,,,T23.039A,ICD10CM,PT,T23.039A,"Burn of unspecified degree of unspecified multiple fingers (nail), not including thumb, initial encounter",4,N,,,['Injury or Poisoning'],T23,T23039A,T23.039A,45565365,Condition
C2871802,ENG,P,L9346242,PF,S11618496,N,A17859492,,,T23.039D,ICD10CM,PT,T23.039D,"Burn of unspecified degree of unspecified multiple fingers (nail), not including thumb, subsequent encounter",4,N,,,['Injury or Poisoning'],T23,T23039D,T23.039D,45575105,Condition
C2871811,ENG,P,L9366875,PF,S11618282,N,A17808638,,,T23.042D,ICD10CM,PT,T23.042D,"Burn of unspecified degree of multiple left fingers (nail), including thumb, subsequent encounter",4,N,,,['Injury or Poisoning'],T23,T23042D,T23.042D,45560535,Condition
C2871819,ENG,P,L9346229,PF,S11618400,N,A17795725,,,T23.051A,ICD10CM,PT,T23.051A,"Burn of unspecified degree of right palm, initial encounter",4,N,,,['Injury or Poisoning'],T23,T23051A,T23.051A,45560536,Condition
C2871827,ENG,P,L9356492,PF,S11618498,N,A17783056,,,T23.059A,ICD10CM,PT,T23.059A,"Burn of unspecified degree of unspecified palm, initial encounter",4,N,,,['Injury or Poisoning'],T23,T23059A,T23.059A,45536550,Condition
C2871832,ENG,P,L9377139,PF,S11618163,N,A17821534,,,T23.061D,ICD10CM,PT,T23.061D,"Burn of unspecified degree of back of right hand, subsequent encounter",4,N,,,['Injury or Poisoning'],T23,T23061D,T23.061D,45589581,Condition
C2871840,ENG,P,L9346201,PF,S11618167,Y,A17821536,,,T23.069D,ICD10CM,PT,T23.069D,"Burn of unspecified degree of back of unspecified hand, subsequent encounter",4,N,,,['Injury or Poisoning'],T23,T23069D,T23.069D,45565369,Condition
C2871843,ENG,P,L9356480,PF,S11618428,Y,A17872336,,,T23.071A,ICD10CM,PT,T23.071A,"Burn of unspecified degree of right wrist, initial encounter",4,N,,,['Injury or Poisoning'],T23,T23071A,T23.071A,45608843,Condition
C2871882,ENG,P,L9335976,PF,S11617118,Y,A17872342,,,T23.111D,ICD10CM,PT,T23.111D,"Burn of first degree of right thumb (nail), subsequent encounter",4,N,,,['Injury or Poisoning'],T23,T23111D,T23.111D,45550987,Condition
C2871890,ENG,P,L9387165,PF,S11617239,N,A17872345,,,T23.119D,ICD10CM,PT,T23.119D,"Burn of first degree of unspecified thumb (nail), subsequent encounter",4,N,,,['Injury or Poisoning'],T23,T23119D,T23.119D,45579929,Condition
C2871908,ENG,P,L9387138,PF,S11616991,Y,A17808650,,,T23.131D,ICD10CM,PT,T23.131D,"Burn of first degree of multiple right fingers (nail), not including thumb, subsequent encounter",4,N,,,['Injury or Poisoning'],T23,T23131D,T23.131D,45575109,Condition
C2871909,ENG,P,L9397130,PF,S11616990,Y,A17872350,,,T23.131S,ICD10CM,PT,T23.131S,"Burn of first degree of multiple right fingers (nail), not including thumb, sequela",4,N,,,['Injury or Poisoning'],T23,T23131S,T23.131S,45565372,Condition
C2871921,ENG,P,L9387137,PF,S11616987,Y,A17821546,,,T23.141D,ICD10CM,PT,T23.141D,"Burn of first degree of multiple right fingers (nail), including thumb, subsequent encounter",4,N,,,['Injury or Poisoning'],T23,T23141D,T23.141D,45570233,Condition
C2871926,ENG,P,L9346071,PF,S11616978,N,A17795736,,,T23.142S,ICD10CM,PT,T23.142S,"Burn of first degree of multiple left fingers (nail), including thumb, sequela",4,N,,,['Injury or Poisoning'],T23,T23142S,T23.142S,45555796,Condition
C2871928,ENG,P,L9387163,PF,S11617196,N,A17859510,,,T23.149A,ICD10CM,PT,T23.149A,"Burn of first degree of unspecified multiple fingers (nail), including thumb, initial encounter",4,N,,,['Injury or Poisoning'],T23,T23149A,T23.149A,45541343,Condition
C2871930,ENG,P,L9387164,PF,S11617197,N,A17847016,,,T23.149S,ICD10CM,PT,T23.149S,"Burn of first degree of unspecified multiple fingers (nail), including thumb, sequela",4,N,,,['Injury or Poisoning'],T23,T23149S,T23.149S,45575110,Condition
C2871937,ENG,P,L9356328,PF,S11616930,N,A17859512,,,T23.152S,ICD10CM,PT,T23.152S,"Burn of first degree of left palm, sequela",4,N,,,['Injury or Poisoning'],T23,T23152S,T23.152S,45584733,Condition
C2871939,ENG,P,L9366743,PF,S11617204,N,A17821547,,,T23.159A,ICD10CM,PT,T23.159A,"Burn of first degree of unspecified palm, initial encounter",4,N,,,['Injury or Poisoning'],T23,T23159A,T23.159A,45546184,Condition
C2871961,ENG,P,L9407448,PF,S11617250,N,A17872361,,,T23.179S,ICD10CM,PT,T23.179S,"Burn of first degree of unspecified wrist, sequela",4,N,,,['Injury or Poisoning'],T23,T23179S,T23.179S,45604102,Condition
