code,code_type,description,concept_id,code_class
M05.772,ICD10CM,Rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement,45591700,rheumd
M05.842,ICD10CM,Other rheumatoid arthritis with rheumatoid factor of left hand,45582016,rheumd
M05.89,ICD10CM,Other rheumatoid arthritis with rheumatoid factor of multiple sites,45553049,rheumd
M06.042,ICD10CM,"Rheumatoid arthritis without rheumatoid factor, left hand",45572340,rheumd
M06.052,ICD10CM,"Rheumatoid arthritis without rheumatoid factor, left hip",45533702,rheumd
M06.239,ICD10CM,"Rheumatoid bursitis, unspecified wrist",45606058,rheumd
M06.241,ICD10CM,"Rheumatoid bursitis, right hand",45543437,rheumd
M06.319,ICD10CM,"Rheumatoid nodule, unspecified shoulder",45548267,rheumd
M06.339,ICD10CM,"Rheumatoid nodule, unspecified wrist",45557765,rheumd
M06.819,ICD10CM,"Other specified rheumatoid arthritis, unspecified shoulder",45601288,rheumd
M06.851,ICD10CM,"Other specified rheumatoid arthritis, right hip",45543442,rheumd
M06.852,ICD10CM,"Other specified rheumatoid arthritis, left hip",45543443,rheumd
M08.042,ICD10CM,"Unspecified juvenile rheumatoid arthritis, left hand",45562602,rheumd
M08.052,ICD10CM,"Unspecified juvenile rheumatoid arthritis, left hip",45606069,rheumd
M08.212,ICD10CM,"Juvenile rheumatoid arthritis with systemic onset, left shoulder",45591708,rheumd
M08.242,ICD10CM,"Juvenile rheumatoid arthritis with systemic onset, left hand",45606075,rheumd
M08.252,ICD10CM,"Juvenile rheumatoid arthritis with systemic onset, left hip",45586850,rheumd
M08.271,ICD10CM,"Juvenile rheumatoid arthritis with systemic onset, right ankle and foot",45548279,rheumd
M08.272,ICD10CM,"Juvenile rheumatoid arthritis with systemic onset, left ankle and foot",45586851,rheumd
M08.811,ICD10CM,"Other juvenile arthritis, right shoulder",45557774,rheumd
M08.861,ICD10CM,"Other juvenile arthritis, right knee",45562605,rheumd
M08.869,ICD10CM,"Other juvenile arthritis, unspecified knee",45557777,rheumd
M08.929,ICD10CM,"Juvenile arthritis, unspecified, unspecified elbow",45562608,rheumd
M08.971,ICD10CM,"Juvenile arthritis, unspecified, right ankle and foot",45543448,rheumd
M12.051,ICD10CM,"Chronic postrheumatic arthropathy [Jaccoud], right hip",45562626,rheumd
M12.052,ICD10CM,"Chronic postrheumatic arthropathy [Jaccoud], left hip",45553081,rheumd
M12.329,ICD10CM,"Palindromic rheumatism, unspecified elbow",45577146,rheumd
M12.362,ICD10CM,"Palindromic rheumatism, left knee",45567454,rheumd
M12.379,ICD10CM,"Palindromic rheumatism, unspecified ankle and foot",45548308,rheumd
M33.11,ICD10CM,Other dermatomyositis with respiratory involvement,45572446,rheumd
M33.22,ICD10CM,Polymyositis with myopathy,45557865,rheumd
M34.82,ICD10CM,Systemic sclerosis with myopathy,45553171,rheumd
M34.89,ICD10CM,Other systemic sclerosis,45572448,rheumd
M35.02,ICD10CM,Sjögren syndrome with lung involvement,45577246,rheumd
M05.029,ICD10CM,"Felty's syndrome, unspecified elbow",45548248,rheumd
M33.01,ICD10CM,Juvenile dermatomyositis with respiratory involvement,45557864,rheumd
M33.13,ICD10CM,Other dermatomyositis without myopathy,1326705,rheumd
M33.19,ICD10CM,Other dermatomyositis with other organ involvement,45553168,rheumd
M31.10,ICD10CM,"Thrombotic microangiopathy, unspecified",766391,rheumd
M35.81,ICD10CM,Multisystem inflammatory syndrome,713856,rheumd
M35.2,ICD10CM,Behçet's disease,35208833,rheumd
M30.0,ICD10CM,Polyarteritis nodosa,35208811,rheumd
L94.1,ICD10CM,Linear scleroderma,35208703,rheumd
M06.20,ICD10CM,"Rheumatoid bursitis, unspecified site",45606057,rheumd
M06.80,ICD10CM,"Other specified rheumatoid arthritis, unspecified site",45548270,rheumd
M06.39,ICD10CM,"Rheumatoid nodule, multiple sites",45543440,rheumd
M45.1,ICD10CM,Ankylosing spondylitis of occipito-atlanto-axial region,45533840,rheumd
M45.3,ICD10CM,Ankylosing spondylitis of cervicothoracic region,45586969,rheumd
M45.7,ICD10CM,Ankylosing spondylitis of lumbosacral region,45601454,rheumd
M46.89,ICD10CM,"Other specified inflammatory spondylopathies, multiple sites in spine",45601460,rheumd
M46.88,ICD10CM,"Other specified inflammatory spondylopathies, sacral and sacrococcygeal region",45543586,rheumd
M46.91,ICD10CM,"Unspecified inflammatory spondylopathy, occipito-atlanto-axial region",45582153,rheumd
M46.96,ICD10CM,"Unspecified inflammatory spondylopathy, lumbar region",45553188,rheumd
M05.071,ICD10CM,"Felty's syndrome, right ankle and foot",45533690,rheumd
M05.10,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified site,45591686,rheumd
M05.131,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of right wrist,45543430,rheumd
M05.149,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified hand,45577094,rheumd
M05.159,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified hip,45538623,rheumd
M05.179,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot,45606040,rheumd
M05.19,ICD10CM,Rheumatoid lung disease with rheumatoid arthritis of multiple sites,45557754,rheumd
M05.222,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of left elbow,45586835,rheumd
M05.242,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of left hand,45606043,rheumd
M05.251,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of right hip,45577096,rheumd
M05.272,ICD10CM,Rheumatoid vasculitis with rheumatoid arthritis of left ankle and foot,45538625,rheumd
M05.339,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of unspecified wrist,45582007,rheumd
M05.342,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of left hand,45562587,rheumd
M05.371,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of right ankle and foot,45572331,rheumd
M05.39,ICD10CM,Rheumatoid heart disease with rheumatoid arthritis of multiple sites,45577098,rheumd
M05.419,ICD10CM,Rheumatoid myopathy with rheumatoid arthritis of unspecified shoulder,45596431,rheumd
M05.449,ICD10CM,Rheumatoid myopathy with rheumatoid arthritis of unspecified hand,45606045,rheumd
M05.442,ICD10CM,Rheumatoid myopathy with rheumatoid arthritis of left hand,45596432,rheumd
M05.462,ICD10CM,Rheumatoid myopathy with rheumatoid arthritis of left knee,45533694,rheumd
M05.531,ICD10CM,Rheumatoid polyneuropathy with rheumatoid arthritis of right wrist,45548257,rheumd
M05.561,ICD10CM,Rheumatoid polyneuropathy with rheumatoid arthritis of right knee,45548258,rheumd
M05.562,ICD10CM,Rheumatoid polyneuropathy with rheumatoid arthritis of left knee,45582012,rheumd
M05.571,ICD10CM,Rheumatoid polyneuropathy with rheumatoid arthritis of right ankle and foot,45538632,rheumd
M05.669,ICD10CM,Rheumatoid arthritis of unspecified knee with involvement of other organs and systems,45606048,rheumd
M05.712,ICD10CM,Rheumatoid arthritis with rheumatoid factor of left shoulder without organ or systems involvement,45543435,rheumd
M05.739,ICD10CM,Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement,45553044,rheumd
M05.832,ICD10CM,Other rheumatoid arthritis with rheumatoid factor of left wrist,45596440,rheumd
M05.849,ICD10CM,Other rheumatoid arthritis with rheumatoid factor of unspecified hand,45601282,rheumd
M05.862,ICD10CM,Other rheumatoid arthritis with rheumatoid factor of left knee,45553048,rheumd
M05.871,ICD10CM,Other rheumatoid arthritis with rheumatoid factor of right ankle and foot,45548265,rheumd
M06.012,ICD10CM,"Rheumatoid arthritis without rheumatoid factor, left shoulder",45533701,rheumd
M06.039,ICD10CM,"Rheumatoid arthritis without rheumatoid factor, unspecified wrist",45577106,rheumd
M06.061,ICD10CM,"Rheumatoid arthritis without rheumatoid factor, right knee",45601284,rheumd
M06.08,ICD10CM,"Rheumatoid arthritis without rheumatoid factor, vertebrae",45606056,rheumd
M06.249,ICD10CM,"Rheumatoid bursitis, unspecified hand",45577113,rheumd
M06.251,ICD10CM,"Rheumatoid bursitis, right hip",45586840,rheumd
M06.252,ICD10CM,"Rheumatoid bursitis, left hip",45601286,rheumd
M06.28,ICD10CM,"Rheumatoid bursitis, vertebrae",45572343,rheumd
M06.329,ICD10CM,"Rheumatoid nodule, unspecified elbow",45543439,rheumd
M06.369,ICD10CM,"Rheumatoid nodule, unspecified knee",45577116,rheumd
M06.832,ICD10CM,"Other specified rheumatoid arthritis, left wrist",45567423,rheumd
M06.88,ICD10CM,"Other specified rheumatoid arthritis, vertebrae",45567426,rheumd
M08.029,ICD10CM,"Unspecified juvenile rheumatoid arthritis, unspecified elbow",45586849,rheumd
M08.09,ICD10CM,"Unspecified juvenile rheumatoid arthritis, multiple sites",45548275,rheumd
M08.231,ICD10CM,"Juvenile rheumatoid arthritis with systemic onset, right wrist",45577123,rheumd
M08.239,ICD10CM,"Juvenile rheumatoid arthritis with systemic onset, unspecified wrist",45582019,rheumd
M08.249,ICD10CM,"Juvenile rheumatoid arthritis with systemic onset, unspecified hand",45548277,rheumd
M08.279,ICD10CM,"Juvenile rheumatoid arthritis with systemic onset, unspecified ankle and foot",45586852,rheumd
M08.29,ICD10CM,"Juvenile rheumatoid arthritis with systemic onset, multiple sites",45601299,rheumd
M08.411,ICD10CM,"Pauciarticular juvenile rheumatoid arthritis, right shoulder",45557770,rheumd
M08.432,ICD10CM,"Pauciarticular juvenile rheumatoid arthritis, left wrist",45548282,rheumd
M08.472,ICD10CM,"Pauciarticular juvenile rheumatoid arthritis, left ankle and foot",45533707,rheumd
M08.821,ICD10CM,"Other juvenile arthritis, right elbow",45591712,rheumd
M08.832,ICD10CM,"Other juvenile arthritis, left wrist",45548284,rheumd
M08.842,ICD10CM,"Other juvenile arthritis, left hand",45606079,rheumd
M08.862,ICD10CM,"Other juvenile arthritis, left knee",45557776,rheumd
M08.871,ICD10CM,"Other juvenile arthritis, right ankle and foot",45562606,rheumd
M08.939,ICD10CM,"Juvenile arthritis, unspecified, unspecified wrist",45601304,rheumd
M08.969,ICD10CM,"Juvenile arthritis, unspecified, unspecified knee",45533710,rheumd
M08.98,ICD10CM,"Juvenile arthritis, unspecified, vertebrae",45577130,rheumd
M12.069,ICD10CM,"Chronic postrheumatic arthropathy [Jaccoud], unspecified knee",45533726,rheumd
M12.071,ICD10CM,"Chronic postrheumatic arthropathy [Jaccoud], right ankle and foot",45606103,rheumd
M12.342,ICD10CM,"Palindromic rheumatism, left hand",45543472,rheumd
M33.20,ICD10CM,"Polymyositis, organ involvement unspecified",45548402,rheumd
M08.88,ICD10CM,"Other juvenile arthritis, other specified site",45553061,rheumd
M33.93,ICD10CM,"Dermatopolymyositis, unspecified without myopathy",1326706,rheumd
M35.4,ICD10CM,Diffuse (eosinophilic) fasciitis,35208835,rheumd
M08.0A,ICD10CM,"Unspecified juvenile rheumatoid arthritis, other specified site",725374,rheumd
M31.19,ICD10CM,Other thrombotic microangiopathy,766393,rheumd
M35.0B,ICD10CM,Sjögren syndrome with vasculitis,766399,rheumd
M45.A6,ICD10CM,Non-radiographic axial spondyloarthritis of lumbar region,766408,rheumd
M35.08,ICD10CM,Sjögren syndrome with gastrointestinal involvement,766397,rheumd
D69.51,ICD10CM,Posttransfusion purpura,45586120,coag
D69.3,ICD10CM,Immune thrombocytopenic purpura,35206770,coag
D68.52,ICD10CM,Prothrombin gene mutation,45561929,coag
D68.69,ICD10CM,Other thrombophilia,45571639,coag
D68.4,ICD10CM,Acquired coagulation factor deficiency,35206764,coag
D69.6,ICD10CM,"Thrombocytopenia, unspecified",35206772,coag
D65,ICD10CM,Disseminated intravascular coagulation [defibrination syndrome],35206758,coag
D68.8,ICD10CM,Other specified coagulation defects,35206765,coag
D68.311,ICD10CM,Acquired hemophilia,45605379,coag
D68.32,ICD10CM,Hemorrhagic disorder due to extrinsic circulating anticoagulants,45561928,coag
D68.59,ICD10CM,Other primary thrombophilia,45571638,coag
D68.9,ICD10CM,"Coagulation defect, unspecified",35206766,coag
D66,ICD10CM,Hereditary factor VIII deficiency,35206759,coag
D69.59,ICD10CM,Other secondary thrombocytopenia,45576412,coag
D68.318,ICD10CM,"Other hemorrhagic disorder due to intrinsic circulating anticoagulants, antibodies, or inhibitors",45576410,coag
D67,ICD10CM,Hereditary factor IX deficiency,35206760,coag
D68.61,ICD10CM,Antiphospholipid syndrome,45552361,coag
D69.42,ICD10CM,Congenital and hereditary thrombocytopenia purpura,45571640,coag
D68.312,ICD10CM,Antiphospholipid antibody with hemorrhagic disorder,45557090,coag
D69.41,ICD10CM,Evans syndrome,45557091,coag
D68.62,ICD10CM,Lupus anticoagulant syndrome,45595772,coag
D68.2,ICD10CM,Hereditary deficiency of other clotting factors,35206763,coag
D68.1,ICD10CM,Hereditary factor XI deficiency,35206762,coag
D68.0,ICD10CM,Von Willebrand disease,35206761,coag
D69.1,ICD10CM,Qualitative platelet defects,35206768,coag
D69.49,ICD10CM,Other primary thrombocytopenia,45542714,coag
D68.51,ICD10CM,Activated protein C resistance,45537927,coag
E66.1,ICD10CM,Drug-induced obesity,35207021,obes
E66.3,ICD10CM,Overweight,45586164,obes
E66.8,ICD10CM,Other obesity,35207023,obes
E66.9,ICD10CM,"Obesity, unspecified",35207024,obes
E66.01,ICD10CM,Morbid (severe) obesity due to excess calories,45600659,obes
E66.09,ICD10CM,Other obesity due to excess calories,45591051,obes
E66.2,ICD10CM,Morbid (severe) obesity with alveolar hypoventilation,35207022,obes
R64,ICD10CM,Cachexia,35211413,wloss
E41,ICD10CM,Nutritional marasmus,35206965,wloss
R63.4,ICD10CM,Abnormal weight loss,35211409,wloss
E46,ICD10CM,Unspecified protein-calorie malnutrition,35206971,wloss
E45,ICD10CM,Retarded development following protein-calorie malnutrition,35206970,wloss
E42,ICD10CM,Marasmic kwashiorkor,35206966,wloss
E44.0,ICD10CM,Moderate protein-calorie malnutrition,35206968,wloss
E40,ICD10CM,Kwashiorkor,35206964,wloss
E43,ICD10CM,Unspecified severe protein-calorie malnutrition,35206967,wloss
E44.1,ICD10CM,Mild protein-calorie malnutrition,35206969,wloss
E86.0,ICD10CM,Dehydration,45557144,fed
E87.5,ICD10CM,Hyperkalemia,35207097,fed
E87.1,ICD10CM,Hypo-osmolality and hyponatremia,35207093,fed
E86.1,ICD10CM,Hypovolemia,45581387,fed
E86.9,ICD10CM,"Volume depletion, unspecified",45576479,fed
E87.4,ICD10CM,Mixed disorder of acid-base balance,35207096,fed
E87.2,ICD10CM,Acidosis,35207094,fed
E87.6,ICD10CM,Hypokalemia,35207098,fed
E87.3,ICD10CM,Alkalosis,35207095,fed
E22.2,ICD10CM,Syndrome of inappropriate secretion of antidiuretic hormone,35206906,fed
E87.70,ICD10CM,"Fluid overload, unspecified",45576480,fed
E87.8,ICD10CM,"Other disorders of electrolyte and fluid balance, not elsewhere classified",35207100,fed
E87.0,ICD10CM,Hyperosmolality and hypernatremia,35207092,fed
E87.79,ICD10CM,Other fluid overload,45542781,fed
E87.71,ICD10CM,Transfusion associated circulatory overload,45542780,fed
D50.0,ICD10CM,Iron deficiency anemia secondary to blood loss (chronic),35206692,blane
D51.1,ICD10CM,Vitamin B12 deficiency anemia due to selective vitamin B12 malabsorption with proteinuria,35206697,dane
D52.9,ICD10CM,"Folate deficiency anemia, unspecified",35206705,dane
D51.2,ICD10CM,Transcobalamin II deficiency,35206698,dane
D52.1,ICD10CM,Drug-induced folate deficiency anemia,35206703,dane
D53.2,ICD10CM,Scorbutic anemia,35206708,dane
D51.0,ICD10CM,Vitamin B12 deficiency anemia due to intrinsic factor deficiency,35206696,dane
D53.9,ICD10CM,"Nutritional anemia, unspecified",35206710,dane
D50.8,ICD10CM,Other iron deficiency anemias,35206694,dane
D53.8,ICD10CM,Other specified nutritional anemias,35206709,dane
D52.0,ICD10CM,Dietary folate deficiency anemia,35206702,dane
D51.8,ICD10CM,Other vitamin B12 deficiency anemias,35206700,dane
D53.0,ICD10CM,Protein deficiency anemia,35206706,dane
D51.3,ICD10CM,Other dietary vitamin B12 deficiency anemia,35206699,dane
D51.9,ICD10CM,"Vitamin B12 deficiency anemia, unspecified",35206701,dane
D50.9,ICD10CM,"Iron deficiency anemia, unspecified",35206695,dane
D52.8,ICD10CM,Other folate deficiency anemias,35206704,dane
D53.1,ICD10CM,"Other megaloblastic anemias, not elsewhere classified",35206707,dane
K70.0,ICD10CM,Alcoholic fatty liver,35208330,alcohol
G62.1,ICD10CM,Alcoholic polyneuropathy,35207456,alcohol
F10.129,ICD10CM,"Alcohol abuse with intoxication, unspecified",45557154,alcohol
F10.121,ICD10CM,Alcohol abuse with intoxication delirium,45576493,alcohol
F10.19,ICD10CM,Alcohol abuse with unspecified alcohol-induced disorder,45576495,alcohol
F10.220,ICD10CM,"Alcohol dependence with intoxication, uncomplicated",45586188,alcohol
F10.251,ICD10CM,Alcohol dependence with alcohol-induced psychotic disorder with hallucinations,45557155,alcohol
F10.980,ICD10CM,"Alcohol use, unspecified with alcohol-induced anxiety disorder",45566781,alcohol
T51.0X2A,ICD10CM,"Toxic effect of ethanol, intentional self-harm, initial encounter",45585063,alcohol
T51.1X1A,ICD10CM,"Toxic effect of methanol, accidental (unintentional), initial encounter",45609161,alcohol
T51.1X3S,ICD10CM,"Toxic effect of methanol, assault, sequela",45585067,alcohol
T51.2X1D,ICD10CM,"Toxic effect of 2-Propanol, accidental (unintentional), subsequent encounter",45594751,alcohol
T51.2X3S,ICD10CM,"Toxic effect of 2-Propanol, assault, sequela",45565696,alcohol
T51.3X1A,ICD10CM,"Toxic effect of fusel oil, accidental (unintentional), initial encounter",45604395,alcohol
T51.3X3D,ICD10CM,"Toxic effect of fusel oil, assault, subsequent encounter",45541658,alcohol
T51.8X2S,ICD10CM,"Toxic effect of other alcohols, intentional self-harm, sequela",45585070,alcohol
T51.91XA,ICD10CM,"Toxic effect of unspecified alcohol, accidental (unintentional), initial encounter",45589895,alcohol
T51.92XA,ICD10CM,"Toxic effect of unspecified alcohol, intentional self-harm, initial encounter",45556091,alcohol
T51.94XS,ICD10CM,"Toxic effect of unspecified alcohol, undetermined, sequela",45589897,alcohol
K29.21,ICD10CM,Alcoholic gastritis with bleeding,45591582,alcohol
Z71.41,ICD10CM,Alcohol abuse counseling and surveillance of alcoholic,45537666,alcohol
K70.31,ICD10CM,Alcoholic cirrhosis of liver with ascites,45538545,alcohol
E52,ICD10CM,Niacin deficiency [pellagra],35206985,alcohol
F10.132,ICD10CM,Alcohol abuse with withdrawal with perceptual disturbance,725274,alcohol
F10.181,ICD10CM,Alcohol abuse with alcohol-induced sexual dysfunction,45600694,alcohol
F10.182,ICD10CM,Alcohol abuse with alcohol-induced sleep disorder,45538006,alcohol
F10.29,ICD10CM,Alcohol dependence with unspecified alcohol-induced disorder,45591084,alcohol
F10.99,ICD10CM,"Alcohol use, unspecified with unspecified alcohol-induced disorder",45605456,alcohol
T51.0X4D,ICD10CM,"Toxic effect of ethanol, undetermined, subsequent encounter",45536868,alcohol
T51.0X4S,ICD10CM,"Toxic effect of ethanol, undetermined, sequela",45585065,alcohol
T51.1X2D,ICD10CM,"Toxic effect of methanol, intentional self-harm, subsequent encounter",45536869,alcohol
T51.1X2S,ICD10CM,"Toxic effect of methanol, intentional self-harm, sequela",45585066,alcohol
T51.2X2S,ICD10CM,"Toxic effect of 2-Propanol, intentional self-harm, sequela",45556089,alcohol
T51.2X3A,ICD10CM,"Toxic effect of 2-Propanol, assault, initial encounter",45551309,alcohol
T51.3X4S,ICD10CM,"Toxic effect of fusel oil, undetermined, sequela",45585069,alcohol
T51.8X2A,ICD10CM,"Toxic effect of other alcohols, intentional self-harm, initial encounter",45565697,alcohol
F10.11,ICD10CM,"Alcohol abuse, in remission",1326497,alcohol
F10.20,ICD10CM,"Alcohol dependence, uncomplicated",45586187,alcohol
F10.221,ICD10CM,Alcohol dependence with intoxication delirium,45586189,alcohol
F10.250,ICD10CM,Alcohol dependence with alcohol-induced psychotic disorder with delusions,45562003,alcohol
F10.26,ICD10CM,Alcohol dependence with alcohol-induced persisting amnestic disorder,45595847,alcohol
F10.27,ICD10CM,Alcohol dependence with alcohol-induced persisting dementia,45566776,alcohol
F10.280,ICD10CM,Alcohol dependence with alcohol-induced anxiety disorder,45566777,alcohol
F10.950,ICD10CM,"Alcohol use, unspecified with alcohol-induced psychotic disorder with delusions",45566779,alcohol
F10.982,ICD10CM,"Alcohol use, unspecified with alcohol-induced sleep disorder",45562005,alcohol
T51.1X4A,ICD10CM,"Toxic effect of methanol, undetermined, initial encounter",45546513,alcohol
T51.1X4D,ICD10CM,"Toxic effect of methanol, undetermined, subsequent encounter",45546514,alcohol
T51.2X3D,ICD10CM,"Toxic effect of 2-Propanol, assault, subsequent encounter",45560875,alcohol
T51.3X2S,ICD10CM,"Toxic effect of fusel oil, intentional self-harm, sequela",45570555,alcohol
T51.8X3D,ICD10CM,"Toxic effect of other alcohols, assault, subsequent encounter",45570556,alcohol
T51.91XS,ICD10CM,"Toxic effect of unspecified alcohol, accidental (unintentional), sequela",45565699,alcohol
T51.92XD,ICD10CM,"Toxic effect of unspecified alcohol, intentional self-harm, subsequent encounter",45589896,alcohol
T51.93XD,ICD10CM,"Toxic effect of unspecified alcohol, assault, subsequent encounter",45546516,alcohol
K29.20,ICD10CM,Alcoholic gastritis without bleeding,45596315,alcohol
K70.30,ICD10CM,Alcoholic cirrhosis of liver without ascites,45605952,alcohol
K70.9,ICD10CM,"Alcoholic liver disease, unspecified",35208332,alcohol
F10.21,ICD10CM,"Alcohol dependence, in remission",45581405,alcohol
F10.14,ICD10CM,Alcohol abuse with alcohol-induced mood disorder,45581404,alcohol
F10.159,ICD10CM,"Alcohol abuse with alcohol-induced psychotic disorder, unspecified",45571707,alcohol
F10.24,ICD10CM,Alcohol dependence with alcohol-induced mood disorder,45562002,alcohol
F10.281,ICD10CM,Alcohol dependence with alcohol-induced sexual dysfunction,45591083,alcohol
F10.920,ICD10CM,"Alcohol use, unspecified with intoxication, uncomplicated",45595851,alcohol
F10.929,ICD10CM,"Alcohol use, unspecified with intoxication, unspecified",45552432,alcohol
F10.96,ICD10CM,"Alcohol use, unspecified with alcohol-induced persisting amnestic disorder",45566780,alcohol
F10.988,ICD10CM,"Alcohol use, unspecified with other alcohol-induced disorder",45576497,alcohol
T51.0X4A,ICD10CM,"Toxic effect of ethanol, undetermined, initial encounter",45594748,alcohol
T51.2X1A,ICD10CM,"Toxic effect of 2-Propanol, accidental (unintentional), initial encounter",45594750,alcohol
T51.2X4S,ICD10CM,"Toxic effect of 2-Propanol, undetermined, sequela",45580252,alcohol
T51.3X2A,ICD10CM,"Toxic effect of fusel oil, intentional self-harm, initial encounter",45585068,alcohol
T51.8X1S,ICD10CM,"Toxic effect of other alcohols, accidental (unintentional), sequela",45609163,alcohol
T51.8X4A,ICD10CM,"Toxic effect of other alcohols, undetermined, initial encounter",45551312,alcohol
T51.91XD,ICD10CM,"Toxic effect of unspecified alcohol, accidental (unintentional), subsequent encounter",45599578,alcohol
T51.92XS,ICD10CM,"Toxic effect of unspecified alcohol, intentional self-harm, sequela",45575404,alcohol
F10.130,ICD10CM,"Alcohol abuse with withdrawal, uncomplicated",725272,alcohol
I42.6,ICD10CM,Alcoholic cardiomyopathy,35207761,alcohol
F10.151,ICD10CM,Alcohol abuse with alcohol-induced psychotic disorder with hallucinations,45595846,alcohol
F10.180,ICD10CM,Alcohol abuse with alcohol-induced anxiety disorder,45600693,alcohol
F10.232,ICD10CM,Alcohol dependence with withdrawal with perceptual disturbance,45566775,alcohol
F10.282,ICD10CM,Alcohol dependence with alcohol-induced sleep disorder,45600696,alcohol
F10.288,ICD10CM,Alcohol dependence with other alcohol-induced disorder,45571709,alcohol
T51.0X1A,ICD10CM,"Toxic effect of ethanol, accidental (unintentional), initial encounter",45575401,alcohol
T51.0X1S,ICD10CM,"Toxic effect of ethanol, accidental (unintentional), sequela",45556087,alcohol
T51.0X2D,ICD10CM,"Toxic effect of ethanol, intentional self-harm, subsequent encounter",45585064,alcohol
T51.1X3A,ICD10CM,"Toxic effect of methanol, assault, initial encounter",45604394,alcohol
T51.2X4A,ICD10CM,"Toxic effect of 2-Propanol, undetermined, initial encounter",45536871,alcohol
T51.3X3A,ICD10CM,"Toxic effect of fusel oil, assault, initial encounter",45541657,alcohol
T51.8X4D,ICD10CM,"Toxic effect of other alcohols, undetermined, subsequent encounter",45580255,alcohol
T51.8X4S,ICD10CM,"Toxic effect of other alcohols, undetermined, sequela",45565698,alcohol
T51.93XS,ICD10CM,"Toxic effect of unspecified alcohol, assault, sequela",45546517,alcohol
F10.10,ICD10CM,"Alcohol abuse, uncomplicated",45595845,alcohol
F10.94,ICD10CM,"Alcohol use, unspecified with alcohol-induced mood disorder",45542791,alcohol
F10.951,ICD10CM,"Alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations",45591087,alcohol
F10.959,ICD10CM,"Alcohol use, unspecified with alcohol-induced psychotic disorder, unspecified",45586192,alcohol
F10.97,ICD10CM,"Alcohol use, unspecified with alcohol-induced persisting dementia",45547675,alcohol
T51.0X3S,ICD10CM,"Toxic effect of ethanol, assault, sequela",45556088,alcohol
T51.1X1D,ICD10CM,"Toxic effect of methanol, accidental (unintentional), subsequent encounter",45594749,alcohol
T51.1X1S,ICD10CM,"Toxic effect of methanol, accidental (unintentional), sequela",45551307,alcohol
T51.2X1S,ICD10CM,"Toxic effect of 2-Propanol, accidental (unintentional), sequela",45575402,alcohol
T51.2X2A,ICD10CM,"Toxic effect of 2-Propanol, intentional self-harm, initial encounter",45560874,alcohol
T51.2X2D,ICD10CM,"Toxic effect of 2-Propanol, intentional self-harm, subsequent encounter",45594752,alcohol
T51.3X1D,ICD10CM,"Toxic effect of fusel oil, accidental (unintentional), subsequent encounter",45541656,alcohol
T51.3X4D,ICD10CM,"Toxic effect of fusel oil, undetermined, subsequent encounter",45580254,alcohol
T51.8X3S,ICD10CM,"Toxic effect of other alcohols, assault, sequela",45604397,alcohol
T51.93XA,ICD10CM,"Toxic effect of unspecified alcohol, assault, initial encounter",45536873,alcohol
T51.94XA,ICD10CM,"Toxic effect of unspecified alcohol, undetermined, initial encounter",45551313,alcohol
F10.188,ICD10CM,Alcohol abuse with other alcohol-induced disorder,45576494,alcohol
F10.230,ICD10CM,"Alcohol dependence with withdrawal, uncomplicated",45586190,alcohol
F10.921,ICD10CM,"Alcohol use, unspecified with intoxication delirium",45566778,alcohol
T51.0X2S,ICD10CM,"Toxic effect of ethanol, intentional self-harm, sequela",45604393,alcohol
T51.0X3A,ICD10CM,"Toxic effect of ethanol, assault, initial encounter",45541654,alcohol
T51.0X3D,ICD10CM,"Toxic effect of ethanol, assault, subsequent encounter",45609160,alcohol
T51.1X3D,ICD10CM,"Toxic effect of methanol, assault, subsequent encounter",45536870,alcohol
T51.1X4S,ICD10CM,"Toxic effect of methanol, undetermined, sequela",45589892,alcohol
T51.2X4D,ICD10CM,"Toxic effect of 2-Propanol, undetermined, subsequent encounter",45556090,alcohol
T51.3X2D,ICD10CM,"Toxic effect of fusel oil, intentional self-harm, subsequent encounter",45609162,alcohol
T51.8X3A,ICD10CM,"Toxic effect of other alcohols, assault, initial encounter",45536872,alcohol
T51.94XD,ICD10CM,"Toxic effect of unspecified alcohol, undetermined, subsequent encounter",45556092,alcohol
Z71.42,ICD10CM,Counseling for family member of alcoholic,45542451,alcohol
F10.931,ICD10CM,"Alcohol use, unspecified with withdrawal delirium",725278,alcohol
F10.932,ICD10CM,"Alcohol use, unspecified with withdrawal with perceptual disturbance",725279,alcohol
F10.939,ICD10CM,"Alcohol use, unspecified with withdrawal, unspecified",725280,alcohol
F10.120,ICD10CM,"Alcohol abuse with intoxication, uncomplicated",45538005,alcohol
