code,code_type,description,concept_id,code_class
C81.14,ICD10CM,"Nodular sclerosis Hodgkin lymphoma, lymph nodes of axilla and upper limb",45532942,lymph
C81.21,ICD10CM,"Mixed cellularity Hodgkin lymphoma, lymph nodes of head, face, and neck",45552291,lymph
C81.36,ICD10CM,"Lymphocyte depleted Hodgkin lymphoma, intrapelvic lymph nodes",45605295,lymph
C84.12,ICD10CM,"Sézary disease, intrathoracic lymph nodes",45557032,lymph
C84.17,ICD10CM,"Sézary disease, spleen",45605315,lymph
C83.77,ICD10CM,"Burkitt lymphoma, spleen",45537860,lymph
C81.00,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, unspecified site",45581228,lymph
C81.05,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",45590928,lymph
C81.96,ICD10CM,"Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",45557022,lymph
C82.08,ICD10CM,"Follicular lymphoma grade I, lymph nodes of multiple sites",45532945,lymph
C82.09,ICD10CM,"Follicular lymphoma grade I, extranodal and solid organ sites",45571550,lymph
C82.15,ICD10CM,"Follicular lymphoma grade II, lymph nodes of inguinal region and lower limb",45561843,lymph
C82.16,ICD10CM,"Follicular lymphoma grade II, intrapelvic lymph nodes",45576349,lymph
C82.25,ICD10CM,"Follicular lymphoma grade III, unspecified, lymph nodes of inguinal region and lower limb",45547534,lymph
C82.34,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of axilla and upper limb",45532947,lymph
C82.35,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of inguinal region and lower limb",45595702,lymph
C82.55,ICD10CM,"Diffuse follicle center lymphoma, lymph nodes of inguinal region and lower limb",45581236,lymph
C82.67,ICD10CM,"Cutaneous follicle center lymphoma, spleen",45571553,lymph
C82.81,ICD10CM,"Other types of follicular lymphoma, lymph nodes of head, face, and neck",45595703,lymph
C82.83,ICD10CM,"Other types of follicular lymphoma, intra-abdominal lymph nodes",45586037,lymph
C82.89,ICD10CM,"Other types of follicular lymphoma, extranodal and solid organ sites",45561847,lymph
C82.91,ICD10CM,"Follicular lymphoma, unspecified, lymph nodes of head, face, and neck",45542645,lymph
C82.94,ICD10CM,"Follicular lymphoma, unspecified, lymph nodes of axilla and upper limb",45581239,lymph
C82.96,ICD10CM,"Follicular lymphoma, unspecified, intrapelvic lymph nodes",45552301,lymph
C83.05,ICD10CM,"Small cell B-cell lymphoma, lymph nodes of inguinal region and lower limb",45590940,lymph
C83.15,ICD10CM,"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb",45586041,lymph
C83.16,ICD10CM,"Mantle cell lymphoma, intrapelvic lymph nodes",45547539,lymph
C83.18,ICD10CM,"Mantle cell lymphoma, lymph nodes of multiple sites",45595704,lymph
C83.31,ICD10CM,"Diffuse large B-cell lymphoma, lymph nodes of head, face, and neck",45561852,lymph
C83.32,ICD10CM,"Diffuse large B-cell lymphoma, intrathoracic lymph nodes",45595705,lymph
C83.55,ICD10CM,"Lymphoblastic (diffuse) lymphoma, lymph nodes of inguinal region and lower limb",45595706,lymph
C83.59,ICD10CM,"Lymphoblastic (diffuse) lymphoma, extranodal and solid organ sites",45590944,lymph
C83.79,ICD10CM,"Burkitt lymphoma, extranodal and solid organ sites",45605310,lymph
C83.90,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, unspecified site",45571557,lymph
C83.94,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of axilla and upper limb",45590947,lymph
C83.96,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, intrapelvic lymph nodes",45600552,lymph
C84.19,ICD10CM,"Sézary disease, extranodal and solid organ sites",45557033,lymph
C84.65,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of inguinal region and lower limb",45576361,lymph
C84.74,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of axilla and upper limb",45547545,lymph
C84.95,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of inguinal region and lower limb",45542656,lymph
C84.A1,ICD10CM,"Cutaneous T-cell lymphoma, unspecified lymph nodes of head, face, and neck",45600558,lymph
C84.A3,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, intra-abdominal lymph nodes",45566639,lymph
C84.A5,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of inguinal region and lower limb",45537867,lymph
C84.A8,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of multiple sites",45581246,lymph
C84.Z4,ICD10CM,"Other mature T/NK-cell lymphomas, lymph nodes of axilla and upper limb",45590953,lymph
C85.86,ICD10CM,"Other specified types of non-Hodgkin lymphoma, intrapelvic lymph nodes",45586058,lymph
C85.90,ICD10CM,"Non-Hodgkin lymphoma, unspecified, unspecified site",45590959,lymph
C85.96,ICD10CM,"Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",45600560,lymph
C81.75,ICD10CM,"Other Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",45552295,lymph
C81.77,ICD10CM,"Other Hodgkin lymphoma, spleen",45547533,lymph
C96.20,ICD10CM,"Malignant mast cell neoplasm, unspecified",1326484,lymph
C84.7A,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, breast",766341,lymph
C88.3,ICD10CM,Immunoproliferative small intestinal disease,35206428,lymph
C81.47,ICD10CM,"Lymphocyte-rich Hodgkin lymphoma, spleen",45605297,lymph
C81.48,ICD10CM,"Lymphocyte-rich Hodgkin lymphoma, lymph nodes of multiple sites",45600537,lymph
C81.22,ICD10CM,"Mixed cellularity Hodgkin lymphoma, intrathoracic lymph nodes",45605292,lymph
C81.37,ICD10CM,"Lymphocyte depleted Hodgkin lymphoma, spleen",45605296,lymph
C84.16,ICD10CM,"Sézary disease, intrapelvic lymph nodes",45581244,lymph
C88.8,ICD10CM,Other malignant immunoproliferative diseases,45547551,lymph
C96.Z,ICD10CM,"Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",45581267,lymph
C88.9,ICD10CM,"Malignant immunoproliferative disease, unspecified",35206430,lymph
C83.17,ICD10CM,"Mantle cell lymphoma, spleen",45586042,lymph
C81.01,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck",45557019,lymph
C81.03,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, intra-abdominal lymph nodes",45561837,lymph
C81.08,ICD10CM,"Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of multiple sites",45595694,lymph
C81.90,ICD10CM,"Hodgkin lymphoma, unspecified, unspecified site",45600540,lymph
C81.98,ICD10CM,"Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",45581233,lymph
C82.06,ICD10CM,"Follicular lymphoma grade I, intrapelvic lymph nodes",45590933,lymph
C82.11,ICD10CM,"Follicular lymphoma grade II, lymph nodes of head, face, and neck",45537851,lymph
C82.14,ICD10CM,"Follicular lymphoma grade II, lymph nodes of axilla and upper limb",45571551,lymph
C82.18,ICD10CM,"Follicular lymphoma grade II, lymph nodes of multiple sites",45537852,lymph
C82.31,ICD10CM,"Follicular lymphoma grade IIIa, lymph nodes of head, face, and neck",45552298,lymph
C82.45,ICD10CM,"Follicular lymphoma grade IIIb, lymph nodes of inguinal region and lower limb",45542641,lymph
C82.53,ICD10CM,"Diffuse follicle center lymphoma, intra-abdominal lymph nodes",45586035,lymph
C82.57,ICD10CM,"Diffuse follicle center lymphoma, spleen",45537855,lymph
C82.68,ICD10CM,"Cutaneous follicle center lymphoma, lymph nodes of multiple sites",45600545,lymph
C82.84,ICD10CM,"Other types of follicular lymphoma, lymph nodes of axilla and upper limb",45586038,lymph
C82.95,ICD10CM,"Follicular lymphoma, unspecified, lymph nodes of inguinal region and lower limb",45566633,lymph
C83.10,ICD10CM,"Mantle cell lymphoma, unspecified site",45576357,lymph
C83.52,ICD10CM,"Lymphoblastic (diffuse) lymphoma, intrathoracic lymph nodes",45552303,lymph
C83.83,ICD10CM,"Other non-follicular lymphoma, intra-abdominal lymph nodes",45561855,lymph
C83.95,ICD10CM,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of inguinal region and lower limb",45537861,lymph
C84.69,ICD10CM,"Anaplastic large cell lymphoma, ALK-positive, extranodal and solid organ sites",45600556,lymph
C84.71,ICD10CM,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of head, face, and neck",45605320,lymph
C84.91,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of head, face, and neck",45586054,lymph
C84.92,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, intrathoracic lymph nodes",45600557,lymph
C84.97,ICD10CM,"Mature T/NK-cell lymphomas, unspecified, spleen",45581245,lymph
C84.A4,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of axilla and upper limb",45532955,lymph
C84.A6,ICD10CM,"Cutaneous T-cell lymphoma, unspecified, intrapelvic lymph nodes",45542657,lymph
C84.Z0,ICD10CM,"Other mature T/NK-cell lymphomas, unspecified site",45590952,lymph
C85.20,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, unspecified site",45590956,lymph
C85.23,ICD10CM,"Mediastinal (thymic) large B-cell lymphoma, intra-abdominal lymph nodes",45590957,lymph
C85.83,ICD10CM,"Other specified types of non-Hodgkin lymphoma, intra-abdominal lymph nodes",45566643,lymph
C85.91,ICD10CM,"Non-Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",45557036,lymph
C85.95,ICD10CM,"Non-Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",45547550,lymph
C82.63,ICD10CM,"Cutaneous follicle center lymphoma, intra-abdominal lymph nodes",45605302,lymph
C82.61,ICD10CM,"Cutaneous follicle center lymphoma, lymph nodes of head, face, and neck",45605301,lymph
C81.20,ICD10CM,"Mixed cellularity Hodgkin lymphoma, unspecified site",45590929,lymph
C81.39,ICD10CM,"Lymphocyte depleted Hodgkin lymphoma, extranodal and solid organ sites",45542636,lymph
C81.73,ICD10CM,"Other Hodgkin lymphoma, intra-abdominal lymph nodes",45600538,lymph
C81.74,ICD10CM,"Other Hodgkin lymphoma, lymph nodes of axilla and upper limb",45566627,lymph
C84.49,ICD10CM,"Peripheral T-cell lymphoma, not elsewhere classified, extranodal and solid organ sites",45542655,lymph
C77.3,ICD10CM,Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,35206322,metacanc
C78.2,ICD10CM,Secondary malignant neoplasm of pleura,35206328,metacanc
C79.89,ICD10CM,Secondary malignant neoplasm of other specified sites,45532939,metacanc
C79.31,ICD10CM,Secondary malignant neoplasm of brain,45557016,metacanc
C80.2,ICD10CM,Malignant neoplasm associated with transplanted organ,45557018,metacanc
C78.00,ICD10CM,Secondary malignant neoplasm of unspecified lung,45586027,metacanc
C80.1,ICD10CM,"Malignant (primary) neoplasm, unspecified",45561836,metacanc
C78.6,ICD10CM,Secondary malignant neoplasm of retroperitoneum and peritoneum,35206331,metacanc
C78.4,ICD10CM,Secondary malignant neoplasm of small intestine,35206329,metacanc
C79.32,ICD10CM,Secondary malignant neoplasm of cerebral meninges,45537843,metacanc
C78.30,ICD10CM,Secondary malignant neoplasm of unspecified respiratory organ,45542628,metacanc
C79.01,ICD10CM,Secondary malignant neoplasm of right kidney and renal pelvis,45552283,metacanc
C79.10,ICD10CM,Secondary malignant neoplasm of unspecified urinary organs,45595689,metacanc
C79.63,ICD10CM,Secondary malignant neoplasm of bilateral ovaries,766340,metacanc
C79.2,ICD10CM,Secondary malignant neoplasm of skin,35206333,metacanc
C79.49,ICD10CM,Secondary malignant neoplasm of other parts of nervous system,45532937,metacanc
C77.8,ICD10CM,Secondary and unspecified malignant neoplasm of lymph nodes of multiple regions,35206325,metacanc
C79.81,ICD10CM,Secondary malignant neoplasm of breast,45542630,metacanc
C77.9,ICD10CM,"Secondary and unspecified malignant neoplasm of lymph node, unspecified",35206326,metacanc
C78.1,ICD10CM,Secondary malignant neoplasm of mediastinum,35206327,metacanc
C79.52,ICD10CM,Secondary malignant neoplasm of bone marrow,45552286,metacanc
C79.11,ICD10CM,Secondary malignant neoplasm of bladder,45600527,metacanc
C77.4,ICD10CM,Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes,35206323,metacanc
C79.61,ICD10CM,Secondary malignant neoplasm of right ovary,45542629,metacanc
C78.80,ICD10CM,Secondary malignant neoplasm of unspecified digestive organ,45605288,metacanc
C79.19,ICD10CM,Secondary malignant neoplasm of other urinary organs,45537842,metacanc
C79.70,ICD10CM,Secondary malignant neoplasm of unspecified adrenal gland,45576342,metacanc
C79.9,ICD10CM,Secondary malignant neoplasm of unspecified site,920115,metacanc
C79.51,ICD10CM,Secondary malignant neoplasm of bone,45552285,metacanc
C78.89,ICD10CM,Secondary malignant neoplasm of other digestive organs,45576340,metacanc
C77.2,ICD10CM,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,35206321,metacanc
C77.5,ICD10CM,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,35206324,metacanc
C79.40,ICD10CM,Secondary malignant neoplasm of unspecified part of nervous system,45561833,metacanc
C79.60,ICD10CM,Secondary malignant neoplasm of unspecified ovary,45561834,metacanc
C77.1,ICD10CM,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,35206320,metacanc
C78.7,ICD10CM,Secondary malignant neoplasm of liver and intrahepatic bile duct,35206332,metacanc
C79.72,ICD10CM,Secondary malignant neoplasm of left adrenal gland,45605289,metacanc
C80.0,ICD10CM,"Disseminated malignant neoplasm, unspecified",35206334,metacanc
C77.0,ICD10CM,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck",35206319,metacanc
C78.5,ICD10CM,Secondary malignant neoplasm of large intestine and rectum,35206330,metacanc
C78.02,ICD10CM,Secondary malignant neoplasm of left lung,45552281,metacanc
C79.02,ICD10CM,Secondary malignant neoplasm of left kidney and renal pelvis,45600526,metacanc
C79.71,ICD10CM,Secondary malignant neoplasm of right adrenal gland,45576343,metacanc
C79.82,ICD10CM,Secondary malignant neoplasm of genital organs,45600528,metacanc
C79.62,ICD10CM,Secondary malignant neoplasm of left ovary,45571541,metacanc
C78.39,ICD10CM,Secondary malignant neoplasm of other respiratory organs,45557015,metacanc
C78.01,ICD10CM,Secondary malignant neoplasm of right lung,45537840,metacanc
C79.00,ICD10CM,Secondary malignant neoplasm of unspecified kidney and renal pelvis,45576341,metacanc
C18.9,ICD10CM,"Malignant neoplasm of colon, unspecified",35206139,solidtum
C45.9,ICD10CM,"Mesothelioma, unspecified",35206212,solidtum
C46.9,ICD10CM,"Kaposi's sarcoma, unspecified",35206218,solidtum
C52,ICD10CM,Malignant neoplasm of vagina,35206242,solidtum
C02.9,ICD10CM,"Malignant neoplasm of tongue, unspecified",35206063,solidtum
C03.0,ICD10CM,Malignant neoplasm of upper gum,35206064,solidtum
C05.0,ICD10CM,Malignant neoplasm of hard palate,35206071,solidtum
C09.1,ICD10CM,Malignant neoplasm of tonsillar pillar (anterior) (posterior),35206085,solidtum
C17.1,ICD10CM,Malignant neoplasm of jejunum,35206125,solidtum
C18.7,ICD10CM,Malignant neoplasm of sigmoid colon,35206137,solidtum
C21.1,ICD10CM,Malignant neoplasm of anal canal,35206143,solidtum
C21.0,ICD10CM,"Malignant neoplasm of anus, unspecified",35206142,solidtum
C24.0,ICD10CM,Malignant neoplasm of extrahepatic bile duct,35206154,solidtum
C24.1,ICD10CM,Malignant neoplasm of ampulla of Vater,35206155,solidtum
C26.1,ICD10CM,Malignant neoplasm of spleen,35206167,solidtum
C38.2,ICD10CM,Malignant neoplasm of posterior mediastinum,35206188,solidtum
C46.4,ICD10CM,Kaposi's sarcoma of gastrointestinal sites,45566592,solidtum
C53.0,ICD10CM,Malignant neoplasm of endocervix,35206243,solidtum
C60.0,ICD10CM,Malignant neoplasm of prepuce,35206261,solidtum
C63.9,ICD10CM,"Malignant neoplasm of male genital organ, unspecified",35206270,solidtum
C68.0,ICD10CM,Malignant neoplasm of urethra,35206284,solidtum
C68.1,ICD10CM,Malignant neoplasm of paraurethral glands,35206285,solidtum
C72.0,ICD10CM,Malignant neoplasm of spinal cord,35206301,solidtum
C75.9,ICD10CM,"Malignant neoplasm of endocrine gland, unspecified",35206312,solidtum
C45.2,ICD10CM,Mesothelioma of pericardium,35206210,solidtum
C49.0,ICD10CM,"Malignant neoplasm of connective and soft tissue of head, face and neck",35206230,solidtum
C63.7,ICD10CM,Malignant neoplasm of other specified male genital organs,35206268,solidtum
C63.8,ICD10CM,Malignant neoplasm of overlapping sites of male genital organs,35206269,solidtum
C53.8,ICD10CM,Malignant neoplasm of overlapping sites of cervix uteri,35206245,solidtum
C11.8,ICD10CM,Malignant neoplasm of overlapping sites of nasopharynx,35206099,solidtum
C43.8,ICD10CM,Malignant melanoma of overlapping sites of skin,35206202,solidtum
C05.8,ICD10CM,Malignant neoplasm of overlapping sites of palate,35206074,solidtum
C51.8,ICD10CM,Malignant neoplasm of overlapping sites of vulva,35206240,solidtum
C34.31,ICD10CM,"Malignant neoplasm of lower lobe, right bronchus or lung",45581205,solidtum
C40.12,ICD10CM,Malignant neoplasm of short bones of left upper limb,45542594,solidtum
C43.72,ICD10CM,"Malignant melanoma of left lower limb, including hip",45547490,solidtum
C47.10,ICD10CM,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",45542609,solidtum
C47.11,ICD10CM,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",45595661,solidtum
C49.10,ICD10CM,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",45576319,solidtum
C50.411,ICD10CM,Malignant neoplasm of upper-outer quadrant of right female breast,45537821,solidtum
C50.412,ICD10CM,Malignant neoplasm of upper-outer quadrant of left female breast,45561817,solidtum
C50.422,ICD10CM,Malignant neoplasm of upper-outer quadrant of left male breast,45600508,solidtum
C65.1,ICD10CM,Malignant neoplasm of right renal pelvis,45537828,solidtum
C69.41,ICD10CM,Malignant neoplasm of right ciliary body,45561824,solidtum
C69.50,ICD10CM,Malignant neoplasm of unspecified lacrimal gland and duct,45547515,solidtum
C72.22,ICD10CM,Malignant neoplasm of left olfactory nerve,45547517,solidtum
C72.50,ICD10CM,Malignant neoplasm of unspecified cranial nerve,45566614,solidtum
C72.59,ICD10CM,Malignant neoplasm of other cranial nerves,45547518,solidtum
C74.10,ICD10CM,Malignant neoplasm of medulla of unspecified adrenal gland,45542623,solidtum
C76.52,ICD10CM,Malignant neoplasm of left lower limb,45571537,solidtum
C43.111,ICD10CM,"Malignant melanoma of right upper eyelid, including canthus",1595483,solidtum
C43.112,ICD10CM,"Malignant melanoma of right lower eyelid, including canthus",1595484,solidtum
C73,ICD10CM,Malignant neoplasm of thyroid gland,35206304,solidtum
C02.3,ICD10CM,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified",35206060,solidtum
C08.1,ICD10CM,Malignant neoplasm of sublingual gland,35206082,solidtum
C05.1,ICD10CM,Malignant neoplasm of soft palate,35206072,solidtum
C06.9,ICD10CM,"Malignant neoplasm of mouth, unspecified",35206079,solidtum
C11.1,ICD10CM,Malignant neoplasm of posterior wall of nasopharynx,35206096,solidtum
C16.1,ICD10CM,Malignant neoplasm of fundus of stomach,35206116,solidtum
C16.5,ICD10CM,"Malignant neoplasm of lesser curvature of stomach, unspecified",35206120,solidtum
C18.5,ICD10CM,Malignant neoplasm of splenic flexure,35206135,solidtum
C32.3,ICD10CM,Malignant neoplasm of laryngeal cartilage,35206180,solidtum
C41.1,ICD10CM,Malignant neoplasm of mandible,35206195,solidtum
C41.4,ICD10CM,"Malignant neoplasm of pelvic bones, sacrum and coccyx",35206198,solidtum
C46.2,ICD10CM,Kaposi's sarcoma of palate,35206215,solidtum
C58,ICD10CM,Malignant neoplasm of placenta,35206260,solidtum
C71.1,ICD10CM,Malignant neoplasm of frontal lobe,35206292,solidtum
C71.2,ICD10CM,Malignant neoplasm of temporal lobe,35206293,solidtum
C70.1,ICD10CM,Malignant neoplasm of spinal meninges,35206289,solidtum
C75.4,ICD10CM,Malignant neoplasm of carotid body,35206309,solidtum
C49.3,ICD10CM,Malignant neoplasm of connective and soft tissue of thorax,35206231,solidtum
C25.9,ICD10CM,"Malignant neoplasm of pancreas, unspecified",35206165,solidtum
C22.4,ICD10CM,Other sarcomas of liver,35206150,solidtum
C45.7,ICD10CM,Mesothelioma of other sites,35206211,solidtum
C47.5,ICD10CM,Malignant neoplasm of peripheral nerves of pelvis,35206222,solidtum
C32.8,ICD10CM,Malignant neoplasm of overlapping sites of larynx,35206181,solidtum
C16.8,ICD10CM,Malignant neoplasm of overlapping sites of stomach,35206122,solidtum
C51.9,ICD10CM,"Malignant neoplasm of vulva, unspecified",35206241,solidtum
C00.5,ICD10CM,"Malignant neoplasm of lip, unspecified, inner aspect",35206052,solidtum
C13.2,ICD10CM,Malignant neoplasm of posterior wall of hypopharynx,35206104,solidtum
C25.7,ICD10CM,Malignant neoplasm of other parts of pancreas,35206163,solidtum
C00.2,ICD10CM,"Malignant neoplasm of external lip, unspecified",35206049,solidtum
C07,ICD10CM,Malignant neoplasm of parotid gland,35206080,solidtum
C06.89,ICD10CM,Malignant neoplasm of overlapping sites of other parts of mouth,45561783,solidtum
C34.91,ICD10CM,Malignant neoplasm of unspecified part of right bronchus or lung,45600488,solidtum
C34.92,ICD10CM,Malignant neoplasm of unspecified part of left bronchus or lung,45581206,solidtum
C40.80,ICD10CM,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,45537802,solidtum
C40.81,ICD10CM,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,45581210,solidtum
C40.90,ICD10CM,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,45571499,solidtum
C40.91,ICD10CM,Malignant neoplasm of unspecified bones and articular cartilage of right limb,45605269,solidtum
C43.20,ICD10CM,Malignant melanoma of unspecified ear and external auricular canal,45561798,solidtum
C43.21,ICD10CM,Malignant melanoma of right ear and external auricular canal,45571502,solidtum
C43.31,ICD10CM,Malignant melanoma of nose,45542598,solidtum
C43.39,ICD10CM,Malignant melanoma of other parts of face,45561799,solidtum
C43.60,ICD10CM,"Malignant melanoma of unspecified upper limb, including shoulder",45590888,solidtum
C49.20,ICD10CM,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",45552259,solidtum
C49.21,ICD10CM,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",45595663,solidtum
C50.321,ICD10CM,Malignant neoplasm of lower-inner quadrant of right male breast,45571521,solidtum
C50.329,ICD10CM,Malignant neoplasm of lower-inner quadrant of unspecified male breast,45590907,solidtum
C50.419,ICD10CM,Malignant neoplasm of upper-outer quadrant of unspecified female breast,45600507,solidtum
C50.522,ICD10CM,Malignant neoplasm of lower-outer quadrant of left male breast,45571522,solidtum
C50.619,ICD10CM,Malignant neoplasm of axillary tail of unspecified female breast,45556995,solidtum
C50.622,ICD10CM,Malignant neoplasm of axillary tail of left male breast,45576326,solidtum
C50.811,ICD10CM,Malignant neoplasm of overlapping sites of right female breast,45576327,solidtum
C50.819,ICD10CM,Malignant neoplasm of overlapping sites of unspecified female breast,45552262,solidtum
C50.821,ICD10CM,Malignant neoplasm of overlapping sites of right male breast,45595668,solidtum
C50.922,ICD10CM,Malignant neoplasm of unspecified site of left male breast,45561820,solidtum
C57.22,ICD10CM,Malignant neoplasm of left round ligament,45605279,solidtum
C62.92,ICD10CM,"Malignant neoplasm of left testis, unspecified whether descended or undescended",45532920,solidtum
C69.11,ICD10CM,Malignant neoplasm of right cornea,45537832,solidtum
C69.12,ICD10CM,Malignant neoplasm of left cornea,45561823,solidtum
C69.60,ICD10CM,Malignant neoplasm of unspecified orbit,45542619,solidtum
C69.61,ICD10CM,Malignant neoplasm of right orbit,45590917,solidtum
C72.20,ICD10CM,Malignant neoplasm of unspecified olfactory nerve,45595684,solidtum
C72.42,ICD10CM,Malignant neoplasm of left acoustic nerve,45557010,solidtum
C64.2,ICD10CM,"Malignant neoplasm of left kidney, except renal pelvis",45586019,solidtum
C65.2,ICD10CM,Malignant neoplasm of left renal pelvis,45547514,solidtum
C66.2,ICD10CM,Malignant neoplasm of left ureter,45576334,solidtum
C43.122,ICD10CM,"Malignant melanoma of left lower eyelid, including canthus",1595486,solidtum
C16.9,ICD10CM,"Malignant neoplasm of stomach, unspecified",35206123,solidtum
C04.0,ICD10CM,Malignant neoplasm of anterior floor of mouth,35206067,solidtum
C05.2,ICD10CM,Malignant neoplasm of uvula,35206073,solidtum
C14.2,ICD10CM,Malignant neoplasm of Waldeyer's ring,35206108,solidtum
C15.3,ICD10CM,Malignant neoplasm of upper third of esophagus,35206110,solidtum
C15.4,ICD10CM,Malignant neoplasm of middle third of esophagus,35206111,solidtum
C16.0,ICD10CM,Malignant neoplasm of cardia,35206115,solidtum
C16.3,ICD10CM,Malignant neoplasm of pyloric antrum,35206118,solidtum
C18.3,ICD10CM,Malignant neoplasm of hepatic flexure,35206133,solidtum
C25.1,ICD10CM,Malignant neoplasm of body of pancreas,35206159,solidtum
C32.0,ICD10CM,Malignant neoplasm of glottis,35206177,solidtum
C38.0,ICD10CM,Malignant neoplasm of heart,35206186,solidtum
C41.3,ICD10CM,"Malignant neoplasm of ribs, sternum and clavicle",35206197,solidtum
C54.9,ICD10CM,"Malignant neoplasm of corpus uteri, unspecified",35206252,solidtum
C57.9,ICD10CM,"Malignant neoplasm of female genital organ, unspecified",35206259,solidtum
C67.6,ICD10CM,Malignant neoplasm of ureteric orifice,35206280,solidtum
C71.0,ICD10CM,"Malignant neoplasm of cerebrum, except lobes and ventricles",35206291,solidtum
C71.7,ICD10CM,Malignant neoplasm of brain stem,35206298,solidtum
C22.1,ICD10CM,Intrahepatic bile duct carcinoma,35206147,solidtum
C57.8,ICD10CM,Malignant neoplasm of overlapping sites of female genital organs,35206258,solidtum
C47.4,ICD10CM,Malignant neoplasm of peripheral nerves of abdomen,35206221,solidtum
C49.8,ICD10CM,Malignant neoplasm of overlapping sites of connective and soft tissue,35206235,solidtum
C13.8,ICD10CM,Malignant neoplasm of overlapping sites of hypopharynx,35206105,solidtum
C38.8,ICD10CM,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",35206191,solidtum
C00.0,ICD10CM,Malignant neoplasm of external upper lip,35206047,solidtum
C18.1,ICD10CM,Malignant neoplasm of appendix,35206131,solidtum
C51.1,ICD10CM,Malignant neoplasm of labium minus,35206238,solidtum
C54.2,ICD10CM,Malignant neoplasm of myometrium,35206249,solidtum
C75.2,ICD10CM,Malignant neoplasm of craniopharyngeal duct,35206307,solidtum
C02.2,ICD10CM,Malignant neoplasm of ventral surface of tongue,35206059,solidtum
C37,ICD10CM,Malignant neoplasm of thymus,35206185,solidtum
C71.8,ICD10CM,Malignant neoplasm of overlapping sites of brain,35206299,solidtum
C22.8,ICD10CM,"Malignant neoplasm of liver, primary, unspecified as to type",45585987,solidtum
C34.00,ICD10CM,Malignant neoplasm of unspecified main bronchus,45581204,solidtum
C34.12,ICD10CM,"Malignant neoplasm of upper lobe, left bronchus or lung",45571494,solidtum
C46.52,ICD10CM,Kaposi's sarcoma of left lung,45595659,solidtum
C49.12,ICD10CM,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",45566596,solidtum
C50.229,ICD10CM,Malignant neoplasm of upper-inner quadrant of unspecified male breast,45561814,solidtum
C50.611,ICD10CM,Malignant neoplasm of axillary tail of right female breast,45586013,solidtum
C50.612,ICD10CM,Malignant neoplasm of axillary tail of left female breast,45581222,solidtum
C50.621,ICD10CM,Malignant neoplasm of axillary tail of right male breast,45600510,solidtum
C50.822,ICD10CM,Malignant neoplasm of overlapping sites of left male breast,45566603,solidtum
