"Code","Description","id"
"S6291XP","Unspecified fracture of right wrist and hand, subsequent encounter for fracture with malunion",40769
"S6291XS","Unspecified fracture of right wrist and hand, sequela",40770
"S6292XA","Unspecified fracture of left wrist and hand, initial encounter for closed fracture",40771
"S6292XB","Unspecified fracture of left wrist and hand, initial encounter for open fracture",40772
"S6292XD","Unspecified fracture of left wrist and hand, subsequent encounter for fracture with routine healing",40773
"S6292XG","Unspecified fracture of left wrist and hand, subsequent encounter for fracture with delayed healing",40774
"S6292XK","Unspecified fracture of left wrist and hand, subsequent encounter for fracture with nonunion",40775
"S6292XP","Unspecified fracture of left wrist and hand, subsequent encounter for fracture with malunion",40776
"S6292XS","Unspecified fracture of left wrist and hand, sequela",40777
"S63001A","Unspecified subluxation of right wrist and hand, initial encounter",40778
"S63001D","Unspecified subluxation of right wrist and hand, subsequent encounter",40779
"S63001S","Unspecified subluxation of right wrist and hand, sequela",40780
"S63002A","Unspecified subluxation of left wrist and hand, initial encounter",40781
"S63002D","Unspecified subluxation of left wrist and hand, subsequent encounter",40782
"S63002S","Unspecified subluxation of left wrist and hand, sequela",40783
"S63003A","Unspecified subluxation of unspecified wrist and hand, initial encounter",40784
"S63003D","Unspecified subluxation of unspecified wrist and hand, subsequent encounter",40785
"S63003S","Unspecified subluxation of unspecified wrist and hand, sequela",40786
"S63004A","Unspecified dislocation of right wrist and hand, initial encounter",40787
"S63004D","Unspecified dislocation of right wrist and hand, subsequent encounter",40788
"S63004S","Unspecified dislocation of right wrist and hand, sequela",40789
"S63005A","Unspecified dislocation of left wrist and hand, initial encounter",40790
"S63005D","Unspecified dislocation of left wrist and hand, subsequent encounter",40791
"S63005S","Unspecified dislocation of left wrist and hand, sequela",40792
"S63006A","Unspecified dislocation of unspecified wrist and hand, initial encounter",40793
"S63006D","Unspecified dislocation of unspecified wrist and hand, subsequent encounter",40794
"S63006S","Unspecified dislocation of unspecified wrist and hand, sequela",40795
"S63011A","Subluxation of distal radioulnar joint of right wrist, initial encounter",40796
"S63011D","Subluxation of distal radioulnar joint of right wrist, subsequent encounter",40797
"S63011S","Subluxation of distal radioulnar joint of right wrist, sequela",40798
"S63012A","Subluxation of distal radioulnar joint of left wrist, initial encounter",40799
"S63012D","Subluxation of distal radioulnar joint of left wrist, subsequent encounter",40800
"S63012S","Subluxation of distal radioulnar joint of left wrist, sequela",40801
"S63013A","Subluxation of distal radioulnar joint of unspecified wrist, initial encounter",40802
"S63013D","Subluxation of distal radioulnar joint of unspecified wrist, subsequent encounter",40803
"S63013S","Subluxation of distal radioulnar joint of unspecified wrist, sequela",40804
"S63014A","Dislocation of distal radioulnar joint of right wrist, initial encounter",40805
"S63014D","Dislocation of distal radioulnar joint of right wrist, subsequent encounter",40806
"S63014S","Dislocation of distal radioulnar joint of right wrist, sequela",40807
"S63015A","Dislocation of distal radioulnar joint of left wrist, initial encounter",40808
"S63015D","Dislocation of distal radioulnar joint of left wrist, subsequent encounter",40809
"S63015S","Dislocation of distal radioulnar joint of left wrist, sequela",40810
"S63016A","Dislocation of distal radioulnar joint of unspecified wrist, initial encounter",40811
"S63016D","Dislocation of distal radioulnar joint of unspecified wrist, subsequent encounter",40812
"S63016S","Dislocation of distal radioulnar joint of unspecified wrist, sequela",40813
"S63021A","Subluxation of radiocarpal joint of right wrist, initial encounter",40814
"S63021D","Subluxation of radiocarpal joint of right wrist, subsequent encounter",40815
"S63021S","Subluxation of radiocarpal joint of right wrist, sequela",40816
"S63022A","Subluxation of radiocarpal joint of left wrist, initial encounter",40817
"S63022D","Subluxation of radiocarpal joint of left wrist, subsequent encounter",40818
"S63022S","Subluxation of radiocarpal joint of left wrist, sequela",40819
"S63023A","Subluxation of radiocarpal joint of unspecified wrist, initial encounter",40820
"S63023D","Subluxation of radiocarpal joint of unspecified wrist, subsequent encounter",40821
"S63023S","Subluxation of radiocarpal joint of unspecified wrist, sequela",40822
"S63024A","Dislocation of radiocarpal joint of right wrist, initial encounter",40823
"S63024D","Dislocation of radiocarpal joint of right wrist, subsequent encounter",40824
"S63024S","Dislocation of radiocarpal joint of right wrist, sequela",40825
"S63025A","Dislocation of radiocarpal joint of left wrist, initial encounter",40826
"S63025D","Dislocation of radiocarpal joint of left wrist, subsequent encounter",40827
"S63025S","Dislocation of radiocarpal joint of left wrist, sequela",40828
"S63026A","Dislocation of radiocarpal joint of unspecified wrist, initial encounter",40829
"S63026D","Dislocation of radiocarpal joint of unspecified wrist, subsequent encounter",40830
"S63026S","Dislocation of radiocarpal joint of unspecified wrist, sequela",40831
"S63031A","Subluxation of midcarpal joint of right wrist, initial encounter",40832
"S63031D","Subluxation of midcarpal joint of right wrist, subsequent encounter",40833
"S63031S","Subluxation of midcarpal joint of right wrist, sequela",40834
"S63032A","Subluxation of midcarpal joint of left wrist, initial encounter",40835
"S63032D","Subluxation of midcarpal joint of left wrist, subsequent encounter",40836
"S63032S","Subluxation of midcarpal joint of left wrist, sequela",40837
"S63033A","Subluxation of midcarpal joint of unspecified wrist, initial encounter",40838
"S63033D","Subluxation of midcarpal joint of unspecified wrist, subsequent encounter",40839
"S63033S","Subluxation of midcarpal joint of unspecified wrist, sequela",40840
"S63034A","Dislocation of midcarpal joint of right wrist, initial encounter",40841
"S63034D","Dislocation of midcarpal joint of right wrist, subsequent encounter",40842
"S63034S","Dislocation of midcarpal joint of right wrist, sequela",40843
"S63035A","Dislocation of midcarpal joint of left wrist, initial encounter",40844
"S63035D","Dislocation of midcarpal joint of left wrist, subsequent encounter",40845
"S63035S","Dislocation of midcarpal joint of left wrist, sequela",40846
"S63036A","Dislocation of midcarpal joint of unspecified wrist, initial encounter",40847
"S63036D","Dislocation of midcarpal joint of unspecified wrist, subsequent encounter",40848
"S63036S","Dislocation of midcarpal joint of unspecified wrist, sequela",40849
"S63041A","Subluxation of carpometacarpal joint of right thumb, initial encounter",40850
"S63041D","Subluxation of carpometacarpal joint of right thumb, subsequent encounter",40851
"S63041S","Subluxation of carpometacarpal joint of right thumb, sequela",40852
"S63042A","Subluxation of carpometacarpal joint of left thumb, initial encounter",40853
"S63042D","Subluxation of carpometacarpal joint of left thumb, subsequent encounter",40854
"S63042S","Subluxation of carpometacarpal joint of left thumb, sequela",40855
"S63043A","Subluxation of carpometacarpal joint of unspecified thumb, initial encounter",40856
"S63043D","Subluxation of carpometacarpal joint of unspecified thumb, subsequent encounter",40857
"S63043S","Subluxation of carpometacarpal joint of unspecified thumb, sequela",40858
"S63044A","Dislocation of carpometacarpal joint of right thumb, initial encounter",40859
"S63044D","Dislocation of carpometacarpal joint of right thumb, subsequent encounter",40860
"S63044S","Dislocation of carpometacarpal joint of right thumb, sequela",40861
"S63045A","Dislocation of carpometacarpal joint of left thumb, initial encounter",40862
"S63045D","Dislocation of carpometacarpal joint of left thumb, subsequent encounter",40863
"S63045S","Dislocation of carpometacarpal joint of left thumb, sequela",40864
"S63046A","Dislocation of carpometacarpal joint of unspecified thumb, initial encounter",40865
"S63046D","Dislocation of carpometacarpal joint of unspecified thumb, subsequent encounter",40866
"S63046S","Dislocation of carpometacarpal joint of unspecified thumb, sequela",40867
"S63051A","Subluxation of other carpometacarpal joint of right hand, initial encounter",40868
"S63051D","Subluxation of other carpometacarpal joint of right hand, subsequent encounter",40869
"S63051S","Subluxation of other carpometacarpal joint of right hand, sequela",40870
"S63052A","Subluxation of other carpometacarpal joint of left hand, initial encounter",40871
"S63052D","Subluxation of other carpometacarpal joint of left hand, subsequent encounter",40872
"S63052S","Subluxation of other carpometacarpal joint of left hand, sequela",40873
"S63053A","Subluxation of other carpometacarpal joint of unspecified hand, initial encounter",40874
"S63053D","Subluxation of other carpometacarpal joint of unspecified hand, subsequent encounter",40875
"S63053S","Subluxation of other carpometacarpal joint of unspecified hand, sequela",40876
"S63054A","Dislocation of other carpometacarpal joint of right hand, initial encounter",40877
"S63054D","Dislocation of other carpometacarpal joint of right hand, subsequent encounter",40878
"S63054S","Dislocation of other carpometacarpal joint of right hand, sequela",40879
"S63055A","Dislocation of other carpometacarpal joint of left hand, initial encounter",40880
"S63055D","Dislocation of other carpometacarpal joint of left hand, subsequent encounter",40881
"S63055S","Dislocation of other carpometacarpal joint of left hand, sequela",40882
"S63056A","Dislocation of other carpometacarpal joint of unspecified hand, initial encounter",40883
"S63056D","Dislocation of other carpometacarpal joint of unspecified hand, subsequent encounter",40884
"S63056S","Dislocation of other carpometacarpal joint of unspecified hand, sequela",40885
"S63061A","Subluxation of metacarpal (bone), proximal end of right hand, initial encounter",40886
"S63061D","Subluxation of metacarpal (bone), proximal end of right hand, subsequent encounter",40887
"S63061S","Subluxation of metacarpal (bone), proximal end of right hand, sequela",40888
"S63062A","Subluxation of metacarpal (bone), proximal end of left hand, initial encounter",40889
"S63062D","Subluxation of metacarpal (bone), proximal end of left hand, subsequent encounter",40890
"S63062S","Subluxation of metacarpal (bone), proximal end of left hand, sequela",40891
"S63063A","Subluxation of metacarpal (bone), proximal end of unspecified hand, initial encounter",40892
"S63063D","Subluxation of metacarpal (bone), proximal end of unspecified hand, subsequent encounter",40893
"S63063S","Subluxation of metacarpal (bone), proximal end of unspecified hand, sequela",40894
"S63064A","Dislocation of metacarpal (bone), proximal end of right hand, initial encounter",40895
"S63064D","Dislocation of metacarpal (bone), proximal end of right hand, subsequent encounter",40896
"S63064S","Dislocation of metacarpal (bone), proximal end of right hand, sequela",40897
"S63065A","Dislocation of metacarpal (bone), proximal end of left hand, initial encounter",40898
"S63065D","Dislocation of metacarpal (bone), proximal end of left hand, subsequent encounter",40899
"S63065S","Dislocation of metacarpal (bone), proximal end of left hand, sequela",40900
"S63066A","Dislocation of metacarpal (bone), proximal end of unspecified hand, initial encounter",40901
"S63066D","Dislocation of metacarpal (bone), proximal end of unspecified hand, subsequent encounter",40902
"S63066S","Dislocation of metacarpal (bone), proximal end of unspecified hand, sequela",40903
"S63071A","Subluxation of distal end of right ulna, initial encounter",40904
"S63071D","Subluxation of distal end of right ulna, subsequent encounter",40905
"S63071S","Subluxation of distal end of right ulna, sequela",40906
"S63072A","Subluxation of distal end of left ulna, initial encounter",40907
"S63072D","Subluxation of distal end of left ulna, subsequent encounter",40908
"S63072S","Subluxation of distal end of left ulna, sequela",40909
"S63073A","Subluxation of distal end of unspecified ulna, initial encounter",40910
"S63073D","Subluxation of distal end of unspecified ulna, subsequent encounter",40911
"S63073S","Subluxation of distal end of unspecified ulna, sequela",40912
"S63074A","Dislocation of distal end of right ulna, initial encounter",40913
"S63074D","Dislocation of distal end of right ulna, subsequent encounter",40914
"S63074S","Dislocation of distal end of right ulna, sequela",40915
"S63075A","Dislocation of distal end of left ulna, initial encounter",40916
"S63075D","Dislocation of distal end of left ulna, subsequent encounter",40917
"S63075S","Dislocation of distal end of left ulna, sequela",40918
"S63076A","Dislocation of distal end of unspecified ulna, initial encounter",40919
"S63076D","Dislocation of distal end of unspecified ulna, subsequent encounter",40920
"S63076S","Dislocation of distal end of unspecified ulna, sequela",40921
"S63091A","Other subluxation of right wrist and hand, initial encounter",40922
"S63091D","Other subluxation of right wrist and hand, subsequent encounter",40923
"S63091S","Other subluxation of right wrist and hand, sequela",40924
"S63092A","Other subluxation of left wrist and hand, initial encounter",40925
"S63092D","Other subluxation of left wrist and hand, subsequent encounter",40926
"S63092S","Other subluxation of left wrist and hand, sequela",40927
"S63093A","Other subluxation of unspecified wrist and hand, initial encounter",40928
"S63093D","Other subluxation of unspecified wrist and hand, subsequent encounter",40929
"S63093S","Other subluxation of unspecified wrist and hand, sequela",40930
"S63094A","Other dislocation of right wrist and hand, initial encounter",40931
"S63094D","Other dislocation of right wrist and hand, subsequent encounter",40932
"S63094S","Other dislocation of right wrist and hand, sequela",40933
"S63095A","Other dislocation of left wrist and hand, initial encounter",40934
"S63095D","Other dislocation of left wrist and hand, subsequent encounter",40935
"S63095S","Other dislocation of left wrist and hand, sequela",40936
"S63096A","Other dislocation of unspecified wrist and hand, initial encounter",40937
"S63096D","Other dislocation of unspecified wrist and hand, subsequent encounter",40938
"S63096S","Other dislocation of unspecified wrist and hand, sequela",40939
"S63101A","Unspecified subluxation of right thumb, initial encounter",40940
"S63101D","Unspecified subluxation of right thumb, subsequent encounter",40941
"S63101S","Unspecified subluxation of right thumb, sequela",40942
"S63102A","Unspecified subluxation of left thumb, initial encounter",40943
"S63102D","Unspecified subluxation of left thumb, subsequent encounter",40944
"S63102S","Unspecified subluxation of left thumb, sequela",40945
"S63103A","Unspecified subluxation of unspecified thumb, initial encounter",40946
"S63103D","Unspecified subluxation of unspecified thumb, subsequent encounter",40947
"S63103S","Unspecified subluxation of unspecified thumb, sequela",40948
"S63104A","Unspecified dislocation of right thumb, initial encounter",40949
"S63104D","Unspecified dislocation of right thumb, subsequent encounter",40950
"S63104S","Unspecified dislocation of right thumb, sequela",40951
"S63105A","Unspecified dislocation of left thumb, initial encounter",40952
"S63105D","Unspecified dislocation of left thumb, subsequent encounter",40953
"S63105S","Unspecified dislocation of left thumb, sequela",40954
"S63106A","Unspecified dislocation of unspecified thumb, initial encounter",40955
"S63106D","Unspecified dislocation of unspecified thumb, subsequent encounter",40956
"S63106S","Unspecified dislocation of unspecified thumb, sequela",40957
"S63111A","Subluxation of metacarpophalangeal joint of right thumb, initial encounter",40958
"S63111D","Subluxation of metacarpophalangeal joint of right thumb, subsequent encounter",40959
"S63111S","Subluxation of metacarpophalangeal joint of right thumb, sequela",40960
"S63112A","Subluxation of metacarpophalangeal joint of left thumb, initial encounter",40961
"S63112D","Subluxation of metacarpophalangeal joint of left thumb, subsequent encounter",40962
"S63112S","Subluxation of metacarpophalangeal joint of left thumb, sequela",40963
"S63113A","Subluxation of metacarpophalangeal joint of unspecified thumb, initial encounter",40964
"S63113D","Subluxation of metacarpophalangeal joint of unspecified thumb, subsequent encounter",40965
"S63113S","Subluxation of metacarpophalangeal joint of unspecified thumb, sequela",40966
"S63114A","Dislocation of metacarpophalangeal joint of right thumb, initial encounter",40967
"S63114D","Dislocation of metacarpophalangeal joint of right thumb, subsequent encounter",40968
"S63114S","Dislocation of metacarpophalangeal joint of right thumb, sequela",40969
"S63115A","Dislocation of metacarpophalangeal joint of left thumb, initial encounter",40970
"S63115D","Dislocation of metacarpophalangeal joint of left thumb, subsequent encounter",40971
"S63115S","Dislocation of metacarpophalangeal joint of left thumb, sequela",40972
"S63116A","Dislocation of metacarpophalangeal joint of unspecified thumb, initial encounter",40973
"S63116D","Dislocation of metacarpophalangeal joint of unspecified thumb, subsequent encounter",40974
"S63116S","Dislocation of metacarpophalangeal joint of unspecified thumb, sequela",40975
"S63121A","Subluxation of interphalangeal joint of right thumb, initial encounter",40976
"S63121D","Subluxation of interphalangeal joint of right thumb, subsequent encounter",40977
"S63121S","Subluxation of interphalangeal joint of right thumb, sequela",40978
"S63122A","Subluxation of interphalangeal joint of left thumb, initial encounter",40979
"S63122D","Subluxation of interphalangeal joint of left thumb, subsequent encounter",40980
"S63122S","Subluxation of interphalangeal joint of left thumb, sequela",40981
"S63123A","Subluxation of interphalangeal joint of unspecified thumb, initial encounter",40982
"S63123D","Subluxation of interphalangeal joint of unspecified thumb, subsequent encounter",40983
"S63123S","Subluxation of interphalangeal joint of unspecified thumb, sequela",40984
"S63124A","Dislocation of interphalangeal joint of right thumb, initial encounter",40985
"S63124D","Dislocation of interphalangeal joint of right thumb, subsequent encounter",40986
"S63124S","Dislocation of interphalangeal joint of right thumb, sequela",40987
"S63125A","Dislocation of interphalangeal joint of left thumb, initial encounter",40988
"S63125D","Dislocation of interphalangeal joint of left thumb, subsequent encounter",40989
"S63125S","Dislocation of interphalangeal joint of left thumb, sequela",40990
"S63126A","Dislocation of interphalangeal joint of unspecified thumb, initial encounter",40991
"S63126D","Dislocation of interphalangeal joint of unspecified thumb, subsequent encounter",40992
"S63126S","Dislocation of interphalangeal joint of unspecified thumb, sequela",40993
"S63200A","Unspecified subluxation of right index finger, initial encounter",40994
"S63200D","Unspecified subluxation of right index finger, subsequent encounter",40995
"S63200S","Unspecified subluxation of right index finger, sequela",40996
"S63201A","Unspecified subluxation of left index finger, initial encounter",40997
"S63201D","Unspecified subluxation of left index finger, subsequent encounter",40998
"S63201S","Unspecified subluxation of left index finger, sequela",40999
"S63202A","Unspecified subluxation of right middle finger, initial encounter",41000
"S63202D","Unspecified subluxation of right middle finger, subsequent encounter",41001
"S63202S","Unspecified subluxation of right middle finger, sequela",41002
"S63203A","Unspecified subluxation of left middle finger, initial encounter",41003
"S63203D","Unspecified subluxation of left middle finger, subsequent encounter",41004
"S63203S","Unspecified subluxation of left middle finger, sequela",41005
"S63204A","Unspecified subluxation of right ring finger, initial encounter",41006
"S63204D","Unspecified subluxation of right ring finger, subsequent encounter",41007
"S63204S","Unspecified subluxation of right ring finger, sequela",41008
"S63205A","Unspecified subluxation of left ring finger, initial encounter",41009
"S63205D","Unspecified subluxation of left ring finger, subsequent encounter",41010
"S63205S","Unspecified subluxation of left ring finger, sequela",41011
"S63206A","Unspecified subluxation of right little finger, initial encounter",41012
"S63206D","Unspecified subluxation of right little finger, subsequent encounter",41013
"S63206S","Unspecified subluxation of right little finger, sequela",41014
"S63207A","Unspecified subluxation of left little finger, initial encounter",41015
"S63207D","Unspecified subluxation of left little finger, subsequent encounter",41016
"S63207S","Unspecified subluxation of left little finger, sequela",41017
"S63208A","Unspecified subluxation of other finger, initial encounter",41018
"S63208D","Unspecified subluxation of other finger, subsequent encounter",41019
"S63208S","Unspecified subluxation of other finger, sequela",41020
"S63209A","Unspecified subluxation of unspecified finger, initial encounter",41021
"S63209D","Unspecified subluxation of unspecified finger, subsequent encounter",41022
"S63209S","Unspecified subluxation of unspecified finger, sequela",41023
"S63210A","Subluxation of metacarpophalangeal joint of right index finger, initial encounter",41024
"S63210D","Subluxation of metacarpophalangeal joint of right index finger, subsequent encounter",41025
"S63210S","Subluxation of metacarpophalangeal joint of right index finger, sequela",41026
"S63211A","Subluxation of metacarpophalangeal joint of left index finger, initial encounter",41027
"S63211D","Subluxation of metacarpophalangeal joint of left index finger, subsequent encounter",41028
"S63211S","Subluxation of metacarpophalangeal joint of left index finger, sequela",41029
"S63212A","Subluxation of metacarpophalangeal joint of right middle finger, initial encounter",41030
"S63212D","Subluxation of metacarpophalangeal joint of right middle finger, subsequent encounter",41031
"S63212S","Subluxation of metacarpophalangeal joint of right middle finger, sequela",41032
"S63213A","Subluxation of metacarpophalangeal joint of left middle finger, initial encounter",41033
"S63213D","Subluxation of metacarpophalangeal joint of left middle finger, subsequent encounter",41034
"S63213S","Subluxation of metacarpophalangeal joint of left middle finger, sequela",41035
"S63214A","Subluxation of metacarpophalangeal joint of right ring finger, initial encounter",41036
"S63214D","Subluxation of metacarpophalangeal joint of right ring finger, subsequent encounter",41037
"S63214S","Subluxation of metacarpophalangeal joint of right ring finger, sequela",41038
"S63215A","Subluxation of metacarpophalangeal joint of left ring finger, initial encounter",41039
"S63215D","Subluxation of metacarpophalangeal joint of left ring finger, subsequent encounter",41040
"S63215S","Subluxation of metacarpophalangeal joint of left ring finger, sequela",41041
"S63216A","Subluxation of metacarpophalangeal joint of right little finger, initial encounter",41042
"S63216D","Subluxation of metacarpophalangeal joint of right little finger, subsequent encounter",41043
"S63216S","Subluxation of metacarpophalangeal joint of right little finger, sequela",41044
"S63217A","Subluxation of metacarpophalangeal joint of left little finger, initial encounter",41045
"S63217D","Subluxation of metacarpophalangeal joint of left little finger, subsequent encounter",41046
"S63217S","Subluxation of metacarpophalangeal joint of left little finger, sequela",41047
"S63218A","Subluxation of metacarpophalangeal joint of other finger, initial encounter",41048
"S63218D","Subluxation of metacarpophalangeal joint of other finger, subsequent encounter",41049
"S63218S","Subluxation of metacarpophalangeal joint of other finger, sequela",41050
"S63219A","Subluxation of metacarpophalangeal joint of unspecified finger, initial encounter",41051
"S63219D","Subluxation of metacarpophalangeal joint of unspecified finger, subsequent encounter",41052
"S63219S","Subluxation of metacarpophalangeal joint of unspecified finger, sequela",41053
"S63220A","Subluxation of unspecified interphalangeal joint of right index finger, initial encounter",41054
"S63220D","Subluxation of unspecified interphalangeal joint of right index finger, subsequent encounter",41055
"S63220S","Subluxation of unspecified interphalangeal joint of right index finger, sequela",41056
"S63221A","Subluxation of unspecified interphalangeal joint of left index finger, initial encounter",41057
"S63221D","Subluxation of unspecified interphalangeal joint of left index finger, subsequent encounter",41058
"S63221S","Subluxation of unspecified interphalangeal joint of left index finger, sequela",41059
"S63222A","Subluxation of unspecified interphalangeal joint of right middle finger, initial encounter",41060
"S63222D","Subluxation of unspecified interphalangeal joint of right middle finger, subsequent encounter",41061
"S63222S","Subluxation of unspecified interphalangeal joint of right middle finger, sequela",41062
"S63223A","Subluxation of unspecified interphalangeal joint of left middle finger, initial encounter",41063
"S63223D","Subluxation of unspecified interphalangeal joint of left middle finger, subsequent encounter",41064
"S63223S","Subluxation of unspecified interphalangeal joint of left middle finger, sequela",41065
"S63224A","Subluxation of unspecified interphalangeal joint of right ring finger, initial encounter",41066
"S63224D","Subluxation of unspecified interphalangeal joint of right ring finger, subsequent encounter",41067
"S63224S","Subluxation of unspecified interphalangeal joint of right ring finger, sequela",41068
"S63225A","Subluxation of unspecified interphalangeal joint of left ring finger, initial encounter",41069
"S63225D","Subluxation of unspecified interphalangeal joint of left ring finger, subsequent encounter",41070
"S63225S","Subluxation of unspecified interphalangeal joint of left ring finger, sequela",41071
"S63226A","Subluxation of unspecified interphalangeal joint of right little finger, initial encounter",41072
"S63226D","Subluxation of unspecified interphalangeal joint of right little finger, subsequent encounter",41073
"S63226S","Subluxation of unspecified interphalangeal joint of right little finger, sequela",41074
"S63227A","Subluxation of unspecified interphalangeal joint of left little finger, initial encounter",41075
"S63227D","Subluxation of unspecified interphalangeal joint of left little finger, subsequent encounter",41076
"S63227S","Subluxation of unspecified interphalangeal joint of left little finger, sequela",41077
"S63228A","Subluxation of unspecified interphalangeal joint of other finger, initial encounter",41078
"S63228D","Subluxation of unspecified interphalangeal joint of other finger, subsequent encounter",41079
"S63228S","Subluxation of unspecified interphalangeal joint of other finger, sequela",41080
"S63229A","Subluxation of unspecified interphalangeal joint of unspecified finger, initial encounter",41081
"S63229D","Subluxation of unspecified interphalangeal joint of unspecified finger, subsequent encounter",41082
"S63229S","Subluxation of unspecified interphalangeal joint of unspecified finger, sequela",41083
"S63230A","Subluxation of proximal interphalangeal joint of right index finger, initial encounter",41084
"S63230D","Subluxation of proximal interphalangeal joint of right index finger, subsequent encounter",41085
"S63230S","Subluxation of proximal interphalangeal joint of right index finger, sequela",41086
"S63231A","Subluxation of proximal interphalangeal joint of left index finger, initial encounter",41087
"S63231D","Subluxation of proximal interphalangeal joint of left index finger, subsequent encounter",41088
"S63231S","Subluxation of proximal interphalangeal joint of left index finger, sequela",41089
"S63232A","Subluxation of proximal interphalangeal joint of right middle finger, initial encounter",41090
"S63232D","Subluxation of proximal interphalangeal joint of right middle finger, subsequent encounter",41091
"S63232S","Subluxation of proximal interphalangeal joint of right middle finger, sequela",41092
"S63233A","Subluxation of proximal interphalangeal joint of left middle finger, initial encounter",41093
"S63233D","Subluxation of proximal interphalangeal joint of left middle finger, subsequent encounter",41094
"S63233S","Subluxation of proximal interphalangeal joint of left middle finger, sequela",41095
"S63234A","Subluxation of proximal interphalangeal joint of right ring finger, initial encounter",41096
"S63234D","Subluxation of proximal interphalangeal joint of right ring finger, subsequent encounter",41097
"S63234S","Subluxation of proximal interphalangeal joint of right ring finger, sequela",41098
"S63235A","Subluxation of proximal interphalangeal joint of left ring finger, initial encounter",41099
"S63235D","Subluxation of proximal interphalangeal joint of left ring finger, subsequent encounter",41100
"S63235S","Subluxation of proximal interphalangeal joint of left ring finger, sequela",41101
"S63236A","Subluxation of proximal interphalangeal joint of right little finger, initial encounter",41102
"S63236D","Subluxation of proximal interphalangeal joint of right little finger, subsequent encounter",41103
"S63236S","Subluxation of proximal interphalangeal joint of right little finger, sequela",41104
"S63237A","Subluxation of proximal interphalangeal joint of left little finger, initial encounter",41105
"S63237D","Subluxation of proximal interphalangeal joint of left little finger, subsequent encounter",41106
"S63237S","Subluxation of proximal interphalangeal joint of left little finger, sequela",41107
"S63238A","Subluxation of proximal interphalangeal joint of other finger, initial encounter",41108
"S63238D","Subluxation of proximal interphalangeal joint of other finger, subsequent encounter",41109
"S63238S","Subluxation of proximal interphalangeal joint of other finger, sequela",41110
"S63239A","Subluxation of proximal interphalangeal joint of unspecified finger, initial encounter",41111
"S63239D","Subluxation of proximal interphalangeal joint of unspecified finger, subsequent encounter",41112
"S63239S","Subluxation of proximal interphalangeal joint of unspecified finger, sequela",41113
"S63240A","Subluxation of distal interphalangeal joint of right index finger, initial encounter",41114
"S63240D","Subluxation of distal interphalangeal joint of right index finger, subsequent encounter",41115
"S63240S","Subluxation of distal interphalangeal joint of right index finger, sequela",41116
"S63241A","Subluxation of distal interphalangeal joint of left index finger, initial encounter",41117
"S63241D","Subluxation of distal interphalangeal joint of left index finger, subsequent encounter",41118
"S63241S","Subluxation of distal interphalangeal joint of left index finger, sequela",41119
"S63242A","Subluxation of distal interphalangeal joint of right middle finger, initial encounter",41120
"S63242D","Subluxation of distal interphalangeal joint of right middle finger, subsequent encounter",41121
"S63242S","Subluxation of distal interphalangeal joint of right middle finger, sequela",41122
"S63243A","Subluxation of distal interphalangeal joint of left middle finger, initial encounter",41123
"S63243D","Subluxation of distal interphalangeal joint of left middle finger, subsequent encounter",41124
"S63243S","Subluxation of distal interphalangeal joint of left middle finger, sequela",41125
"S63244A","Subluxation of distal interphalangeal joint of right ring finger, initial encounter",41126
"S63244D","Subluxation of distal interphalangeal joint of right ring finger, subsequent encounter",41127
"S63244S","Subluxation of distal interphalangeal joint of right ring finger, sequela",41128
"S63245A","Subluxation of distal interphalangeal joint of left ring finger, initial encounter",41129
"S63245D","Subluxation of distal interphalangeal joint of left ring finger, subsequent encounter",41130
"S63245S","Subluxation of distal interphalangeal joint of left ring finger, sequela",41131
"S63246A","Subluxation of distal interphalangeal joint of right little finger, initial encounter",41132
"S63246D","Subluxation of distal interphalangeal joint of right little finger, subsequent encounter",41133
"S63246S","Subluxation of distal interphalangeal joint of right little finger, sequela",41134
"S63247A","Subluxation of distal interphalangeal joint of left little finger, initial encounter",41135
"S63247D","Subluxation of distal interphalangeal joint of left little finger, subsequent encounter",41136
"S63247S","Subluxation of distal interphalangeal joint of left little finger, sequela",41137
"S63248A","Subluxation of distal interphalangeal joint of other finger, initial encounter",41138
"S63248D","Subluxation of distal interphalangeal joint of other finger, subsequent encounter",41139
"S63248S","Subluxation of distal interphalangeal joint of other finger, sequela",41140
"S63249A","Subluxation of distal interphalangeal joint of unspecified finger, initial encounter",41141
"S63249D","Subluxation of distal interphalangeal joint of unspecified finger, subsequent encounter",41142
"S63249S","Subluxation of distal interphalangeal joint of unspecified finger, sequela",41143
"S63250A","Unspecified dislocation of right index finger, initial encounter",41144
"S63250D","Unspecified dislocation of right index finger, subsequent encounter",41145
"S63250S","Unspecified dislocation of right index finger, sequela",41146
"S63251A","Unspecified dislocation of left index finger, initial encounter",41147
"S63251D","Unspecified dislocation of left index finger, subsequent encounter",41148
"S63251S","Unspecified dislocation of left index finger, sequela",41149
"S63252A","Unspecified dislocation of right middle finger, initial encounter",41150
"S63252D","Unspecified dislocation of right middle finger, subsequent encounter",41151
"S63252S","Unspecified dislocation of right middle finger, sequela",41152
"S63253A","Unspecified dislocation of left middle finger, initial encounter",41153
"S63253D","Unspecified dislocation of left middle finger, subsequent encounter",41154
"S63253S","Unspecified dislocation of left middle finger, sequela",41155
"S63254A","Unspecified dislocation of right ring finger, initial encounter",41156
"S63254D","Unspecified dislocation of right ring finger, subsequent encounter",41157
"S63254S","Unspecified dislocation of right ring finger, sequela",41158
