"Code","Description","id"
"T6401XD","Toxic effect of aflatoxin, accidental (unintentional), subsequent encounter",62065
"T6401XS","Toxic effect of aflatoxin, accidental (unintentional), sequela",62066
"T6402XA","Toxic effect of aflatoxin, intentional self-harm, initial encounter",62067
"T6402XD","Toxic effect of aflatoxin, intentional self-harm, subsequent encounter",62068
"T6402XS","Toxic effect of aflatoxin, intentional self-harm, sequela",62069
"T6403XA","Toxic effect of aflatoxin, assault, initial encounter",62070
"T6403XD","Toxic effect of aflatoxin, assault, subsequent encounter",62071
"T6403XS","Toxic effect of aflatoxin, assault, sequela",62072
"T6404XA","Toxic effect of aflatoxin, undetermined, initial encounter",62073
"T6404XD","Toxic effect of aflatoxin, undetermined, subsequent encounter",62074
"T6404XS","Toxic effect of aflatoxin, undetermined, sequela",62075
"T6481XA","Toxic effect of other mycotoxin food contaminants, accidental (unintentional), initial encounter",62076
"T6481XD","Toxic effect of other mycotoxin food contaminants, accidental (unintentional), subsequent encounter",62077
"T6481XS","Toxic effect of other mycotoxin food contaminants, accidental (unintentional), sequela",62078
"T6482XA","Toxic effect of other mycotoxin food contaminants, intentional self-harm, initial encounter",62079
"T6482XD","Toxic effect of other mycotoxin food contaminants, intentional self-harm, subsequent encounter",62080
"T6482XS","Toxic effect of other mycotoxin food contaminants, intentional self-harm, sequela",62081
"T6483XA","Toxic effect of other mycotoxin food contaminants, assault, initial encounter",62082
"T6483XD","Toxic effect of other mycotoxin food contaminants, assault, subsequent encounter",62083
"T6483XS","Toxic effect of other mycotoxin food contaminants, assault, sequela",62084
"T6484XA","Toxic effect of other mycotoxin food contaminants, undetermined, initial encounter",62085
"T6484XD","Toxic effect of other mycotoxin food contaminants, undetermined, subsequent encounter",62086
"T6484XS","Toxic effect of other mycotoxin food contaminants, undetermined, sequela",62087
"T650X1A","Toxic effect of cyanides, accidental (unintentional), initial encounter",62088
"T650X1D","Toxic effect of cyanides, accidental (unintentional), subsequent encounter",62089
"T650X1S","Toxic effect of cyanides, accidental (unintentional), sequela",62090
"T650X2A","Toxic effect of cyanides, intentional self-harm, initial encounter",62091
"T650X2D","Toxic effect of cyanides, intentional self-harm, subsequent encounter",62092
"T650X2S","Toxic effect of cyanides, intentional self-harm, sequela",62093
"T650X3A","Toxic effect of cyanides, assault, initial encounter",62094
"T650X3D","Toxic effect of cyanides, assault, subsequent encounter",62095
"T650X3S","Toxic effect of cyanides, assault, sequela",62096
"T650X4A","Toxic effect of cyanides, undetermined, initial encounter",62097
"T650X4D","Toxic effect of cyanides, undetermined, subsequent encounter",62098
"T650X4S","Toxic effect of cyanides, undetermined, sequela",62099
"T651X1A","Toxic effect of strychnine and its salts, accidental (unintentional), initial encounter",62100
"T651X1D","Toxic effect of strychnine and its salts, accidental (unintentional), subsequent encounter",62101
"T651X1S","Toxic effect of strychnine and its salts, accidental (unintentional), sequela",62102
"T651X2A","Toxic effect of strychnine and its salts, intentional self-harm, initial encounter",62103
"T651X2D","Toxic effect of strychnine and its salts, intentional self-harm, subsequent encounter",62104
"T651X2S","Toxic effect of strychnine and its salts, intentional self-harm, sequela",62105
"T651X3A","Toxic effect of strychnine and its salts, assault, initial encounter",62106
"T651X3D","Toxic effect of strychnine and its salts, assault, subsequent encounter",62107
"T651X3S","Toxic effect of strychnine and its salts, assault, sequela",62108
"T651X4A","Toxic effect of strychnine and its salts, undetermined, initial encounter",62109
"T651X4D","Toxic effect of strychnine and its salts, undetermined, subsequent encounter",62110
"T651X4S","Toxic effect of strychnine and its salts, undetermined, sequela",62111
"T65211A","Toxic effect of chewing tobacco, accidental (unintentional), initial encounter",62112
"T65211D","Toxic effect of chewing tobacco, accidental (unintentional), subsequent encounter",62113
"T65211S","Toxic effect of chewing tobacco, accidental (unintentional), sequela",62114
"T65212A","Toxic effect of chewing tobacco, intentional self-harm, initial encounter",62115
"T65212D","Toxic effect of chewing tobacco, intentional self-harm, subsequent encounter",62116
"T65212S","Toxic effect of chewing tobacco, intentional self-harm, sequela",62117
"T65213A","Toxic effect of chewing tobacco, assault, initial encounter",62118
"T65213D","Toxic effect of chewing tobacco, assault, subsequent encounter",62119
"T65213S","Toxic effect of chewing tobacco, assault, sequela",62120
"T65214A","Toxic effect of chewing tobacco, undetermined, initial encounter",62121
"T65214D","Toxic effect of chewing tobacco, undetermined, subsequent encounter",62122
"T65214S","Toxic effect of chewing tobacco, undetermined, sequela",62123
"T65221A","Toxic effect of tobacco cigarettes, accidental (unintentional), initial encounter",62124
"T65221D","Toxic effect of tobacco cigarettes, accidental (unintentional), subsequent encounter",62125
"T65221S","Toxic effect of tobacco cigarettes, accidental (unintentional), sequela",62126
"T65222A","Toxic effect of tobacco cigarettes, intentional self-harm, initial encounter",62127
"T65222D","Toxic effect of tobacco cigarettes, intentional self-harm, subsequent encounter",62128
"T65222S","Toxic effect of tobacco cigarettes, intentional self-harm, sequela",62129
"T65223A","Toxic effect of tobacco cigarettes, assault, initial encounter",62130
"T65223D","Toxic effect of tobacco cigarettes, assault, subsequent encounter",62131
"T65223S","Toxic effect of tobacco cigarettes, assault, sequela",62132
"T65224A","Toxic effect of tobacco cigarettes, undetermined, initial encounter",62133
"T65224D","Toxic effect of tobacco cigarettes, undetermined, subsequent encounter",62134
"T65224S","Toxic effect of tobacco cigarettes, undetermined, sequela",62135
"T65291A","Toxic effect of other tobacco and nicotine, accidental (unintentional), initial encounter",62136
"T65291D","Toxic effect of other tobacco and nicotine, accidental (unintentional), subsequent encounter",62137
"T65291S","Toxic effect of other tobacco and nicotine, accidental (unintentional), sequela",62138
"T65292A","Toxic effect of other tobacco and nicotine, intentional self-harm, initial encounter",62139
"T65292D","Toxic effect of other tobacco and nicotine, intentional self-harm, subsequent encounter",62140
"T65292S","Toxic effect of other tobacco and nicotine, intentional self-harm, sequela",62141
"T65293A","Toxic effect of other tobacco and nicotine, assault, initial encounter",62142
"T65293D","Toxic effect of other tobacco and nicotine, assault, subsequent encounter",62143
"T65293S","Toxic effect of other tobacco and nicotine, assault, sequela",62144
"T65294A","Toxic effect of other tobacco and nicotine, undetermined, initial encounter",62145
"T65294D","Toxic effect of other tobacco and nicotine, undetermined, subsequent encounter",62146
"T65294S","Toxic effect of other tobacco and nicotine, undetermined, sequela",62147
"T653X1A","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, accidental (unintentional), initial encounter",62148
"T653X1D","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, accidental (unintentional), subsequent encounter",62149
"T653X1S","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, accidental (unintentional), sequela",62150
"T653X2A","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, initial encounter",62151
"T653X2D","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, subsequent encounter",62152
"T653X2S","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, sequela",62153
"T653X3A","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, assault, initial encounter",62154
"T653X3D","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, assault, subsequent encounter",62155
"T653X3S","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, assault, sequela",62156
"T653X4A","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, undetermined, initial encounter",62157
"T653X4D","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, undetermined, subsequent encounter",62158
"T653X4S","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, undetermined, sequela",62159
"T654X1A","Toxic effect of carbon disulfide, accidental (unintentional), initial encounter",62160
"T654X1D","Toxic effect of carbon disulfide, accidental (unintentional), subsequent encounter",62161
"T654X1S","Toxic effect of carbon disulfide, accidental (unintentional), sequela",62162
"T654X2A","Toxic effect of carbon disulfide, intentional self-harm, initial encounter",62163
